order_id,line_number,product_id,quantity,promised_delivery_date,pricing_date
ORD-000018,1,SWN-RP6,1,2022-02-04 16:47:17,2022-01-27
ORD-000018,2,VZL-RV3,2,2022-02-04 16:47:17,2022-01-27
ORD-000018,3,HDE-ZC1,6,2022-02-04 16:47:17,2022-01-27
ORD-000019,1,FRD-GB5,2,2022-02-10 16:33:47,2022-01-30
ORD-000019,2,HDE-ZC1,5,2022-02-10 16:33:47,2022-01-30
ORD-000020,1,CRV-RT5,28,2022-02-09 17:25:39,2022-02-01
ORD-000020,2,ODY-RC1,12,2022-02-09 17:25:39,2022-02-01
ORD-000020,3,PLT-YF3,5,2022-02-09 17:25:39,2022-02-01
ORD-000021,1,ENP-ENP1,31,2022-02-21 12:08:48,2022-02-01
ORD-000021,2,PLT-YF3,5,2022-02-21 12:08:48,2022-02-01
ORD-000021,3,RDG-YF6,11,2022-02-21 12:08:48,2022-02-01
ORD-000022,1,VZL-RV3,1,2022-02-19 12:23:50,2022-02-02
ORD-000022,2,NOE-JG4,2,2022-02-19 12:23:50,2022-02-02
ORD-000023,1,ZRV-RZ3,1,2022-02-19 10:03:54,2022-02-04
ORD-000023,2,FIT-GR3,4,2022-02-19 10:03:54,2022-02-04
ORD-000024,1,ZRV-RZ3,5,2022-02-16 17:31:07,2022-02-06
ORD-000024,2,FIT-GR3,2,2022-02-16 17:31:07,2022-02-06
ORD-000025,1,SWN-RP6,1,2022-02-21 15:31:03,2022-02-07
ORD-000025,2,FIT-GR3,1,2022-02-21 15:31:03,2022-02-07
ORD-000025,3,NOE-JG4,1,2022-02-21 15:31:03,2022-02-07
ORD-000026,1,VZL-RV3,1,2022-02-20 12:09:46,2022-02-09
ORD-000026,2,HDE-ZC1,1,2022-02-20 12:09:46,2022-02-09
ORD-000026,3,SWN-RP6,1,2022-02-20 12:09:46,2022-02-09
ORD-000027,1,ZRV-RZ3,1,2022-03-01 10:53:07,2022-02-09
ORD-000027,2,NOE-JG4,2,2022-03-01 10:53:07,2022-02-09
ORD-000027,3,HDE-ZC1,2,2022-03-01 10:53:07,2022-02-09
ORD-000028,1,NOE-JG4,2,2022-02-25 16:17:36,2022-02-09
ORD-000029,1,FIT-GR3,1,2022-02-19 08:11:27,2022-02-11
ORD-000030,1,NOE-JG4,2,2022-02-27 14:00:53,2022-02-15
ORD-000030,2,FIT-GR3,1,2022-02-27 14:00:53,2022-02-15
ORD-000030,3,ZRV-RZ3,1,2022-02-27 14:00:53,2022-02-15
ORD-000031,1,FRD-GB5,1,2022-02-27 10:03:06,2022-02-18
ORD-000032,1,SWN-RP6,3,2022-03-04 17:55:36,2022-02-18
ORD-000032,2,HDE-ZC1,7,2022-03-04 17:55:36,2022-02-18
ORD-000033,1,VZL-RV3,1,2022-03-12 15:02:28,2022-02-21
ORD-000033,2,ZRV-RZ3,1,2022-03-12 15:02:28,2022-02-21
ORD-000033,3,FRD-GB5,2,2022-03-12 15:02:28,2022-02-21
ORD-000034,1,FIT-GR3,1,2022-03-10 11:00:35,2022-02-21
ORD-000034,2,SWN-RP6,9,2022-03-10 11:00:35,2022-02-21
ORD-000035,1,ZRV-RZ3,1,2022-03-05 11:47:32,2022-02-21
ORD-000035,2,FIT-GR3,1,2022-03-05 11:47:32,2022-02-21
ORD-000036,1,VZL-RV3,1,2022-03-05 16:08:07,2022-02-24
ORD-000036,2,HDE-ZC1,1,2022-03-05 16:08:07,2022-02-24
ORD-000036,3,ZRV-RZ3,1,2022-03-05 16:08:07,2022-02-24
ORD-000037,1,VZL-RV3,1,2022-03-11 09:57:12,2022-02-26
ORD-000037,2,FRD-GB5,1,2022-03-11 09:57:12,2022-02-26
ORD-000038,1,FIT-GR3,3,2022-03-14 12:37:10,2022-02-26
ORD-000039,1,FRD-GB5,1,2022-03-18 16:12:36,2022-02-27
ORD-000039,2,NOE-JG4,1,2022-03-18 16:12:36,2022-02-27
ORD-000040,1,NOE-JG4,5,2022-03-10 09:07:52,2022-03-01
ORD-000040,2,FRD-GB5,1,2022-03-10 09:07:52,2022-03-01
ORD-000040,3,ZRV-RZ3,1,2022-03-10 09:07:52,2022-03-01
ORD-000041,1,ENP-ENP1,13,2022-03-14 14:39:06,2022-03-01
ORD-000042,1,NOE-JG4,1,2022-03-17 15:44:13,2022-03-03
ORD-000042,2,HDE-ZC1,1,2022-03-17 15:44:13,2022-03-03
ORD-000043,1,ZRV-RZ3,1,2022-03-18 14:22:54,2022-03-04
ORD-000043,2,FRD-GB5,1,2022-03-18 14:22:54,2022-03-04
ORD-000043,3,VZL-RV3,1,2022-03-18 14:22:54,2022-03-04
ORD-000044,1,FIT-GR3,5,2022-03-16 09:18:53,2022-03-05
ORD-000044,2,HDE-ZC1,3,2022-03-16 09:18:53,2022-03-05
ORD-000044,3,ZRV-RZ3,1,2022-03-16 09:18:53,2022-03-05
ORD-000045,1,ZRV-RZ3,9,2022-03-22 12:15:53,2022-03-06
ORD-000045,2,NOE-JG4,1,2022-03-22 12:15:53,2022-03-06
ORD-000046,1,PSP-YF7,5,2022-03-17 16:35:34,2022-03-07
ORD-000046,2,PLT-YF3,5,2022-03-17 16:35:34,2022-03-07
ORD-000046,3,ODY-RC1,5,2022-03-17 16:35:34,2022-03-07
ORD-000046,4,RDG-YF6,18,2022-03-17 16:35:34,2022-03-07
ORD-000047,1,FRD-GB5,1,2022-03-20 09:43:51,2022-03-08
ORD-000047,2,ZRV-RZ3,2,2022-03-20 09:43:51,2022-03-08
ORD-000048,1,FRD-GB5,9,2022-03-20 08:32:30,2022-03-13
ORD-000049,1,ZRV-RZ3,10,2022-03-25 11:00:38,2022-03-13
ORD-000050,1,NOE-JG4,1,2022-03-29 11:42:01,2022-03-15
ORD-000051,1,SWN-RP6,5,2022-04-05 16:23:16,2022-03-15
ORD-000051,2,ZRV-RZ3,2,2022-04-05 16:23:16,2022-03-15
ORD-000051,3,FIT-GR3,3,2022-04-05 16:23:16,2022-03-15
ORD-000052,1,FIT-GR3,8,2022-03-23 14:16:08,2022-03-15
ORD-000053,1,PSP-YF7,5,2022-03-23 09:11:55,2022-03-15
ORD-000053,2,ACD-CV1,6,2022-03-23 09:11:55,2022-03-15
ORD-000053,3,PRO-ZC5,5,2022-03-23 09:11:55,2022-03-15
ORD-000053,4,RDG-YF6,9,2022-03-23 09:11:55,2022-03-15
ORD-000054,1,ZRV-RZ3,3,2022-04-03 11:05:45,2022-03-20
ORD-000054,2,NOE-JG4,2,2022-04-03 11:05:45,2022-03-20
ORD-000054,3,FIT-GR3,3,2022-04-03 11:05:45,2022-03-20
ORD-000055,1,ZRV-RZ3,1,2022-04-04 08:12:19,2022-03-21
ORD-000055,2,SWN-RP6,1,2022-04-04 08:12:19,2022-03-21
ORD-000056,1,FIT-GR3,1,2022-04-03 12:30:15,2022-03-21
ORD-000056,2,FRD-GB5,1,2022-04-03 12:30:15,2022-03-21
ORD-000057,1,HDE-ZC1,2,2022-04-08 17:02:53,2022-03-25
ORD-000057,2,FRD-GB5,1,2022-04-08 17:02:53,2022-03-25
ORD-000057,3,ZRV-RZ3,1,2022-04-08 17:02:53,2022-03-25
ORD-000058,1,VZL-RV3,1,2022-04-04 09:49:39,2022-03-26
ORD-000058,2,FIT-GR3,3,2022-04-04 09:49:39,2022-03-26
ORD-000059,1,FRD-GB5,1,2022-04-09 17:20:39,2022-03-28
ORD-000059,2,HDE-ZC1,1,2022-04-09 17:20:39,2022-03-28
ORD-000060,1,ZRV-RZ3,5,2022-04-10 14:29:41,2022-03-31
ORD-000061,1,FIT-GR3,6,2022-04-15 16:58:29,2022-04-01
ORD-000062,1,PRO-ZC5,16,2022-04-14 17:37:34,2022-04-01
ORD-000063,1,ZRV-RZ3,5,2022-04-16 12:44:58,2022-04-03
ORD-000064,1,FIT-GR3,5,2022-04-17 08:50:34,2022-04-03
ORD-000065,1,ZRV-RZ3,5,2022-04-14 14:16:12,2022-04-04
ORD-000065,2,NOE-JG4,1,2022-04-14 14:16:12,2022-04-04
ORD-000066,1,HDE-ZC1,1,2022-04-16 13:04:14,2022-04-05
ORD-000066,2,ZRV-RZ3,1,2022-04-16 13:04:14,2022-04-05
ORD-000067,1,FIT-GR3,5,2022-04-23 12:08:01,2022-04-08
ORD-000067,2,ZRV-RZ3,2,2022-04-23 12:08:01,2022-04-08
ORD-000068,1,VZL-RV3,5,2022-05-02 11:40:00,2022-04-12
ORD-000069,1,FRD-GB5,1,2022-04-25 15:10:24,2022-04-14
ORD-000070,1,FIT-GR3,2,2022-04-24 08:01:37,2022-04-14
ORD-000070,2,NOE-JG4,3,2022-04-24 08:01:37,2022-04-14
ORD-000071,1,ZRV-RZ3,2,2022-04-29 16:04:47,2022-04-15
ORD-000071,2,HDE-ZC1,4,2022-04-29 16:04:47,2022-04-15
ORD-000072,1,ENP-ENP1,27,2022-05-05 08:40:20,2022-04-15
ORD-000073,1,HDE-ZC1,5,2022-05-04 12:43:51,2022-04-20
ORD-000073,2,NOE-JG4,2,2022-05-04 12:43:51,2022-04-20
ORD-000073,3,FIT-GR3,2,2022-05-04 12:43:51,2022-04-20
ORD-000074,1,SWN-RP6,7,2022-05-02 14:21:57,2022-04-21
ORD-000075,1,NOE-JG4,1,2022-05-08 15:30:09,2022-04-23
ORD-000075,2,FIT-GR3,3,2022-05-08 15:30:09,2022-04-23
ORD-000075,3,VZL-RV3,1,2022-05-08 15:30:09,2022-04-23
ORD-000076,1,SWN-RP6,1,2022-05-05 15:52:22,2022-04-24
ORD-000076,2,FIT-GR3,4,2022-05-05 15:52:22,2022-04-24
ORD-000076,3,VZL-RV3,5,2022-05-05 15:52:22,2022-04-24
ORD-000077,1,VZL-RV3,6,2022-05-09 15:42:22,2022-04-27
ORD-000077,2,ZRV-RZ3,2,2022-05-09 15:42:22,2022-04-27
ORD-000078,1,NOE-JG4,2,2022-05-10 09:08:05,2022-04-29
ORD-000078,2,HDE-ZC1,1,2022-05-10 09:08:05,2022-04-29
ORD-000079,1,VZL-RV3,6,2022-05-10 14:48:29,2022-05-01
ORD-000080,1,FRD-GB5,5,2022-05-16 08:31:45,2022-05-01
ORD-000081,1,PSP-YF7,5,2022-05-15 15:43:16,2022-05-01
ORD-000081,2,ENP-ENP1,7,2022-05-15 15:43:16,2022-05-01
ORD-000081,3,RDG-YF6,5,2022-05-15 15:43:16,2022-05-01
ORD-000081,4,PRO-ZC5,5,2022-05-15 15:43:16,2022-05-01
ORD-000082,1,HDE-ZC1,1,2022-05-14 13:17:05,2022-05-02
ORD-000083,1,FIT-GR3,6,2022-05-15 12:36:26,2022-05-04
ORD-000084,1,FRD-GB5,3,2022-05-16 16:58:12,2022-05-05
ORD-000084,2,SWN-RP6,1,2022-05-16 16:58:12,2022-05-05
ORD-000084,3,HDE-ZC1,1,2022-05-16 16:58:12,2022-05-05
ORD-000085,1,FIT-GR3,5,2022-05-18 08:27:25,2022-05-07
ORD-000085,2,FRD-GB5,1,2022-05-18 08:27:25,2022-05-07
ORD-000085,3,VZL-RV3,2,2022-05-18 08:27:25,2022-05-07
ORD-000086,1,FIT-GR3,3,2022-05-22 15:37:20,2022-05-12
ORD-000086,2,SWN-RP6,6,2022-05-22 15:37:20,2022-05-12
ORD-000087,1,SWN-RP6,6,2022-05-29 17:07:15,2022-05-13
ORD-000088,1,VZL-RV3,5,2022-05-25 11:36:10,2022-05-13
ORD-000088,2,HDE-ZC1,5,2022-05-25 11:36:10,2022-05-13
ORD-000089,1,FIT-GR3,4,2022-05-23 17:24:29,2022-05-15
ORD-000089,2,FRD-GB5,1,2022-05-23 17:24:29,2022-05-15
ORD-000089,3,SWN-RP6,5,2022-05-23 17:24:29,2022-05-15
ORD-000090,1,HDE-ZC1,6,2022-05-25 16:02:09,2022-05-15
ORD-000091,1,ODY-RC1,46,2022-05-22 15:57:10,2022-05-15
ORD-000092,1,FRD-GB5,1,2022-05-31 12:03:48,2022-05-19
ORD-000092,2,HDE-ZC1,1,2022-05-31 12:03:48,2022-05-19
ORD-000093,1,FIT-GR3,2,2022-06-01 09:49:11,2022-05-21
ORD-000093,2,SWN-RP6,5,2022-06-01 09:49:11,2022-05-21
ORD-000094,1,FRD-GB5,4,2022-05-31 10:39:20,2022-05-22
ORD-000094,2,HDE-ZC1,2,2022-05-31 10:39:20,2022-05-22
ORD-000094,3,NOE-JG4,1,2022-05-31 10:39:20,2022-05-22
ORD-000095,1,NOE-JG4,2,2022-06-03 11:37:36,2022-05-22
ORD-000095,2,ZRV-RZ3,3,2022-06-03 11:37:36,2022-05-22
ORD-000095,3,FRD-GB5,5,2022-06-03 11:37:36,2022-05-22
ORD-000096,1,VZL-RV3,3,2022-06-09 17:51:05,2022-05-23
ORD-000097,1,SWN-RP6,1,2022-06-08 08:19:08,2022-05-30
ORD-000097,2,NOE-JG4,1,2022-06-08 08:19:08,2022-05-30
ORD-000098,1,NOE-JG4,6,2022-06-08 09:24:47,2022-05-30
ORD-000098,2,VZL-RV3,1,2022-06-08 09:24:47,2022-05-30
ORD-000098,3,SWN-RP6,1,2022-06-08 09:24:47,2022-05-30
ORD-000099,1,FIT-GR3,3,2022-06-11 12:55:57,2022-06-01
ORD-000100,1,HDE-ZC1,2,2022-06-16 17:10:30,2022-06-01
ORD-000100,2,NOE-JG4,3,2022-06-16 17:10:30,2022-06-01
ORD-000101,1,NOE-JG4,4,2022-06-21 09:51:48,2022-06-01
ORD-000101,2,VZL-RV3,1,2022-06-21 09:51:48,2022-06-01
ORD-000101,3,FRD-GB5,1,2022-06-21 09:51:48,2022-06-01
ORD-000102,1,ACD-CV1,5,2022-06-19 14:00:54,2022-06-01
ORD-000102,2,ENP-ENP1,14,2022-06-19 14:00:54,2022-06-01
ORD-000102,3,PLT-YF3,5,2022-06-19 14:00:54,2022-06-01
ORD-000102,4,CRV-RT5,5,2022-06-19 14:00:54,2022-06-01
ORD-000103,1,FRD-GB5,4,2022-06-19 12:07:58,2022-06-08
ORD-000104,1,SWN-RP6,2,2022-06-20 08:27:51,2022-06-09
ORD-000104,2,FRD-GB5,2,2022-06-20 08:27:51,2022-06-09
ORD-000104,3,FIT-GR3,1,2022-06-20 08:27:51,2022-06-09
ORD-000105,1,NOE-JG4,6,2022-06-25 15:04:44,2022-06-12
ORD-000106,1,FIT-GR3,8,2022-06-30 10:31:03,2022-06-12
ORD-000107,1,VZL-RV3,3,2022-06-30 08:16:58,2022-06-12
ORD-000107,2,SWN-RP6,2,2022-06-30 08:16:58,2022-06-12
ORD-000108,1,HDE-ZC1,4,2022-06-25 12:30:52,2022-06-14
ORD-000109,1,RDG-YF6,22,2022-06-26 09:21:45,2022-06-15
ORD-000109,2,ODY-RC1,8,2022-06-26 09:21:45,2022-06-15
ORD-000109,3,ENP-ENP1,17,2022-06-26 09:21:45,2022-06-15
ORD-000109,4,CRV-RT5,5,2022-06-26 09:21:45,2022-06-15
ORD-000110,1,ODY-RC1,10,2022-06-27 13:35:22,2022-06-15
ORD-000110,2,CRV-RT5,36,2022-06-27 13:35:22,2022-06-15
ORD-000111,1,FIT-GR3,3,2022-06-30 12:12:02,2022-06-18
ORD-000111,2,NOE-JG4,2,2022-06-30 12:12:02,2022-06-18
ORD-000111,3,FRD-GB5,1,2022-06-30 12:12:02,2022-06-18
ORD-000112,1,FIT-GR3,1,2022-06-30 10:58:01,2022-06-20
ORD-000112,2,VZL-RV3,1,2022-06-30 10:58:01,2022-06-20
ORD-000112,3,SWN-RP6,1,2022-06-30 10:58:01,2022-06-20
ORD-000113,1,HDE-ZC1,1,2022-07-04 13:46:37,2022-06-21
ORD-000113,2,VZL-RV3,2,2022-07-04 13:46:37,2022-06-21
ORD-000113,3,NOE-JG4,3,2022-07-04 13:46:37,2022-06-21
ORD-000114,1,VZL-RV3,9,2022-07-04 09:48:59,2022-06-23
ORD-000115,1,NOE-JG4,1,2022-07-15 12:16:35,2022-06-24
ORD-000115,2,FIT-GR3,4,2022-07-15 12:16:35,2022-06-24
ORD-000116,1,ZRV-RZ3,3,2022-07-05 16:31:28,2022-06-27
ORD-000117,1,FRD-GB5,9,2022-07-08 12:28:02,2022-06-29
ORD-000118,1,NOE-JG4,2,2022-07-13 08:35:10,2022-06-29
ORD-000118,2,SWN-RP6,7,2022-07-13 08:35:10,2022-06-29
ORD-000119,1,NOE-JG4,4,2022-07-17 17:15:09,2022-07-03
ORD-000119,2,SWN-RP6,1,2022-07-17 17:15:09,2022-07-03
ORD-000119,3,FIT-GR3,1,2022-07-17 17:15:09,2022-07-03
ORD-000120,1,NOE-JG4,3,2022-07-16 10:30:32,2022-07-03
ORD-000121,1,HDE-ZC1,1,2022-07-23 16:14:16,2022-07-06
ORD-000121,2,ZRV-RZ3,3,2022-07-23 16:14:16,2022-07-06
ORD-000121,3,SWN-RP6,6,2022-07-23 16:14:16,2022-07-06
ORD-000122,1,ZRV-RZ3,1,2022-07-19 08:18:29,2022-07-08
ORD-000122,2,FRD-GB5,1,2022-07-19 08:18:29,2022-07-08
ORD-000122,3,FIT-GR3,3,2022-07-19 08:18:29,2022-07-08
ORD-000123,1,FIT-GR3,1,2022-07-18 10:13:57,2022-07-11
ORD-000123,2,VZL-RV3,2,2022-07-18 10:13:57,2022-07-11
ORD-000124,1,FIT-GR3,1,2022-07-21 13:00:36,2022-07-11
ORD-000124,2,HDE-ZC1,2,2022-07-21 13:00:36,2022-07-11
ORD-000124,3,NOE-JG4,1,2022-07-21 13:00:36,2022-07-11
ORD-000125,1,ZRV-RZ3,1,2022-07-28 10:23:59,2022-07-12
ORD-000125,2,NOE-JG4,1,2022-07-28 10:23:59,2022-07-12
ORD-000125,3,FRD-GB5,1,2022-07-28 10:23:59,2022-07-12
ORD-000126,1,NOE-JG4,1,2022-08-01 17:24:28,2022-07-13
ORD-000126,2,HDE-ZC1,4,2022-08-01 17:24:28,2022-07-13
ORD-000127,1,PLT-YF3,8,2022-07-27 17:42:26,2022-07-15
ORD-000127,2,PRO-ZC5,5,2022-07-27 17:42:26,2022-07-15
ORD-000127,3,ENP-ENP1,6,2022-07-27 17:42:26,2022-07-15
ORD-000127,4,RDG-YF6,20,2022-07-27 17:42:26,2022-07-15
ORD-000128,1,HDE-ZC1,1,2022-07-30 09:29:51,2022-07-19
ORD-000128,2,SWN-RP6,1,2022-07-30 09:29:51,2022-07-19
ORD-000129,1,HDE-ZC1,3,2022-07-30 12:55:16,2022-07-20
ORD-000130,1,FIT-GR3,1,2022-08-01 16:00:17,2022-07-20
ORD-000130,2,NOE-JG4,7,2022-08-01 16:00:17,2022-07-20
ORD-000131,1,FIT-GR3,6,2022-08-05 08:56:37,2022-07-21
ORD-000131,2,ZRV-RZ3,3,2022-08-05 08:56:37,2022-07-21
ORD-000132,1,VZL-RV3,1,2022-07-30 08:22:47,2022-07-23
ORD-000132,2,HDE-ZC1,1,2022-07-30 08:22:47,2022-07-23
ORD-000133,1,FIT-GR3,2,2022-08-02 08:56:38,2022-07-25
ORD-000133,2,VZL-RV3,2,2022-08-02 08:56:38,2022-07-25
ORD-000133,3,SWN-RP6,3,2022-08-02 08:56:38,2022-07-25
ORD-000134,1,HDE-ZC1,4,2022-08-07 10:05:15,2022-07-29
ORD-000134,2,SWN-RP6,1,2022-08-07 10:05:15,2022-07-29
ORD-000135,1,SWN-RP6,1,2022-08-12 17:23:50,2022-07-29
ORD-000135,2,NOE-JG4,1,2022-08-12 17:23:50,2022-07-29
ORD-000136,1,HDE-ZC1,9,2022-08-11 12:48:40,2022-07-30
ORD-000136,2,SWN-RP6,1,2022-08-11 12:48:40,2022-07-30
ORD-000137,1,FRD-GB5,3,2022-08-13 12:46:31,2022-07-30
ORD-000137,2,FIT-GR3,3,2022-08-13 12:46:31,2022-07-30
ORD-000138,1,FIT-GR3,8,2022-08-20 16:45:48,2022-07-31
ORD-000139,1,CRV-RT5,34,2022-08-14 16:16:21,2022-08-01
ORD-000139,2,ENP-ENP1,8,2022-08-14 16:16:21,2022-08-01
ORD-000140,1,ODY-RC1,18,2022-08-12 15:53:06,2022-08-01
ORD-000140,2,CRV-RT5,5,2022-08-12 15:53:06,2022-08-01
ORD-000140,3,PRO-ZC5,6,2022-08-12 15:53:06,2022-08-01
ORD-000141,1,FRD-GB5,2,2022-08-22 09:10:58,2022-08-03
ORD-000141,2,FIT-GR3,3,2022-08-22 09:10:58,2022-08-03
ORD-000141,3,HDE-ZC1,1,2022-08-22 09:10:58,2022-08-03
ORD-000142,1,ZRV-RZ3,1,2022-08-24 14:44:46,2022-08-07
ORD-000143,1,FIT-GR3,2,2022-08-22 15:12:54,2022-08-08
ORD-000143,2,NOE-JG4,1,2022-08-22 15:12:54,2022-08-08
ORD-000143,3,HDE-ZC1,3,2022-08-22 15:12:54,2022-08-08
ORD-000144,1,NOE-JG4,9,2022-08-21 14:04:06,2022-08-09
ORD-000144,2,SWN-RP6,1,2022-08-21 14:04:06,2022-08-09
ORD-000145,1,NOE-JG4,2,2022-08-24 17:42:22,2022-08-10
ORD-000145,2,VZL-RV3,1,2022-08-24 17:42:22,2022-08-10
ORD-000146,1,VZL-RV3,6,2022-08-29 15:50:17,2022-08-13
ORD-000146,2,HDE-ZC1,4,2022-08-29 15:50:17,2022-08-13
ORD-000147,1,SWN-RP6,1,2022-08-27 14:59:10,2022-08-13
ORD-000147,2,ZRV-RZ3,6,2022-08-27 14:59:10,2022-08-13
ORD-000148,1,ZRV-RZ3,1,2022-08-28 11:46:40,2022-08-17
ORD-000149,1,FIT-GR3,1,2022-08-25 11:05:32,2022-08-18
ORD-000149,2,HDE-ZC1,1,2022-08-25 11:05:32,2022-08-18
ORD-000150,1,NOE-JG4,5,2022-08-28 10:55:58,2022-08-20
ORD-000151,1,ZRV-RZ3,2,2022-09-07 16:41:29,2022-08-21
ORD-000151,2,SWN-RP6,1,2022-09-07 16:41:29,2022-08-21
ORD-000152,1,HDE-ZC1,2,2022-09-02 13:07:36,2022-08-22
ORD-000152,2,ZRV-RZ3,4,2022-09-02 13:07:36,2022-08-22
ORD-000152,3,SWN-RP6,1,2022-09-02 13:07:36,2022-08-22
ORD-000153,1,SWN-RP6,2,2022-09-08 15:27:23,2022-08-25
ORD-000154,1,ZRV-RZ3,7,2022-09-03 17:18:40,2022-08-27
ORD-000155,1,HDE-ZC1,1,2022-09-10 10:14:34,2022-08-27
ORD-000155,2,VZL-RV3,3,2022-09-10 10:14:34,2022-08-27
ORD-000155,3,ZRV-RZ3,2,2022-09-10 10:14:34,2022-08-27
ORD-000156,1,ZRV-RZ3,7,2022-09-08 09:34:14,2022-08-28
ORD-000156,2,HDE-ZC1,1,2022-09-08 09:34:14,2022-08-28
ORD-000157,1,FIT-GR3,5,2022-09-20 15:28:06,2022-08-30
ORD-000157,2,FRD-GB5,1,2022-09-20 15:28:06,2022-08-30
ORD-000157,3,ZRV-RZ3,3,2022-09-20 15:28:06,2022-08-30
ORD-000158,1,FIT-GR3,5,2022-09-16 08:47:57,2022-09-01
ORD-000158,2,ZRV-RZ3,3,2022-09-16 08:47:57,2022-09-01
ORD-000159,1,VZL-RV3,1,2022-09-09 13:12:47,2022-09-01
ORD-000159,2,FIT-GR3,1,2022-09-09 13:12:47,2022-09-01
ORD-000159,3,HDE-ZC1,1,2022-09-09 13:12:47,2022-09-01
ORD-000160,1,RDG-YF6,14,2022-09-12 08:55:33,2022-09-01
ORD-000160,2,PLT-YF3,11,2022-09-12 08:55:33,2022-09-01
ORD-000160,3,ENP-ENP1,25,2022-09-12 08:55:33,2022-09-01
ORD-000161,1,CRV-RT5,21,2022-09-16 17:23:38,2022-09-01
ORD-000161,2,ACD-CV1,5,2022-09-16 17:23:38,2022-09-01
ORD-000161,3,PRO-ZC5,5,2022-09-16 17:23:38,2022-09-01
ORD-000161,4,PLT-YF3,5,2022-09-16 17:23:38,2022-09-01
ORD-000162,1,NOE-JG4,3,2022-09-13 15:15:26,2022-09-04
ORD-000162,2,FRD-GB5,2,2022-09-13 15:15:26,2022-09-04
ORD-000162,3,ZRV-RZ3,5,2022-09-13 15:15:26,2022-09-04
ORD-000163,1,SWN-RP6,1,2022-09-26 11:14:15,2022-09-05
ORD-000163,2,FIT-GR3,2,2022-09-26 11:14:15,2022-09-05
ORD-000163,3,NOE-JG4,1,2022-09-26 11:14:15,2022-09-05
ORD-000164,1,SWN-RP6,1,2022-09-15 08:35:13,2022-09-08
ORD-000164,2,VZL-RV3,1,2022-09-15 08:35:13,2022-09-08
ORD-000165,1,ZRV-RZ3,3,2022-09-24 16:19:14,2022-09-11
ORD-000165,2,FRD-GB5,2,2022-09-24 16:19:14,2022-09-11
ORD-000166,1,HDE-ZC1,1,2022-09-27 14:32:34,2022-09-12
ORD-000167,1,ENP-ENP1,21,2022-09-23 11:56:41,2022-09-15
ORD-000168,1,NOE-JG4,1,2022-09-27 17:00:39,2022-09-16
ORD-000168,2,VZL-RV3,1,2022-09-27 17:00:39,2022-09-16
ORD-000169,1,FIT-GR3,1,2022-10-04 08:26:44,2022-09-17
ORD-000170,1,VZL-RV3,8,2022-09-26 12:17:49,2022-09-18
ORD-000171,1,FRD-GB5,4,2022-09-27 15:54:43,2022-09-20
