order_id,order_timestamp,location_id,customer_id
ORD-000759,2025-03-14 13:57:27,STM,DEAL-001
ORD-000760,2025-03-14 14:39:17,HTB,DEAL-002
ORD-000761,2025-03-14 10:50:50,HMM,DEAL-005
ORD-000762,2025-03-15 15:58:58,STM,DEAL-006
ORD-000763,2025-03-15 16:06:08,HTB,DEAL-007
ORD-000764,2025-03-15 12:14:33,SZK,DEAL-008
ORD-000765,2025-03-20 13:42:35,HMM,DEAL-005
ORD-000766,2025-03-21 16:03:10,STM,DEAL-001
ORD-000767,2025-03-21 11:52:20,SZK,DEAL-003
ORD-000768,2025-03-23 15:17:04,KMM,DEAL-004
ORD-000769,2025-03-25 13:47:05,HTB,DEAL-002
ORD-000770,2025-03-28 12:26:58,SZK,DEAL-003
ORD-000771,2025-03-28 09:00:12,KMM,DEAL-004
ORD-000772,2025-03-31 08:18:35,STM,DEAL-001
ORD-000773,2025-03-31 15:12:24,HMM,DEAL-005
ORD-000774,2025-04-01 08:23:43,HTB,DEAL-002
ORD-000775,2025-04-02 13:21:11,SZK,DEAL-003
ORD-000776,2025-04-02 14:49:55,KMM,DEAL-004
ORD-000777,2025-04-07 12:29:20,HTB,DEAL-002
ORD-000778,2025-04-08 17:24:36,STM,DEAL-001
ORD-000779,2025-04-10 11:36:37,SZK,DEAL-003
ORD-000780,2025-04-10 08:40:48,KMM,DEAL-004
ORD-000781,2025-04-12 14:01:47,HMM,DEAL-005
ORD-000782,2025-04-15 16:43:03,HTB,DEAL-002
ORD-000783,2025-04-15 13:57:13,HTB,DEAL-007
ORD-000784,2025-04-17 08:22:14,HMM,DEAL-005
ORD-000785,2025-04-18 14:46:22,STM,DEAL-001
ORD-000786,2025-04-19 13:38:27,KMM,DEAL-004
ORD-000787,2025-04-20 12:57:45,SZK,DEAL-003
ORD-000788,2025-04-23 15:30:00,HTB,DEAL-002
ORD-000789,2025-04-23 10:25:18,STM,DEAL-006
ORD-000790,2025-04-23 15:37:15,SZK,DEAL-008
ORD-000791,2025-04-25 12:13:14,STM,DEAL-001
ORD-000792,2025-04-27 08:44:22,HMM,DEAL-005
ORD-000793,2025-04-29 14:57:16,KMM,DEAL-004
ORD-000794,2025-04-30 08:36:47,SZK,DEAL-003
ORD-000795,2025-05-01 08:52:53,STM,DEAL-001
ORD-000796,2025-05-02 16:53:25,HTB,DEAL-002
ORD-000797,2025-05-07 17:20:46,STM,DEAL-001
ORD-000798,2025-05-08 10:54:45,HMM,DEAL-005
ORD-000799,2025-05-09 13:06:44,KMM,DEAL-004
ORD-000800,2025-05-11 14:45:07,HTB,DEAL-002
ORD-000801,2025-05-11 11:02:10,SZK,DEAL-003
ORD-000802,2025-05-16 12:50:28,KMM,DEAL-004
ORD-000803,2025-05-17 16:27:40,SZK,DEAL-003
ORD-000804,2025-05-18 17:57:12,STM,DEAL-001
ORD-000805,2025-05-20 13:13:21,HMM,DEAL-005
ORD-000806,2025-05-21 15:00:37,KMM,DEAL-004
ORD-000807,2025-05-23 15:04:45,HTB,DEAL-002
ORD-000808,2025-05-24 16:23:27,STM,DEAL-001
ORD-000809,2025-05-27 12:29:50,HMM,DEAL-005
ORD-000810,2025-05-29 16:05:58,SZK,DEAL-003
ORD-000811,2025-05-31 15:59:13,HTB,DEAL-002
ORD-000812,2025-06-01 16:14:30,KMM,DEAL-004
ORD-000813,2025-06-01 11:26:27,STM,DEAL-006
ORD-000814,2025-06-01 09:12:04,HTB,DEAL-007
ORD-000815,2025-06-01 09:28:17,SZK,DEAL-008
ORD-000816,2025-06-05 12:06:45,STM,DEAL-001
ORD-000817,2025-06-06 09:18:01,SZK,DEAL-003
ORD-000818,2025-06-06 11:31:29,HMM,DEAL-005
ORD-000819,2025-06-10 15:18:34,STM,DEAL-001
ORD-000820,2025-06-11 08:35:26,KMM,DEAL-004
ORD-000821,2025-06-12 14:41:36,HTB,DEAL-002
ORD-000822,2025-06-15 14:05:09,SZK,DEAL-003
ORD-000823,2025-06-16 16:14:47,STM,DEAL-001
ORD-000824,2025-06-17 17:38:39,HMM,DEAL-005
ORD-000825,2025-06-18 14:45:17,HTB,DEAL-002
ORD-000826,2025-06-19 11:41:38,KMM,DEAL-004
ORD-000827,2025-06-21 17:50:22,SZK,DEAL-003
ORD-000828,2025-06-22 10:29:56,STM,DEAL-001
ORD-000829,2025-06-23 10:28:34,HTB,DEAL-002
ORD-000830,2025-06-26 17:59:00,HMM,DEAL-005
ORD-000831,2025-06-27 11:18:46,KMM,DEAL-004
ORD-000832,2025-06-29 17:16:32,HTB,DEAL-002
ORD-000833,2025-06-29 14:04:49,SZK,DEAL-003
ORD-000834,2025-07-02 13:38:13,HMM,DEAL-005
ORD-000835,2025-07-04 13:40:58,STM,DEAL-001
ORD-000836,2025-07-05 11:50:29,KMM,DEAL-004
ORD-000837,2025-07-07 11:07:23,SZK,DEAL-003
ORD-000838,2025-07-09 10:31:37,HTB,DEAL-002
ORD-000839,2025-07-09 16:26:33,HMM,DEAL-005
ORD-000840,2025-07-14 12:16:06,KMM,DEAL-004
ORD-000841,2025-07-15 15:30:55,STM,DEAL-006
ORD-000842,2025-07-15 09:02:09,HTB,DEAL-007
ORD-000843,2025-07-15 12:55:09,SZK,DEAL-008
ORD-000844,2025-07-16 16:37:51,STM,DEAL-001
ORD-000845,2025-07-17 11:50:26,SZK,DEAL-003
ORD-000846,2025-07-18 17:51:20,HTB,DEAL-002
ORD-000847,2025-07-18 14:45:53,HMM,DEAL-005
ORD-000848,2025-07-22 09:31:55,KMM,DEAL-004
ORD-000849,2025-07-25 17:17:20,HTB,DEAL-002
ORD-000850,2025-07-27 09:48:21,STM,DEAL-001
ORD-000851,2025-07-27 08:00:20,SZK,DEAL-003
ORD-000852,2025-07-28 09:33:28,HMM,DEAL-005
ORD-000853,2025-07-29 11:34:07,KMM,DEAL-004
ORD-000854,2025-08-01 12:03:42,HTB,DEAL-002
ORD-000855,2025-08-03 10:39:13,KMM,DEAL-004
ORD-000856,2025-08-03 08:56:14,HMM,DEAL-005
ORD-000857,2025-08-04 17:48:07,STM,DEAL-001
ORD-000858,2025-08-05 12:21:12,SZK,DEAL-003
ORD-000859,2025-08-08 10:20:37,KMM,DEAL-004
ORD-000860,2025-08-11 14:43:37,HTB,DEAL-002
ORD-000861,2025-08-11 11:07:11,HMM,DEAL-005
ORD-000862,2025-08-12 12:49:10,STM,DEAL-001
ORD-000863,2025-08-13 08:24:44,SZK,DEAL-003
ORD-000864,2025-08-15 17:34:13,STM,DEAL-006
ORD-000865,2025-08-18 16:23:18,HMM,DEAL-005
ORD-000866,2025-08-20 10:19:30,KMM,DEAL-004
ORD-000867,2025-08-21 13:24:36,STM,DEAL-001
ORD-000868,2025-08-22 09:52:26,SZK,DEAL-003
ORD-000869,2025-08-23 10:15:24,HTB,DEAL-002
ORD-000870,2025-08-28 12:33:14,STM,DEAL-001
ORD-000871,2025-08-28 09:33:21,HTB,DEAL-002
ORD-000872,2025-08-29 09:15:27,HMM,DEAL-005
ORD-000873,2025-08-31 08:12:13,KMM,DEAL-004
ORD-000874,2025-09-01 14:51:01,SZK,DEAL-003
ORD-000875,2025-09-01 11:54:56,HTB,DEAL-007
ORD-000876,2025-09-01 13:22:43,SZK,DEAL-008
ORD-000877,2025-09-05 15:17:00,STM,DEAL-001
ORD-000878,2025-09-08 09:06:07,HTB,DEAL-002
ORD-000879,2025-09-08 16:03:38,HMM,DEAL-005
ORD-000880,2025-09-09 15:40:56,KMM,DEAL-004
ORD-000881,2025-09-11 10:39:44,SZK,DEAL-003
ORD-000882,2025-09-13 17:36:26,HMM,DEAL-005
ORD-000883,2025-09-14 13:35:28,HTB,DEAL-002
ORD-000884,2025-09-15 10:10:30,STM,DEAL-001
ORD-000885,2025-09-16 11:25:02,KMM,DEAL-004
ORD-000886,2025-09-21 09:24:42,HTB,DEAL-002
ORD-000887,2025-09-23 11:29:30,SZK,DEAL-003
ORD-000888,2025-09-23 14:01:33,KMM,DEAL-004
ORD-000889,2025-09-24 15:39:25,HMM,DEAL-005
ORD-000890,2025-09-25 15:01:37,STM,DEAL-001
ORD-000891,2025-09-28 10:08:11,HTB,DEAL-002
ORD-000892,2025-09-28 17:27:26,KMM,DEAL-004
ORD-000893,2025-10-01 10:01:16,STM,DEAL-006
ORD-000894,2025-10-01 17:33:25,HTB,DEAL-007
ORD-000895,2025-10-02 09:39:40,SZK,DEAL-003
ORD-000896,2025-10-05 11:35:23,HMM,DEAL-005
ORD-000897,2025-10-06 15:34:34,STM,DEAL-001
ORD-000898,2025-10-06 16:59:07,KMM,DEAL-004
ORD-000899,2025-10-07 12:37:51,HTB,DEAL-002
ORD-000900,2025-10-08 12:22:57,SZK,DEAL-003
ORD-000901,2025-10-12 15:01:01,KMM,DEAL-004
ORD-000902,2025-10-14 16:06:25,HTB,DEAL-002
ORD-000903,2025-10-14 12:46:47,SZK,DEAL-008
ORD-000904,2025-10-15 13:01:17,STM,DEAL-001
ORD-000905,2025-10-15 12:57:50,SZK,DEAL-003
ORD-000906,2025-10-16 12:59:45,HMM,DEAL-005
ORD-000907,2025-10-23 12:35:03,KMM,DEAL-004
ORD-000908,2025-10-25 13:50:59,HTB,DEAL-002
ORD-000909,2025-10-26 16:38:42,STM,DEAL-001
ORD-000910,2025-10-27 15:01:19,SZK,DEAL-003
ORD-000911,2025-10-28 10:02:22,HMM,DEAL-005
ORD-000912,2025-10-31 16:56:35,STM,DEAL-001
ORD-000913,2025-11-02 12:15:05,KMM,DEAL-004
ORD-000914,2025-11-04 12:29:01,HTB,DEAL-002
ORD-000915,2025-11-04 13:25:45,HMM,DEAL-005
ORD-000916,2025-11-07 11:18:30,SZK,DEAL-003
ORD-000917,2025-11-08 15:48:31,STM,DEAL-001
ORD-000918,2025-11-12 17:05:11,KMM,DEAL-004
ORD-000919,2025-11-13 10:34:41,STM,DEAL-001
ORD-000920,2025-11-14 15:36:08,HTB,DEAL-002
ORD-000921,2025-11-14 09:13:26,HMM,DEAL-005
ORD-000922,2025-11-14 17:30:35,STM,DEAL-006
ORD-000923,2025-11-14 16:20:04,HTB,DEAL-007
ORD-000924,2025-11-15 14:59:31,SZK,DEAL-008
ORD-000925,2025-11-17 14:37:09,KMM,DEAL-004
ORD-000926,2025-11-18 12:54:51,SZK,DEAL-003
ORD-000927,2025-11-23 13:06:30,STM,DEAL-001
ORD-000928,2025-11-23 08:16:21,HTB,DEAL-002
ORD-000929,2025-11-23 10:06:49,HMM,DEAL-005
ORD-000930,2025-11-24 17:35:18,KMM,DEAL-004
ORD-000931,2025-11-28 13:24:36,SZK,DEAL-003
ORD-000932,2025-11-29 14:36:10,HMM,DEAL-005
ORD-000933,2025-12-01 09:49:34,STM,DEAL-001
ORD-000934,2025-12-01 15:25:01,KMM,DEAL-004
ORD-000935,2025-12-02 10:33:23,HTB,DEAL-002
