cost_id,shipment_id,location_id,cost_type,cost_amount,currency,billing_date
COST-2022-042,SEI-air-20220205-001,KMM,freight,514566,JPY,2022-03-31
COST-2022-043,YML-air-20220130-001,STM,freight,382937,JPY,2022-02-28
COST-2022-044,HNL-road-20220128-001,STM,freight,256242,JPY,2022-02-28
COST-2022-045,HNL-air-20220203-001,HMM,freight,558242,JPY,2022-03-31
COST-2022-046,HNL-air-20220203-001,HMM,expedite,225171,JPY,2022-03-31
COST-2022-047,SEI-air-20220202-001,HTB,freight,494025,JPY,2022-03-31
COST-2022-048,NPL-sea-20220202-001,HTB,freight,254245,JPY,2022-03-31
COST-2022-049,HNT-sea-20220205-001,HTB,freight,383497,JPY,2022-03-31
COST-2022-050,HNT-sea-20220206-001,HTB,freight,651036,JPY,2022-03-31
COST-2022-051,HNT-sea-20220206-001,HTB,expedite,269449,JPY,2022-03-31
COST-2022-052,NPL-road-20220205-001,HTB,freight,477628,JPY,2022-03-31
COST-2022-053,NPL-road-20220205-001,HTB,expedite,198075,JPY,2022-03-31
COST-2022-054,HNL-road-20220202-001,HTB,freight,628027,JPY,2022-03-31
COST-2022-055,HNL-road-20220202-001,HTB,expedite,278598,JPY,2022-03-31
COST-2022-056,NPL-air-20220213-001,SZK,freight,917533,JPY,2022-03-31
COST-2022-057,HNT-road-20220201-001,SZK,freight,744970,JPY,2022-03-31
COST-2022-058,SEI-road-20220213-001,SZK,freight,207358,JPY,2022-03-31
COST-2022-059,NPL-sea-20220213-001,KMM,freight,259757,JPY,2022-03-31
COST-2022-060,NPL-sea-20220213-001,KMM,expedite,98945,JPY,2022-03-31
COST-2022-061,YML-road-20220217-001,KMM,freight,163799,JPY,2022-03-31
COST-2022-062,YML-road-20220217-001,KMM,expedite,62917,JPY,2022-03-31
COST-2022-063,HNT-air-20220207-001,STM,freight,311415,JPY,2022-03-31
COST-2022-064,HNT-road-20220206-001,STM,freight,199163,JPY,2022-03-31
COST-2022-065,NPL-air-20220208-001,HMM,freight,394655,JPY,2022-03-31
COST-2022-066,SEI-air-20220219-001,HTB,freight,308230,JPY,2022-03-31
COST-2022-067,SEI-air-20220219-001,HTB,expedite,151948,JPY,2022-03-31
COST-2022-068,HNL-air-20220227-001,SZK,freight,320201,JPY,2022-03-31
COST-2022-069,HNL-air-20220227-001,SZK,expedite,151082,JPY,2022-03-31
COST-2022-070,HNT-road-20220209-001,KMM,freight,164900,JPY,2022-03-31
COST-2022-071,HNL-road-20220221-001,KMM,freight,172279,JPY,2022-03-31
COST-2022-072,HNL-air-20220217-001,STM,freight,425602,JPY,2022-03-31
COST-2022-073,HNL-air-20220217-001,STM,expedite,203125,JPY,2022-03-31
COST-2022-074,NPL-air-20220222-001,HMM,freight,456067,JPY,2022-03-31
COST-2022-075,YML-air-20220223-001,STM,freight,415627,JPY,2022-03-31
COST-2022-076,YML-air-20220223-001,STM,expedite,195866,JPY,2022-03-31
COST-2022-077,HNL-road-20220226-001,HTB,freight,202439,JPY,2022-03-31
COST-2022-078,SEI-road-20220220-001,HTB,freight,221587,JPY,2022-03-31
COST-2022-079,HNL-road-20220219-001,HTB,freight,226945,JPY,2022-03-31
COST-2022-080,HNT-air-20220226-001,SZK,freight,539876,JPY,2022-03-31
COST-2022-081,HNT-sea-20220305-001,KMM,freight,313650,JPY,2022-04-30
COST-2022-082,HNT-sea-20220305-001,KMM,expedite,119506,JPY,2022-04-30
COST-2022-083,YML-air-20220225-001,KMM,freight,465380,JPY,2022-03-31
COST-2022-084,SEI-air-20220224-001,HMM,freight,305992,JPY,2022-03-31
COST-2022-085,HNT-road-20220303-001,HTB,freight,149266,JPY,2022-04-30
COST-2022-086,HNT-road-20220303-001,HTB,expedite,58206,JPY,2022-04-30
COST-2022-087,HNT-air-20220226-002,STM,freight,343747,JPY,2022-03-31
COST-2022-088,NPL-road-20220311-001,SZK,freight,206558,JPY,2022-04-30
COST-2022-089,SEI-air-20220313-001,KMM,freight,338369,JPY,2022-04-30
COST-2022-090,SEI-air-20220302-001,HMM,freight,322606,JPY,2022-04-30
COST-2022-091,HNT-air-20220303-001,HMM,freight,398458,JPY,2022-04-30
COST-2022-092,SEI-road-20220311-001,STM,freight,219975,JPY,2022-04-30
COST-2022-093,SEI-road-20220311-001,STM,expedite,105149,JPY,2022-04-30
COST-2022-094,HNL-air-20220311-001,STM,freight,489730,JPY,2022-04-30
COST-2022-095,HNL-air-20220311-001,STM,expedite,233581,JPY,2022-04-30
COST-2022-096,SEI-sea-20220309-001,STM,freight,323634,JPY,2022-04-30
COST-2022-097,NPL-air-20220314-002,SZK,freight,516967,JPY,2022-04-30
COST-2022-098,NPL-air-20220314-002,SZK,expedite,193192,JPY,2022-04-30
COST-2022-099,NPL-air-20220309-001,STM,freight,427156,JPY,2022-04-30
COST-2022-100,YML-air-20220313-001,HTB,freight,413259,JPY,2022-04-30
COST-2022-101,YML-air-20220313-001,HTB,expedite,147815,JPY,2022-04-30
COST-2022-102,SEI-air-20220305-001,HTB,freight,401345,JPY,2022-04-30
COST-2022-103,YML-road-20220315-001,HTB,freight,250671,JPY,2022-04-30
COST-2022-104,YML-road-20220315-001,HTB,expedite,97175,JPY,2022-04-30
COST-2022-105,SEI-road-20220311-002,KMM,freight,295270,JPY,2022-04-30
COST-2022-106,SEI-air-20220312-001,SZK,freight,1179718,JPY,2022-04-30
COST-2022-107,SEI-air-20220312-001,SZK,expedite,555176,JPY,2022-04-30
COST-2022-108,HNL-air-20220308-001,HMM,freight,316140,JPY,2022-04-30
COST-2022-109,SEI-sea-20220309-002,HMM,freight,167473,JPY,2022-04-30
COST-2022-110,HNL-air-20220313-001,STM,freight,517136,JPY,2022-04-30
COST-2022-111,HNT-sea-20220315-001,STM,freight,276626,JPY,2022-04-30
COST-2022-112,HNT-sea-20220315-001,STM,expedite,137904,JPY,2022-04-30
COST-2022-113,YML-air-20220322-001,HTB,freight,510583,JPY,2022-04-30
COST-2022-114,YML-air-20220322-001,HTB,expedite,190465,JPY,2022-04-30
COST-2022-115,HNT-sea-20220315-002,SZK,freight,259069,JPY,2022-04-30
COST-2022-116,HNL-air-20220401-001,KMM,freight,452638,JPY,2022-05-31
COST-2022-117,HNL-air-20220401-001,KMM,expedite,136754,JPY,2022-05-31
COST-2022-118,HNL-sea-20220318-001,KMM,freight,442057,JPY,2022-04-30
COST-2022-119,HNL-sea-20220320-001,HMM,freight,219550,JPY,2022-04-30
COST-2022-120,HNL-sea-20220320-001,HMM,expedite,85720,JPY,2022-04-30
COST-2022-121,NPL-air-20220322-001,HMM,freight,377854,JPY,2022-04-30
COST-2022-122,NPL-air-20220322-001,HMM,expedite,126013,JPY,2022-04-30
COST-2022-123,SEI-air-20220320-001,HMM,freight,469855,JPY,2022-04-30
COST-2022-124,SEI-air-20220320-001,HMM,expedite,172338,JPY,2022-04-30
COST-2022-125,YML-sea-20220318-001,HTB,freight,454027,JPY,2022-04-30
COST-2022-126,YML-sea-20220315-001,HTB,freight,431141,JPY,2022-04-30
COST-2022-127,YML-road-20220317-001,HTB,freight,368569,JPY,2022-04-30
COST-2022-128,SEI-air-20220326-001,SZK,freight,481618,JPY,2022-04-30
COST-2022-129,SEI-road-20220402-001,SZK,freight,206573,JPY,2022-05-31
COST-2022-130,SEI-road-20220402-001,SZK,expedite,91739,JPY,2022-05-31
COST-2022-131,HNL-sea-20220326-001,STM,freight,314997,JPY,2022-04-30
COST-2022-132,HNT-air-20220331-001,HTB,freight,488429,JPY,2022-05-31
COST-2022-133,HNT-air-20220331-001,HTB,expedite,197444,JPY,2022-05-31
COST-2022-134,SEI-road-20220327-001,KMM,freight,202804,JPY,2022-04-30
COST-2022-135,SEI-sea-20220331-001,HMM,freight,212421,JPY,2022-05-31
COST-2022-136,SEI-sea-20220331-001,HMM,expedite,74274,JPY,2022-05-31
COST-2022-137,HNL-air-20220327-001,HMM,freight,461402,JPY,2022-04-30
COST-2022-138,YML-sea-20220327-001,HMM,freight,325769,JPY,2022-04-30
COST-2022-139,NPL-air-20220405-001,HTB,freight,493170,JPY,2022-05-31
COST-2022-140,NPL-air-20220405-001,HTB,expedite,232743,JPY,2022-05-31
COST-2022-141,HNT-sea-20220408-001,STM,freight,310425,JPY,2022-05-31
COST-2022-142,HNT-sea-20220408-001,STM,expedite,121660,JPY,2022-05-31
COST-2022-143,HNL-air-20220414-001,SZK,freight,374316,JPY,2022-05-31
COST-2022-144,HNL-air-20220414-001,SZK,expedite,134890,JPY,2022-05-31
COST-2022-145,YML-air-20220407-001,STM,freight,498969,JPY,2022-05-31
COST-2022-146,HNL-air-20220405-001,STM,freight,393020,JPY,2022-05-31
COST-2022-147,HNL-air-20220409-001,STM,freight,623561,JPY,2022-05-31
COST-2022-148,HNL-road-20220405-001,HTB,freight,124782,JPY,2022-05-31
COST-2022-149,YML-road-20220412-001,HTB,freight,207895,JPY,2022-05-31
COST-2022-150,YML-air-20220416-001,KMM,freight,447319,JPY,2022-05-31
COST-2022-151,YML-air-20220416-001,KMM,expedite,148523,JPY,2022-05-31
COST-2022-152,SEI-sea-20220411-001,KMM,freight,359449,JPY,2022-05-31
COST-2022-153,HNL-air-20220405-002,HMM,freight,250921,JPY,2022-05-31
COST-2022-154,NPL-air-20220404-001,HMM,freight,451730,JPY,2022-05-31
COST-2022-155,YML-air-20220411-001,HMM,freight,398934,JPY,2022-05-31
COST-2022-156,SEI-road-20220410-001,STM,freight,164249,JPY,2022-05-31
COST-2022-157,HNL-road-20220417-001,SZK,freight,133351,JPY,2022-05-31
COST-2022-158,HNT-road-20220414-001,SZK,freight,128833,JPY,2022-05-31
COST-2022-159,HNL-sea-20220419-001,SZK,freight,277430,JPY,2022-05-31
COST-2022-160,HNL-sea-20220419-001,SZK,expedite,120978,JPY,2022-05-31
COST-2022-161,YML-road-20220430-001,KMM,freight,80703,JPY,2022-05-31
COST-2022-162,YML-road-20220430-001,KMM,expedite,31884,JPY,2022-05-31
COST-2022-163,HNL-air-20220422-001,KMM,freight,265592,JPY,2022-05-31
COST-2022-164,NPL-sea-20220412-001,KMM,freight,339781,JPY,2022-05-31
COST-2022-165,YML-air-20220416-002,HTB,freight,352246,JPY,2022-05-31
COST-2022-166,HNT-air-20220415-001,HMM,freight,265374,JPY,2022-05-31
COST-2022-167,HNT-air-20220422-001,HMM,freight,386837,JPY,2022-05-31
COST-2022-168,HNT-air-20220422-001,HMM,expedite,141499,JPY,2022-05-31
COST-2022-169,SEI-sea-20220417-001,STM,freight,173600,JPY,2022-05-31
COST-2022-170,HNT-road-20220424-001,STM,freight,154851,JPY,2022-05-31
COST-2022-171,HNL-air-20220417-001,STM,freight,524739,JPY,2022-05-31
COST-2022-172,HNL-air-20220426-001,SZK,freight,688860,JPY,2022-05-31
COST-2022-173,NPL-road-20220429-001,SZK,freight,457963,JPY,2022-05-31
COST-2022-174,HNL-sea-20220429-001,SZK,freight,201815,JPY,2022-05-31
COST-2022-175,HNL-sea-20220429-001,SZK,expedite,79020,JPY,2022-05-31
COST-2022-176,HNL-air-20220502-001,SZK,freight,388183,JPY,2022-06-30
COST-2022-177,HNL-air-20220502-001,SZK,expedite,119011,JPY,2022-06-30
COST-2022-178,HNT-sea-20220421-001,SZK,freight,452663,JPY,2022-05-31
COST-2022-179,YML-road-20220501-001,HMM,freight,229351,JPY,2022-06-30
COST-2022-180,YML-road-20220501-001,HMM,expedite,89347,JPY,2022-06-30
COST-2022-181,SEI-air-20220427-001,KMM,freight,327569,JPY,2022-05-31
COST-2022-182,NPL-air-20220426-001,KMM,freight,377806,JPY,2022-05-31
COST-2022-183,YML-road-20220505-001,KMM,freight,237261,JPY,2022-06-30
COST-2022-184,YML-road-20220505-001,KMM,expedite,110951,JPY,2022-06-30
COST-2022-185,SEI-sea-20220427-001,HTB,freight,296679,JPY,2022-05-31
COST-2022-186,YML-sea-20220427-001,HTB,freight,328133,JPY,2022-05-31
COST-2022-187,HNT-air-20220501-001,HTB,freight,568244,JPY,2022-06-30
COST-2022-188,HNT-air-20220501-001,HTB,expedite,187187,JPY,2022-06-30
COST-2022-189,HNL-air-20220505-001,STM,freight,518720,JPY,2022-06-30
COST-2022-190,HNL-air-20220505-001,STM,expedite,209350,JPY,2022-06-30
COST-2022-191,NPL-road-20220505-001,STM,freight,226674,JPY,2022-06-30
COST-2022-192,NPL-road-20220505-001,STM,expedite,82514,JPY,2022-06-30
COST-2022-193,HNT-road-20220430-001,SZK,freight,190207,JPY,2022-05-31
COST-2022-194,NPL-road-20220501-001,HTB,freight,263151,JPY,2022-06-30
COST-2022-195,HNT-road-20220504-001,KMM,freight,143562,JPY,2022-06-30
COST-2022-196,YML-air-20220508-001,KMM,freight,442146,JPY,2022-06-30
COST-2022-197,YML-sea-20220509-001,HTB,freight,442547,JPY,2022-06-30
COST-2022-198,YML-sea-20220509-001,HTB,expedite,217783,JPY,2022-06-30
COST-2022-199,YML-road-20220508-001,HTB,freight,184015,JPY,2022-06-30
COST-2022-200,HNL-road-20220506-001,HTB,freight,407557,JPY,2022-06-30
COST-2022-201,NPL-road-20220502-001,HMM,freight,146706,JPY,2022-06-30
COST-2022-202,HNT-air-20220505-001,STM,freight,458846,JPY,2022-06-30
COST-2022-203,HNL-air-20220514-001,STM,freight,518829,JPY,2022-06-30
COST-2022-204,HNL-air-20220514-001,STM,expedite,232451,JPY,2022-06-30
COST-2022-205,YML-road-20220508-002,SZK,freight,203015,JPY,2022-06-30
COST-2022-206,YML-road-20220509-001,HTB,freight,185855,JPY,2022-06-30
COST-2022-207,HNL-sea-20220513-001,HTB,freight,283588,JPY,2022-06-30
COST-2022-208,HNT-sea-20220520-001,SZK,freight,314291,JPY,2022-06-30
COST-2022-209,HNT-sea-20220520-001,SZK,expedite,130407,JPY,2022-06-30
COST-2022-210,HNT-air-20220516-001,SZK,freight,389416,JPY,2022-06-30
COST-2022-211,SEI-road-20220524-001,KMM,freight,233754,JPY,2022-06-30
COST-2022-212,SEI-road-20220524-001,KMM,expedite,99609,JPY,2022-06-30
COST-2022-213,HNT-road-20220518-001,HMM,freight,350383,JPY,2022-06-30
COST-2022-214,NPL-sea-20220522-001,STM,freight,257444,JPY,2022-06-30
COST-2022-215,NPL-sea-20220522-001,STM,expedite,95769,JPY,2022-06-30
COST-2022-216,HNL-road-20220520-001,STM,freight,181156,JPY,2022-06-30
COST-2022-217,HNL-road-20220520-001,STM,expedite,58226,JPY,2022-06-30
COST-2022-218,HNT-air-20220516-002,STM,freight,378624,JPY,2022-06-30
COST-2022-219,NPL-sea-20220520-001,HTB,freight,360070,JPY,2022-06-30
COST-2022-220,NPL-sea-20220520-001,HTB,expedite,119267,JPY,2022-06-30
COST-2022-221,NPL-sea-20220515-001,STM,freight,461633,JPY,2022-06-30
COST-2022-222,HNL-air-20220517-001,STM,freight,760572,JPY,2022-06-30
COST-2022-223,YML-road-20220517-001,STM,freight,437269,JPY,2022-06-30
COST-2022-224,HNL-sea-20220529-001,HMM,freight,272738,JPY,2022-06-30
COST-2022-225,HNL-sea-20220529-001,HMM,expedite,82192,JPY,2022-06-30
COST-2022-226,YML-sea-20220530-001,HTB,freight,202461,JPY,2022-06-30
COST-2022-227,YML-sea-20220530-001,HTB,expedite,84243,JPY,2022-06-30
COST-2022-228,HNL-road-20220525-001,HTB,freight,119067,JPY,2022-06-30
COST-2022-229,HNL-air-20220521-001,HTB,freight,468736,JPY,2022-06-30
COST-2022-230,SEI-sea-20220522-001,STM,freight,290553,JPY,2022-06-30
COST-2022-231,SEI-road-20220526-001,STM,freight,81135,JPY,2022-06-30
COST-2022-232,SEI-sea-20220527-001,STM,freight,294665,JPY,2022-06-30
COST-2022-233,YML-sea-20220530-002,SZK,freight,176779,JPY,2022-06-30
COST-2022-234,YML-sea-20220530-002,SZK,expedite,78677,JPY,2022-06-30
COST-2022-235,HNL-road-20220523-001,SZK,freight,188461,JPY,2022-06-30
COST-2022-236,HNT-road-20220525-001,SZK,freight,190106,JPY,2022-06-30
COST-2022-237,NPL-sea-20220601-001,KMM,freight,379579,JPY,2022-07-31
COST-2022-238,YML-air-20220602-001,HTB,freight,362605,JPY,2022-07-31
COST-2022-239,YML-sea-20220607-001,HMM,freight,367788,JPY,2022-07-31
COST-2022-240,YML-sea-20220607-001,HMM,expedite,167865,JPY,2022-07-31
COST-2022-241,NPL-sea-20220606-001,HMM,freight,329688,JPY,2022-07-31
COST-2022-242,NPL-sea-20220606-001,HMM,expedite,132424,JPY,2022-07-31
COST-2022-243,HNL-road-20220602-001,STM,freight,85986,JPY,2022-07-31
COST-2022-244,YML-sea-20220601-001,STM,freight,284231,JPY,2022-07-31
COST-2022-245,NPL-air-20220604-001,SZK,freight,496144,JPY,2022-07-31
COST-2022-246,YML-sea-20220614-001,SZK,freight,201195,JPY,2022-07-31
COST-2022-247,YML-sea-20220614-001,SZK,expedite,67189,JPY,2022-07-31
COST-2022-248,HNT-road-20220617-001,KMM,freight,265571,JPY,2022-07-31
COST-2022-249,HNT-road-20220617-001,KMM,expedite,89646,JPY,2022-07-31
COST-2022-250,SEI-sea-20220607-001,SZK,freight,915715,JPY,2022-07-31
COST-2022-251,NPL-road-20220611-001,HMM,freight,162473,JPY,2022-07-31
COST-2022-252,YML-road-20220617-001,HMM,freight,131789,JPY,2022-07-31
COST-2022-253,YML-road-20220617-001,HMM,expedite,65116,JPY,2022-07-31
COST-2022-254,SEI-road-20220619-001,HTB,freight,95537,JPY,2022-07-31
COST-2022-255,SEI-road-20220619-001,HTB,expedite,47046,JPY,2022-07-31
COST-2022-256,HNL-road-20220611-001,HTB,freight,172483,JPY,2022-07-31
COST-2022-257,SEI-sea-20220620-001,STM,freight,217957,JPY,2022-07-31
COST-2022-258,SEI-air-20220616-001,STM,freight,460367,JPY,2022-07-31
COST-2022-259,HNT-air-20220624-001,SZK,freight,493236,JPY,2022-07-31
COST-2022-260,YML-sea-20220624-001,KMM,freight,278128,JPY,2022-07-31
COST-2022-261,YML-sea-20220614-002,KMM,freight,322405,JPY,2022-07-31
COST-2022-262,NPL-air-20220628-001,KMM,freight,515057,JPY,2022-07-31
COST-2022-263,NPL-air-20220628-001,KMM,expedite,180390,JPY,2022-07-31
COST-2022-264,SEI-sea-20220620-002,HMM,freight,332218,JPY,2022-07-31
COST-2022-265,HNT-air-20220617-001,STM,freight,976359,JPY,2022-07-31
COST-2022-266,HNL-road-20220620-001,STM,freight,799819,JPY,2022-07-31
COST-2022-267,HNL-road-20220620-001,STM,expedite,279122,JPY,2022-07-31
COST-2022-268,SEI-air-20220623-001,HTB,freight,823805,JPY,2022-07-31
COST-2022-269,SEI-air-20220623-001,HTB,expedite,363333,JPY,2022-07-31
COST-2022-270,SEI-road-20220615-001,HTB,freight,414455,JPY,2022-07-31
COST-2022-271,SEI-sea-20220622-001,HTB,freight,723207,JPY,2022-07-31
COST-2022-272,SEI-sea-20220622-001,HTB,expedite,276635,JPY,2022-07-31
COST-2022-273,HNL-sea-20220623-001,STM,freight,215969,JPY,2022-07-31
COST-2022-274,HNT-road-20220621-001,STM,freight,175591,JPY,2022-07-31
COST-2022-275,YML-road-20220622-001,HTB,freight,121191,JPY,2022-07-31
COST-2022-276,NPL-air-20220627-001,SZK,freight,351111,JPY,2022-07-31
COST-2022-277,NPL-road-20220626-001,HMM,freight,188457,JPY,2022-07-31
COST-2022-278,HNT-sea-20220624-001,HMM,freight,277521,JPY,2022-07-31
COST-2022-279,NPL-air-20220702-001,KMM,freight,278111,JPY,2022-08-31
COST-2022-280,YML-air-20220706-001,KMM,freight,503626,JPY,2022-08-31
COST-2022-281,HNT-air-20220627-001,HTB,freight,328212,JPY,2022-07-31
COST-2022-282,HNL-road-20220707-001,STM,freight,235176,JPY,2022-08-31
COST-2022-283,HNL-road-20220707-001,STM,expedite,100577,JPY,2022-08-31
COST-2022-284,NPL-sea-20220703-001,STM,freight,302972,JPY,2022-08-31
COST-2022-285,NPL-sea-20220703-001,STM,expedite,113205,JPY,2022-08-31
COST-2022-286,YML-road-20220712-001,HMM,freight,244325,JPY,2022-08-31
COST-2022-287,YML-road-20220712-001,HMM,expedite,115246,JPY,2022-08-31
COST-2022-288,HNT-sea-20220707-001,HMM,freight,359628,JPY,2022-08-31
COST-2022-289,HNT-air-20220715-001,HTB,freight,414398,JPY,2022-08-31
COST-2022-290,HNT-air-20220715-001,HTB,expedite,183574,JPY,2022-08-31
COST-2022-291,NPL-air-20220708-001,HTB,freight,444870,JPY,2022-08-31
COST-2022-292,YML-sea-20220706-001,SZK,freight,284511,JPY,2022-08-31
COST-2022-293,NPL-air-20220708-002,SZK,freight,419951,JPY,2022-08-31
COST-2022-294,NPL-road-20220711-001,SZK,freight,146952,JPY,2022-08-31
COST-2022-295,HNT-road-20220714-001,KMM,freight,228127,JPY,2022-08-31
COST-2022-296,YML-road-20220714-001,KMM,freight,174336,JPY,2022-08-31
COST-2022-297,HNL-sea-20220722-001,KMM,freight,195814,JPY,2022-08-31
COST-2022-298,HNL-sea-20220722-001,KMM,expedite,70195,JPY,2022-08-31
COST-2022-299,SEI-air-20220708-001,HTB,freight,450167,JPY,2022-08-31
COST-2022-300,HNL-air-20220709-001,HTB,freight,456366,JPY,2022-08-31
COST-2022-301,HNT-road-20220716-001,STM,freight,97397,JPY,2022-08-31
COST-2022-302,HNT-road-20220716-001,STM,expedite,48390,JPY,2022-08-31
COST-2022-303,HNT-sea-20220715-001,STM,freight,181988,JPY,2022-08-31
COST-2022-304,HNT-sea-20220715-001,STM,expedite,63652,JPY,2022-08-31
COST-2022-305,HNL-sea-20220719-001,HMM,freight,296810,JPY,2022-08-31
COST-2022-306,HNL-sea-20220719-001,HMM,expedite,127132,JPY,2022-08-31
COST-2022-307,NPL-sea-20220727-001,SZK,freight,224478,JPY,2022-08-31
COST-2022-308,NPL-sea-20220727-001,SZK,expedite,81381,JPY,2022-08-31
COST-2022-309,NPL-road-20220721-001,KMM,freight,168900,JPY,2022-08-31
COST-2022-310,HNT-sea-20220715-002,KMM,freight,238832,JPY,2022-08-31
COST-2022-311,NPL-air-20220720-001,SZK,freight,1367754,JPY,2022-08-31
COST-2022-312,NPL-sea-20220729-001,HMM,freight,343239,JPY,2022-08-31
COST-2022-313,NPL-sea-20220729-001,HMM,expedite,111796,JPY,2022-08-31
COST-2022-314,HNT-sea-20220726-001,HTB,freight,340635,JPY,2022-08-31
COST-2022-315,HNT-sea-20220726-001,HTB,expedite,109881,JPY,2022-08-31
COST-2022-316,NPL-sea-20220731-001,SZK,freight,247769,JPY,2022-09-30
COST-2022-317,NPL-sea-20220731-001,SZK,expedite,83847,JPY,2022-09-30
COST-2022-318,NPL-road-20220730-001,SZK,freight,214486,JPY,2022-08-31
COST-2022-319,NPL-road-20220730-001,SZK,expedite,105280,JPY,2022-08-31
COST-2022-320,SEI-road-20220728-001,KMM,freight,198716,JPY,2022-08-31
COST-2022-321,NPL-air-20220801-001,KMM,freight,445049,JPY,2022-09-30
COST-2022-322,YML-road-20220721-001,KMM,freight,197629,JPY,2022-08-31
COST-2022-323,SEI-sea-20220726-001,STM,freight,330598,JPY,2022-08-31
COST-2022-324,YML-air-20220726-001,HTB,freight,400740,JPY,2022-08-31
COST-2022-325,SEI-road-20220728-002,HTB,freight,163884,JPY,2022-08-31
COST-2022-326,NPL-air-20220728-001,HTB,freight,339992,JPY,2022-08-31
COST-2022-327,SEI-road-20220730-001,STM,freight,119697,JPY,2022-08-31
COST-2022-328,HNL-road-20220802-001,STM,freight,125603,JPY,2022-09-30
COST-2022-329,HNL-road-20220802-001,STM,expedite,54245,JPY,2022-09-30
COST-2022-330,YML-air-20220804-001,STM,freight,566408,JPY,2022-09-30
COST-2022-331,YML-air-20220804-001,STM,expedite,255821,JPY,2022-09-30
COST-2022-332,HNT-sea-20220801-001,KMM,freight,243782,JPY,2022-09-30
COST-2022-333,SEI-air-20220802-001,HTB,freight,477588,JPY,2022-09-30
COST-2022-334,YML-sea-20220731-001,HTB,freight,247202,JPY,2022-08-31
COST-2022-335,HNL-road-20220801-001,HTB,freight,207644,JPY,2022-09-30
COST-2022-336,YML-sea-20220809-001,HMM,freight,271088,JPY,2022-09-30
COST-2022-337,YML-sea-20220809-001,HMM,expedite,110251,JPY,2022-09-30
COST-2022-338,HNL-air-20220804-001,HMM,freight,297491,JPY,2022-09-30
