order_id,line_number,product_id,quantity,pricing_date,selling_price_ex_tax,line_total_incl_tax
ORD-000015,3,FIT-GR3,1,2022-01-24,2173461,2390807.1
ORD-000016,1,FIT-GR3,9,2022-01-26,2173461,21517263.900000002
ORD-000017,1,VZL-RV3,3,2022-01-27,2782030,9180699.0
ORD-000017,2,FRD-GB5,1,2022-01-27,2695092,2964601.2
ORD-000017,3,SWN-RP6,2,2022-01-27,3129784,6885524.800000001
ORD-000018,1,SWN-RP6,1,2022-01-27,3129784,3442762.4000000004
ORD-000018,2,VZL-RV3,2,2022-01-27,2782030,6120466.000000001
ORD-000018,3,HDE-ZC1,6,2022-01-27,3912230,25820718.000000004
ORD-000019,1,FRD-GB5,2,2022-01-30,2695092,5929202.4
ORD-000019,2,HDE-ZC1,5,2022-01-30,3912230,21517265.0
ORD-000020,1,CRV-RT5,28,2022-02-01,3303661,101752758.80000001
ORD-000020,2,ODY-RC1,12,2022-02-01,3912230,51641436.00000001
ORD-000020,3,PLT-YF3,5,2022-02-01,4520799,24864394.500000004
ORD-000021,1,ENP-ENP1,31,2022-02-01,4781615,163053071.5
ORD-000021,2,PLT-YF3,5,2022-02-01,4520799,24864394.500000004
ORD-000021,3,RDG-YF6,11,2022-02-01,5042430,61013403.00000001
ORD-000022,1,VZL-RV3,1,2022-02-02,2635607,2899167.7
ORD-000022,2,NOE-JG4,2,2022-02-02,2782030,6120466.000000001
ORD-000023,1,ZRV-RZ3,1,2022-02-04,2608153,2868968.3000000003
ORD-000023,2,FIT-GR3,4,2022-02-04,2059068,9059899.200000001
ORD-000024,1,ZRV-RZ3,5,2022-02-06,2608153,14344841.500000002
ORD-000024,2,FIT-GR3,2,2022-02-06,2059068,4529949.600000001
ORD-000025,1,SWN-RP6,1,2022-02-07,3129784,3442762.4000000004
ORD-000025,2,FIT-GR3,1,2022-02-07,2059068,2264974.8000000003
ORD-000025,3,NOE-JG4,1,2022-02-07,2782030,3060233.0000000005
ORD-000026,1,VZL-RV3,1,2022-02-09,2635607,2899167.7
ORD-000026,2,HDE-ZC1,1,2022-02-09,3912230,4303453.0
ORD-000026,3,SWN-RP6,1,2022-02-09,3129784,3442762.4000000004
ORD-000027,1,ZRV-RZ3,1,2022-02-09,2608153,2868968.3000000003
ORD-000027,2,NOE-JG4,2,2022-02-09,2782030,6120466.000000001
ORD-000027,3,HDE-ZC1,2,2022-02-09,3912230,8606906.0
ORD-000028,1,NOE-JG4,2,2022-02-09,2782030,6120466.000000001
ORD-000029,1,FIT-GR3,1,2022-02-11,2059068,2264974.8000000003
ORD-000030,1,NOE-JG4,2,2022-02-15,2782030,6120466.000000001
ORD-000030,2,FIT-GR3,1,2022-02-15,2059068,2264974.8000000003
ORD-000030,3,ZRV-RZ3,1,2022-02-15,2608153,2868968.3000000003
ORD-000031,1,FRD-GB5,1,2022-02-18,2553245,2808569.5
ORD-000032,1,SWN-RP6,3,2022-02-18,3129784,10328287.200000001
ORD-000032,2,HDE-ZC1,7,2022-02-18,3912230,30124171.000000004
ORD-000033,1,VZL-RV3,1,2022-02-21,2635607,2899167.7
ORD-000033,2,ZRV-RZ3,1,2022-02-21,2608153,2868968.3000000003
ORD-000033,3,FRD-GB5,2,2022-02-21,2553245,5617139.0
ORD-000034,1,FIT-GR3,1,2022-02-21,2059068,2264974.8000000003
ORD-000034,2,SWN-RP6,9,2022-02-21,3129784,30984861.6
ORD-000035,1,ZRV-RZ3,1,2022-02-21,2608153,2868968.3000000003
ORD-000035,2,FIT-GR3,1,2022-02-21,2059068,2264974.8000000003
ORD-000036,1,VZL-RV3,1,2022-02-24,2635607,2899167.7
ORD-000036,2,HDE-ZC1,1,2022-02-24,3912230,4303453.0
ORD-000036,3,ZRV-RZ3,1,2022-02-24,2608153,2868968.3000000003
ORD-000037,1,VZL-RV3,1,2022-02-26,2635607,2899167.7
ORD-000037,2,FRD-GB5,1,2022-02-26,2553245,2808569.5
ORD-000038,1,FIT-GR3,3,2022-02-26,2059068,6794924.4
ORD-000039,1,FRD-GB5,1,2022-02-27,2553245,2808569.5
ORD-000039,2,NOE-JG4,1,2022-02-27,2782030,3060233.0000000005
ORD-000040,1,NOE-JG4,5,2022-03-01,2782030,15301165.000000002
ORD-000040,2,FRD-GB5,1,2022-03-01,2695092,2964601.2
ORD-000040,3,ZRV-RZ3,1,2022-03-01,2608153,2868968.3000000003
ORD-000041,1,ENP-ENP1,13,2022-03-01,4781615,68377094.5
ORD-000042,1,NOE-JG4,1,2022-03-03,2782030,3060233.0000000005
ORD-000042,2,HDE-ZC1,1,2022-03-03,3912230,4303453.0
ORD-000043,1,ZRV-RZ3,1,2022-03-04,2608153,2868968.3000000003
ORD-000043,2,FRD-GB5,1,2022-03-04,2695092,2964601.2
ORD-000043,3,VZL-RV3,1,2022-03-04,2782030,3060233.0000000005
ORD-000044,1,FIT-GR3,5,2022-03-05,2173461,11954035.500000002
ORD-000044,2,HDE-ZC1,3,2022-03-05,3912230,12910359.000000002
ORD-000044,3,ZRV-RZ3,1,2022-03-05,2608153,2868968.3000000003
ORD-000045,1,ZRV-RZ3,9,2022-03-06,2608153,25820714.700000003
ORD-000045,2,NOE-JG4,1,2022-03-06,2782030,3060233.0000000005
ORD-000046,1,PSP-YF7,5,2022-03-07,3651415,20082782.5
ORD-000046,2,PLT-YF3,5,2022-03-07,4520799,24864394.500000004
ORD-000046,3,ODY-RC1,5,2022-03-07,3912230,21517265.0
ORD-000046,4,RDG-YF6,18,2022-03-07,5042430,99840114.00000001
ORD-000047,1,FRD-GB5,1,2022-03-08,2695092,2964601.2
ORD-000047,2,ZRV-RZ3,2,2022-03-08,2608153,5737936.600000001
ORD-000048,1,FRD-GB5,9,2022-03-13,2695092,26681410.8
ORD-000049,1,ZRV-RZ3,10,2022-03-13,2608153,28689683.000000004
ORD-000050,1,NOE-JG4,1,2022-03-15,2782030,3060233.0000000005
ORD-000051,1,SWN-RP6,5,2022-03-15,3129784,17213812.0
ORD-000051,2,ZRV-RZ3,2,2022-03-15,2608153,5737936.600000001
ORD-000051,3,FIT-GR3,3,2022-03-15,2173461,7172421.300000001
ORD-000052,1,FIT-GR3,8,2022-03-15,2173461,19126456.8
ORD-000053,1,PSP-YF7,5,2022-03-15,3651415,20082782.5
ORD-000053,2,ACD-CV1,6,2022-03-15,3564476,23525541.6
ORD-000053,3,PRO-ZC5,5,2022-03-15,5650999,31080494.500000004
ORD-000053,4,RDG-YF6,9,2022-03-15,5042430,49920057.00000001
ORD-000054,1,ZRV-RZ3,3,2022-03-20,2608153,8606904.9
ORD-000054,2,NOE-JG4,2,2022-03-20,2782030,6120466.000000001
ORD-000054,3,FIT-GR3,3,2022-03-20,2173461,7172421.300000001
ORD-000055,1,ZRV-RZ3,1,2022-03-21,2608153,2868968.3000000003
ORD-000055,2,SWN-RP6,1,2022-03-21,3129784,3442762.4000000004
ORD-000056,1,FIT-GR3,1,2022-03-21,2173461,2390807.1
ORD-000056,2,FRD-GB5,1,2022-03-21,2695092,2964601.2
ORD-000057,1,HDE-ZC1,2,2022-03-25,3912230,8606906.0
ORD-000057,2,FRD-GB5,1,2022-03-25,2695092,2964601.2
ORD-000057,3,ZRV-RZ3,1,2022-03-25,2608153,2868968.3000000003
ORD-000058,1,VZL-RV3,1,2022-03-26,2782030,3060233.0000000005
ORD-000058,2,FIT-GR3,3,2022-03-26,2173461,7172421.300000001
ORD-000059,1,FRD-GB5,1,2022-03-28,2695092,2964601.2
ORD-000059,2,HDE-ZC1,1,2022-03-28,3912230,4303453.0
ORD-000060,1,ZRV-RZ3,5,2022-03-31,2608153,14344841.500000002
ORD-000061,1,FIT-GR3,6,2022-04-01,2173461,14344842.600000001
ORD-000062,1,PRO-ZC5,16,2022-04-01,5650999,99457582.4
ORD-000063,1,ZRV-RZ3,5,2022-04-03,2608153,14344841.500000002
ORD-000064,1,FIT-GR3,5,2022-04-03,2173461,11954035.500000002
ORD-000065,1,ZRV-RZ3,5,2022-04-04,2608153,14344841.500000002
ORD-000065,2,NOE-JG4,1,2022-04-04,2782030,3060233.0000000005
ORD-000066,1,HDE-ZC1,1,2022-04-05,3912230,4303453.0
ORD-000066,2,ZRV-RZ3,1,2022-04-05,2608153,2868968.3000000003
ORD-000067,1,FIT-GR3,5,2022-04-08,2173461,11954035.500000002
ORD-000067,2,ZRV-RZ3,2,2022-04-08,2608153,5737936.600000001
ORD-000068,1,VZL-RV3,5,2022-04-12,2782030,15301165.000000002
ORD-000069,1,FRD-GB5,1,2022-04-14,2695092,2964601.2
ORD-000070,1,FIT-GR3,2,2022-04-14,2173461,4781614.2
ORD-000070,2,NOE-JG4,3,2022-04-14,2782030,9180699.0
ORD-000071,1,ZRV-RZ3,2,2022-04-15,2608153,5737936.600000001
ORD-000071,2,HDE-ZC1,4,2022-04-15,3912230,17213812.0
ORD-000072,1,ENP-ENP1,27,2022-04-15,4781615,142013965.5
ORD-000073,1,HDE-ZC1,5,2022-04-20,3912230,21517265.0
ORD-000073,2,NOE-JG4,2,2022-04-20,2782030,6120466.000000001
ORD-000073,3,FIT-GR3,2,2022-04-20,2173461,4781614.2
ORD-000074,1,SWN-RP6,7,2022-04-21,3129784,24099336.8
ORD-000075,1,NOE-JG4,1,2022-04-23,2782030,3060233.0000000005
ORD-000075,2,FIT-GR3,3,2022-04-23,2173461,7172421.300000001
ORD-000075,3,VZL-RV3,1,2022-04-23,2782030,3060233.0000000005
ORD-000076,1,SWN-RP6,1,2022-04-24,3129784,3442762.4000000004
ORD-000076,2,FIT-GR3,4,2022-04-24,2173461,9563228.4
ORD-000076,3,VZL-RV3,5,2022-04-24,2782030,15301165.000000002
ORD-000077,1,VZL-RV3,6,2022-04-27,2782030,18361398.0
ORD-000077,2,ZRV-RZ3,2,2022-04-27,2608153,5737936.600000001
ORD-000078,1,NOE-JG4,2,2022-04-29,2782030,6120466.000000001
ORD-000078,2,HDE-ZC1,1,2022-04-29,3912230,4303453.0
ORD-000079,1,VZL-RV3,6,2022-05-01,2782030,18361398.0
ORD-000080,1,FRD-GB5,5,2022-05-01,2695092,14823006.000000002
ORD-000081,1,PSP-YF7,5,2022-05-01,3651415,20082782.5
ORD-000081,2,ENP-ENP1,7,2022-05-01,4781615,36818435.5
ORD-000081,3,RDG-YF6,5,2022-05-01,5042430,27733365.000000004
ORD-000081,4,PRO-ZC5,5,2022-05-01,5650999,31080494.500000004
ORD-000082,1,HDE-ZC1,1,2022-05-02,3912230,4303453.0
ORD-000083,1,FIT-GR3,6,2022-05-04,2173461,14344842.600000001
ORD-000084,1,FRD-GB5,3,2022-05-05,2695092,8893803.600000001
ORD-000084,2,SWN-RP6,1,2022-05-05,3129784,3442762.4000000004
ORD-000084,3,HDE-ZC1,1,2022-05-05,3912230,4303453.0
ORD-000085,1,FIT-GR3,5,2022-05-07,2173461,11954035.500000002
ORD-000085,2,FRD-GB5,1,2022-05-07,2695092,2964601.2
ORD-000085,3,VZL-RV3,2,2022-05-07,2782030,6120466.000000001
ORD-000086,1,FIT-GR3,3,2022-05-12,2173461,7172421.300000001
ORD-000086,2,SWN-RP6,6,2022-05-12,3129784,20656574.400000002
ORD-000087,1,SWN-RP6,6,2022-05-13,3129784,20656574.400000002
ORD-000088,1,VZL-RV3,5,2022-05-13,2782030,15301165.000000002
ORD-000088,2,HDE-ZC1,5,2022-05-13,3912230,21517265.0
ORD-000089,1,FIT-GR3,4,2022-05-15,2173461,9563228.4
ORD-000089,2,FRD-GB5,1,2022-05-15,2695092,2964601.2
ORD-000089,3,SWN-RP6,5,2022-05-15,3129784,17213812.0
ORD-000090,1,HDE-ZC1,6,2022-05-15,3912230,25820718.000000004
ORD-000091,1,ODY-RC1,46,2022-05-15,3912230,197958838.00000003
ORD-000092,1,FRD-GB5,1,2022-05-19,2695092,2964601.2
ORD-000092,2,HDE-ZC1,1,2022-05-19,3912230,4303453.0
ORD-000093,1,FIT-GR3,2,2022-05-21,2173461,4781614.2
ORD-000093,2,SWN-RP6,5,2022-05-21,3129784,17213812.0
ORD-000094,1,FRD-GB5,4,2022-05-22,2695092,11858404.8
ORD-000094,2,HDE-ZC1,2,2022-05-22,3912230,8606906.0
ORD-000094,3,NOE-JG4,1,2022-05-22,2782030,3060233.0000000005
ORD-000095,1,NOE-JG4,2,2022-05-22,2782030,6120466.000000001
ORD-000095,2,ZRV-RZ3,3,2022-05-22,2608153,8606904.9
ORD-000095,3,FRD-GB5,5,2022-05-22,2695092,14823006.000000002
ORD-000096,1,VZL-RV3,3,2022-05-23,2782030,9180699.0
ORD-000097,1,SWN-RP6,1,2022-05-30,3129784,3442762.4000000004
ORD-000097,2,NOE-JG4,1,2022-05-30,2782030,3060233.0000000005
ORD-000098,1,NOE-JG4,6,2022-05-30,2782030,18361398.0
ORD-000098,2,VZL-RV3,1,2022-05-30,2782030,3060233.0000000005
ORD-000098,3,SWN-RP6,1,2022-05-30,3129784,3442762.4000000004
ORD-000099,1,FIT-GR3,3,2022-06-01,2173461,7172421.300000001
ORD-000100,1,HDE-ZC1,2,2022-06-01,3912230,8606906.0
ORD-000100,2,NOE-JG4,3,2022-06-01,2782030,9180699.0
ORD-000101,1,NOE-JG4,4,2022-06-01,2782030,12240932.000000002
ORD-000101,2,VZL-RV3,1,2022-06-01,2782030,3060233.0000000005
ORD-000101,3,FRD-GB5,1,2022-06-01,2695092,2964601.2
ORD-000102,1,ACD-CV1,5,2022-06-01,3564476,19604618.0
ORD-000102,2,ENP-ENP1,14,2022-06-01,4781615,73636871.0
ORD-000102,3,PLT-YF3,5,2022-06-01,4520799,24864394.500000004
ORD-000102,4,CRV-RT5,5,2022-06-01,3303661,18170135.5
ORD-000103,1,FRD-GB5,4,2022-06-08,2695092,11858404.8
ORD-000104,1,SWN-RP6,2,2022-06-09,3129784,6885524.800000001
ORD-000104,2,FRD-GB5,2,2022-06-09,2695092,5929202.4
ORD-000104,3,FIT-GR3,1,2022-06-09,2173461,2390807.1
ORD-000105,1,NOE-JG4,6,2022-06-12,2782030,18361398.0
ORD-000106,1,FIT-GR3,8,2022-06-12,2173461,19126456.8
ORD-000107,1,VZL-RV3,3,2022-06-12,2782030,9180699.0
ORD-000107,2,SWN-RP6,2,2022-06-12,3129784,6885524.800000001
ORD-000108,1,HDE-ZC1,4,2022-06-14,3912230,17213812.0
ORD-000109,1,RDG-YF6,22,2022-06-15,5042430,122026806.00000001
ORD-000109,2,ODY-RC1,8,2022-06-15,3706323,32615642.400000002
ORD-000109,3,ENP-ENP1,17,2022-06-15,4781615,89416200.5
ORD-000109,4,CRV-RT5,5,2022-06-15,3303661,18170135.5
ORD-000110,1,ODY-RC1,10,2022-06-15,3706323,40769553.0
ORD-000110,2,CRV-RT5,36,2022-06-15,3303661,130824975.60000001
ORD-000111,1,FIT-GR3,3,2022-06-18,2173461,7172421.300000001
ORD-000111,2,NOE-JG4,2,2022-06-18,2782030,6120466.000000001
ORD-000111,3,FRD-GB5,1,2022-06-18,2695092,2964601.2
ORD-000112,1,FIT-GR3,1,2022-06-20,2173461,2390807.1
ORD-000112,2,VZL-RV3,1,2022-06-20,2782030,3060233.0000000005
ORD-000112,3,SWN-RP6,1,2022-06-20,3129784,3442762.4000000004
ORD-000113,1,HDE-ZC1,1,2022-06-21,3912230,4303453.0
ORD-000113,2,VZL-RV3,2,2022-06-21,2782030,6120466.000000001
ORD-000113,3,NOE-JG4,3,2022-06-21,2782030,9180699.0
ORD-000114,1,VZL-RV3,9,2022-06-23,2782030,27542097.000000004
ORD-000115,1,NOE-JG4,1,2022-06-24,2782030,3060233.0000000005
ORD-000115,2,FIT-GR3,4,2022-06-24,2173461,9563228.4
ORD-000116,1,ZRV-RZ3,3,2022-06-27,2608153,8606904.9
ORD-000117,1,FRD-GB5,9,2022-06-29,2695092,26681410.8
ORD-000118,1,NOE-JG4,2,2022-06-29,2782030,6120466.000000001
ORD-000118,2,SWN-RP6,7,2022-06-29,3129784,24099336.8
ORD-000119,1,NOE-JG4,4,2022-07-03,2782030,12240932.000000002
ORD-000119,2,SWN-RP6,1,2022-07-03,3129784,3442762.4000000004
ORD-000119,3,FIT-GR3,1,2022-07-03,2173461,2390807.1
ORD-000120,1,NOE-JG4,3,2022-07-03,2782030,9180699.0
ORD-000121,1,HDE-ZC1,1,2022-07-06,3912230,4303453.0
ORD-000121,2,ZRV-RZ3,3,2022-07-06,2608153,8606904.9
ORD-000121,3,SWN-RP6,6,2022-07-06,3129784,20656574.400000002
ORD-000122,1,ZRV-RZ3,1,2022-07-08,2608153,2868968.3000000003
ORD-000122,2,FRD-GB5,1,2022-07-08,2695092,2964601.2
ORD-000122,3,FIT-GR3,3,2022-07-08,2173461,7172421.300000001
ORD-000123,1,FIT-GR3,1,2022-07-11,2173461,2390807.1
ORD-000123,2,VZL-RV3,2,2022-07-11,2782030,6120466.000000001
ORD-000124,1,FIT-GR3,1,2022-07-11,2173461,2390807.1
ORD-000124,2,HDE-ZC1,2,2022-07-11,3912230,8606906.0
ORD-000124,3,NOE-JG4,1,2022-07-11,2782030,3060233.0000000005
ORD-000125,1,ZRV-RZ3,1,2022-07-12,2608153,2868968.3000000003
ORD-000125,2,NOE-JG4,1,2022-07-12,2782030,3060233.0000000005
ORD-000125,3,FRD-GB5,1,2022-07-12,2695092,2964601.2
ORD-000126,1,NOE-JG4,1,2022-07-13,2782030,3060233.0000000005
ORD-000126,2,HDE-ZC1,4,2022-07-13,3912230,17213812.0
ORD-000127,1,PLT-YF3,8,2022-07-15,4282862,37689185.6
ORD-000127,2,PRO-ZC5,5,2022-07-15,5650999,31080494.500000004
ORD-000127,3,ENP-ENP1,6,2022-07-15,4781615,31558659.000000004
ORD-000127,4,RDG-YF6,20,2022-07-15,5042430,110933460.00000001
ORD-000128,1,HDE-ZC1,1,2022-07-19,3912230,4303453.0
ORD-000128,2,SWN-RP6,1,2022-07-19,3129784,3442762.4000000004
ORD-000129,1,HDE-ZC1,3,2022-07-20,3912230,12910359.000000002
ORD-000130,1,FIT-GR3,1,2022-07-20,2173461,2390807.1
ORD-000130,2,NOE-JG4,7,2022-07-20,2782030,21421631.0
ORD-000131,1,FIT-GR3,6,2022-07-21,2173461,14344842.600000001
ORD-000131,2,ZRV-RZ3,3,2022-07-21,2608153,8606904.9
ORD-000132,1,VZL-RV3,1,2022-07-23,2782030,3060233.0000000005
ORD-000132,2,HDE-ZC1,1,2022-07-23,3912230,4303453.0
ORD-000133,1,FIT-GR3,2,2022-07-25,2173461,4781614.2
ORD-000133,2,VZL-RV3,2,2022-07-25,2782030,6120466.000000001
ORD-000133,3,SWN-RP6,3,2022-07-25,3129784,10328287.200000001
ORD-000134,1,HDE-ZC1,4,2022-07-29,3912230,17213812.0
ORD-000134,2,SWN-RP6,1,2022-07-29,3129784,3442762.4000000004
ORD-000135,1,SWN-RP6,1,2022-07-29,3129784,3442762.4000000004
ORD-000135,2,NOE-JG4,1,2022-07-29,2782030,3060233.0000000005
ORD-000136,1,HDE-ZC1,9,2022-07-30,3912230,38731077.0
ORD-000136,2,SWN-RP6,1,2022-07-30,3129784,3442762.4000000004
ORD-000137,1,FRD-GB5,3,2022-07-30,2695092,8893803.600000001
ORD-000137,2,FIT-GR3,3,2022-07-30,2173461,7172421.300000001
ORD-000138,1,FIT-GR3,8,2022-07-31,2173461,19126456.8
ORD-000139,1,CRV-RT5,34,2022-08-01,3303661,123556921.4
ORD-000139,2,ENP-ENP1,8,2022-08-01,4781615,42078212.0
ORD-000140,1,ODY-RC1,18,2022-08-01,3912230,77462154.0
ORD-000140,2,CRV-RT5,5,2022-08-01,3303661,18170135.5
ORD-000140,3,PRO-ZC5,6,2022-08-01,5650999,37296593.400000006
ORD-000141,1,FRD-GB5,2,2022-08-03,2695092,5929202.4
ORD-000141,2,FIT-GR3,3,2022-08-03,2173461,7172421.300000001
ORD-000141,3,HDE-ZC1,1,2022-08-03,3912230,4303453.0
ORD-000142,1,ZRV-RZ3,1,2022-08-07,2470882,2717970.2
ORD-000143,1,FIT-GR3,2,2022-08-08,2173461,4781614.2
ORD-000143,2,NOE-JG4,1,2022-08-08,2782030,3060233.0000000005
ORD-000143,3,HDE-ZC1,3,2022-08-08,3912230,12910359.000000002
ORD-000144,1,NOE-JG4,9,2022-08-09,2782030,27542097.000000004
ORD-000144,2,SWN-RP6,1,2022-08-09,3129784,3442762.4000000004
ORD-000145,1,NOE-JG4,2,2022-08-10,2782030,6120466.000000001
ORD-000145,2,VZL-RV3,1,2022-08-10,2782030,3060233.0000000005
ORD-000146,1,VZL-RV3,6,2022-08-13,2782030,18361398.0
ORD-000146,2,HDE-ZC1,4,2022-08-13,3912230,17213812.0
ORD-000147,1,SWN-RP6,1,2022-08-13,3129784,3442762.4000000004
ORD-000147,2,ZRV-RZ3,6,2022-08-13,2470882,16307821.200000001
ORD-000148,1,ZRV-RZ3,1,2022-08-17,2470882,2717970.2
ORD-000149,1,FIT-GR3,1,2022-08-18,2173461,2390807.1
ORD-000149,2,HDE-ZC1,1,2022-08-18,3912230,4303453.0
ORD-000150,1,NOE-JG4,5,2022-08-20,2782030,15301165.000000002
ORD-000151,1,ZRV-RZ3,2,2022-08-21,2470882,5435940.4
ORD-000151,2,SWN-RP6,1,2022-08-21,3129784,3442762.4000000004
ORD-000152,1,HDE-ZC1,2,2022-08-22,3912230,8606906.0
ORD-000152,2,ZRV-RZ3,4,2022-08-22,2470882,10871880.8
ORD-000152,3,SWN-RP6,1,2022-08-22,3129784,3442762.4000000004
ORD-000153,1,SWN-RP6,2,2022-08-25,3129784,6885524.800000001
ORD-000154,1,ZRV-RZ3,7,2022-08-27,2470882,19025791.400000002
ORD-000155,1,HDE-ZC1,1,2022-08-27,3912230,4303453.0
ORD-000155,2,VZL-RV3,3,2022-08-27,2782030,9180699.0
ORD-000155,3,ZRV-RZ3,2,2022-08-27,2470882,5435940.4
ORD-000156,1,ZRV-RZ3,7,2022-08-28,2470882,19025791.400000002
ORD-000156,2,HDE-ZC1,1,2022-08-28,3912230,4303453.0
ORD-000157,1,FIT-GR3,5,2022-08-30,2173461,11954035.500000002
ORD-000157,2,FRD-GB5,1,2022-08-30,2695092,2964601.2
ORD-000157,3,ZRV-RZ3,3,2022-08-30,2470882,8153910.600000001
ORD-000158,1,FIT-GR3,5,2022-09-01,2173461,11954035.500000002
ORD-000158,2,ZRV-RZ3,3,2022-09-01,2608153,8606904.9
ORD-000159,1,VZL-RV3,1,2022-09-01,2782030,3060233.0000000005
ORD-000159,2,FIT-GR3,1,2022-09-01,2173461,2390807.1
ORD-000159,3,HDE-ZC1,1,2022-09-01,3912230,4303453.0
ORD-000160,1,RDG-YF6,14,2022-09-01,5042430,77653422.0
ORD-000160,2,PLT-YF3,11,2022-09-01,4520799,54701667.900000006
ORD-000160,3,ENP-ENP1,25,2022-09-01,4781615,131494412.50000001
ORD-000161,1,CRV-RT5,21,2022-09-01,3303661,76314569.10000001
ORD-000161,2,ACD-CV1,5,2022-09-01,3564476,19604618.0
ORD-000161,3,PRO-ZC5,5,2022-09-01,5650999,31080494.500000004
ORD-000161,4,PLT-YF3,5,2022-09-01,4520799,24864394.500000004
ORD-000162,1,NOE-JG4,3,2022-09-04,2782030,9180699.0
ORD-000162,2,FRD-GB5,2,2022-09-04,2695092,5929202.4
ORD-000162,3,ZRV-RZ3,5,2022-09-04,2608153,14344841.500000002
ORD-000163,1,SWN-RP6,1,2022-09-05,3129784,3442762.4000000004
ORD-000163,2,FIT-GR3,2,2022-09-05,2173461,4781614.2
ORD-000163,3,NOE-JG4,1,2022-09-05,2782030,3060233.0000000005
ORD-000164,1,SWN-RP6,1,2022-09-08,3129784,3442762.4000000004
ORD-000164,2,VZL-RV3,1,2022-09-08,2782030,3060233.0000000005
ORD-000165,1,ZRV-RZ3,3,2022-09-11,2608153,8606904.9
ORD-000165,2,FRD-GB5,2,2022-09-11,2695092,5929202.4
ORD-000166,1,HDE-ZC1,1,2022-09-12,3912230,4303453.0
ORD-000167,1,ENP-ENP1,21,2022-09-15,4781615,110455306.50000001
ORD-000168,1,NOE-JG4,1,2022-09-16,2782030,3060233.0000000005
ORD-000168,2,VZL-RV3,1,2022-09-16,2782030,3060233.0000000005
ORD-000169,1,FIT-GR3,1,2022-09-17,2173461,2390807.1
ORD-000170,1,VZL-RV3,8,2022-09-18,2782030,24481864.000000004
ORD-000171,1,FRD-GB5,4,2022-09-20,2695092,11858404.8
ORD-000171,2,VZL-RV3,5,2022-09-20,2782030,15301165.000000002
ORD-000172,1,ZRV-RZ3,8,2022-09-22,2608153,22951746.400000002
ORD-000173,1,SWN-RP6,4,2022-09-23,3129784,13771049.600000001
ORD-000174,1,HDE-ZC1,4,2022-09-26,3912230,17213812.0
ORD-000174,2,SWN-RP6,5,2022-09-26,3129784,17213812.0
ORD-000175,1,FIT-GR3,3,2022-09-26,2173461,7172421.300000001
ORD-000175,2,SWN-RP6,2,2022-09-26,3129784,6885524.800000001
ORD-000176,1,NOE-JG4,2,2022-09-29,2782030,6120466.000000001
ORD-000176,2,VZL-RV3,1,2022-09-29,2782030,3060233.0000000005
ORD-000177,1,SWN-RP6,8,2022-09-30,3129784,27542099.200000003
ORD-000178,1,CRV-RT5,8,2022-10-01,3129784,27542099.200000003
ORD-000178,2,ENP-ENP1,26,2022-10-01,4781615,136754189.0
ORD-000178,3,RDG-YF6,5,2022-10-01,5042430,27733365.000000004
ORD-000178,4,PRO-ZC5,5,2022-10-01,5650999,31080494.500000004
ORD-000179,1,NOE-JG4,3,2022-10-02,2782030,9180699.0
