id,site_id,product_id,product_group_id,dest_geo_id,vendor_tpartner_id,eff_start_date,eff_end_date,company_id,ss_policy,fallback_policy_1,repl_interval,target_inventory_qty,min_safety_stock,max_stock,stockout_tolerance_rate,stockout_tolerance_rate.1,woc_limit,permitted_var,min_sl,max_sl,db_creation_dttm,db_updation_dttm,target_doc_limit,max_doc_limit,min_doc_limit
InventoryPolicy_10,Plant_01,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_11,Plant_01,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,461.51032915977953,7580.35,0.05,,,,,,,7.0,10.0,4.0,
InventoryPolicy_12,Plant_01,Comp_1,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_13,Plant_01,Comp_2,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_14,Plant_01,Comp_3,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_15,Plant_01,Comp_4,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_16,Plant_01,Comp_5,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_17,Plant_01,Comp_6,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_18,Plant_02,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_19,Plant_02,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,501.9920046860036,2573.5936190262373,0.001,,,,,,,7.0,10.0,4.0,
InventoryPolicy_20,Plant_02,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_21,Plant_02,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_22,Plant_02,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_23,Plant_02,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_24,Plant_02,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_25,Plant_02,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,416.14273119454265,3044.803459477839,0.001,,,,,,,7.0,10.0,4.0,
InventoryPolicy_26,Plant_02,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_27,Plant_02,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_28,Plant_02,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_29,Plant_02,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,909.9880991875827,8112.254894122161,0.001,,,,,,,7.0,10.0,4.0,
InventoryPolicy_30,Plant_02,Comp_1,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_31,Plant_02,Comp_2,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_32,Plant_02,Comp_3,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_33,Plant_02,Comp_4,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_34,Plant_02,Comp_5,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_35,Plant_02,Comp_6,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_36,Plant_03,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_37,Plant_03,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,193.20182157507963,1703.2166352709269,0.05,,,,,,,7.0,10.0,4.0,
InventoryPolicy_38,Plant_03,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_39,Plant_03,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_40,Plant_03,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_41,Plant_03,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_42,Plant_03,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_43,Plant_03,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,234.36246367995705,2998.852330827478,0.05,,,,,,,7.0,10.0,4.0,
InventoryPolicy_44,Plant_03,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_45,Plant_03,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_46,Plant_03,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_47,Plant_03,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,584.8603812244169,9784.916947313797,0.05,,,,,,,7.0,10.0,4.0,
InventoryPolicy_48,Plant_03,Comp_1,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_49,Plant_03,Comp_2,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_50,Plant_03,Comp_3,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_51,Plant_03,Comp_4,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_52,Plant_03,Comp_5,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_53,Plant_03,Comp_6,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_54,Plant_04,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_55,Plant_04,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_56,Plant_04,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_57,Plant_04,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_58,Plant_04,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_59,Plant_04,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_50,Plant_04,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_51,Plant_04,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_52,Plant_04,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_53,Plant_04,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_54,Plant_04,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_55,Plant_04,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_56,Plant_04,Comp_1,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_57,Plant_04,Comp_2,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_58,Plant_04,Comp_3,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_59,Plant_04,Comp_4,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_70,Plant_04,Comp_5,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_71,Plant_04,Comp_6,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_72,Plant_05,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_73,Plant_05,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_74,Plant_05,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_75,Plant_05,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_76,Plant_05,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_77,Plant_05,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_78,Plant_05,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_79,Plant_05,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_80,Plant_05,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_81,Plant_05,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_82,Plant_05,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_83,Plant_05,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_84,Plant_05,Comp_1,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_85,Plant_05,Comp_2,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_86,Plant_05,Comp_3,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_87,Plant_05,Comp_4,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_88,Plant_05,Comp_5,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_89,Plant_05,Comp_6,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_90,Plant_06,Finished_Good_000001,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_91,Plant_06,Finished_Good_000002,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_92,Plant_06,Finished_Good_000003,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_93,Plant_06,Finished_Good_000004,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_94,Plant_06,Finished_Good_000005,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_95,Plant_06,Finished_Good_000006,Product_Group_001,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_96,Plant_06,Finished_Good_000007,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_97,Plant_06,Finished_Good_000008,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_98,Plant_06,Finished_Good_000009,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_99,Plant_06,Finished_Good_000010,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_100,Plant_06,Finished_Good_000011,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_101,Plant_06,Finished_Good_000012,Product_Group_002,SCN_RESERVED_NO_VALUE_PROVIDED,,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_102,Plant_06,Comp_1,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_103,Plant_06,Comp_2,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_104,Plant_06,Comp_3,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_105,Plant_06,Comp_4,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_106,Plant_06,Comp_5,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_107,Plant_06,Comp_6,Component,SCN_RESERVED_NO_VALUE_PROVIDED,1.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,,,,,,,,,,,7.0,10.0,4.0,
InventoryPolicy_108,Plant_01,Spare_1,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
InventoryPolicy_109,Plant_01,Spare_2,Spare,SCN_RESERVED_NO_VALUE_PROVIDED,5.0,2000-12-19T20:30:22Z,2092-12-19T20:30:22Z,HND,abs_level,,,3.0,2.0,8.0,,,,,,,,,,,
