purchase_order_id,order_date,expected_delivery_date,supplier_id,supplier_name,account_group,location_id,purchase_order_number,currency,order_subtotal_ex_tax,shipping_fee_ex_tax,tax_amount,discount_amount_incl_tax,order_total_incl_tax,order_status,approver,payment_method,payment_confirmation_id,payment_date,payment_amount
PO-2022-000024,2022-01-05,2022-01-06,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,HTB,PO-NUM-00000024,JPY,2778075.0,2266.363636363636,277806.0,74736,2983638.0,received,高橋美咲,現金,PAY-00000024,2022-02-04,2983638.0
PO-2022-000025,2022-01-02,2022-01-07,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,SZK,PO-NUM-00000025,JPY,508890.0,2258.181818181818,50889.0,15228,547035.0,received,山田太郎,手形,PAY-00000025,2022-02-01,547035.0
PO-2022-000026,2022-01-01,2022-01-02,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,STM,PO-NUM-00000026,JPY,746625.0,2686.363636363636,74661.0,16107,808134.0,received,田中一郎,手形,PAY-00000026,2022-01-31,808134.0
PO-2022-000027,2021-12-29,2022-01-03,SUP-EXHA-003,日本特殊陶業,DIRECT_MATERIAL,SZK,PO-NUM-00000027,JPY,324315.0,2465.454545454545,32430.0,8700,350757.0,received,鈴木次郎,bank_transfer,PAY-00000027,2022-01-28,350757.0
PO-2022-000028,2022-01-03,2022-01-05,SUP-EV-003,BYD,DIRECT_MATERIAL,HTB,PO-NUM-00000028,JPY,1198680.0,1535.4545454545453,119868.0,25383,1294854.0,received,山本進,現金,PAY-00000028,2022-02-02,1294854.0
PO-2022-000029,2022-01-05,2022-01-08,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,STM,PO-NUM-00000029,JPY,931260.0,1963.6363636363635,93126.0,2313,1024233.0,received,山本進,現金,PAY-00000029,2022-02-04,1024233.0
PO-2022-000030,2022-01-02,2022-01-05,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,SZK,PO-NUM-00000030,JPY,4948440.0,3578.181818181818,494844.0,147981,5299239.0,received,山田太郎,手形,PAY-00000030,2022-02-01,5299239.0
PO-2022-000031,2021-12-31,2022-01-02,SUP-EV-002,LGエナジーソリューション,MRO,KMM,PO-NUM-00000031,JPY,919425.0,2528.181818181818,91941.0,3708,1010439.0,received,高橋美咲,bank_transfer,PAY-00000031,2022-01-30,1010439.0
PO-2022-000032,2022-01-06,2022-01-09,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,HMM,PO-NUM-00000032,JPY,1497900.0,3823.636363636364,149790.0,40833,1611063.0,received,鈴木次郎,bank_transfer,PAY-00000032,2022-02-05,1611063.0
PO-2022-000033,2022-01-06,2022-01-09,SUP-EV-001,CATL,MRO,HMM,PO-NUM-00000033,JPY,1187325.0,3730.9090909090905,118731.0,6564,1303596.0,received,山田太郎,bank_transfer,PAY-00000033,2022-02-05,1303596.0
PO-2022-000034,2022-01-09,2022-01-09,SUP-EXHA-003,日本特殊陶業,DIRECT_MATERIAL,KMM,PO-NUM-00000034,JPY,1499670.0,3940.9090909090905,149967.0,22818,1631154.0,received,田中一郎,銀行振込,PAY-00000034,2022-02-08,1631154.0
PO-2022-000035,2022-01-07,2022-01-09,SUP-AUTO-002,アイシン,MRO,STM,PO-NUM-00000035,JPY,1212060.0,2149.090909090909,121206.0,28551,1307079.0,received,高橋美咲,手形,PAY-00000035,2022-02-06,1307079.0
PO-2022-000036,2022-01-07,2022-01-10,SUP-SUSP-001,ヨロズ,DIRECT_MATERIAL,HTB,PO-NUM-00000036,JPY,637530.0,2391.818181818181,63753.0,8406,695508.0,received,高橋美咲,bank_transfer,PAY-00000036,2022-02-06,695508.0
PO-2022-000037,2021-12-31,2022-01-04,SUP-EXHA-003,日本特殊陶業,DIRECT_MATERIAL,HMM,PO-NUM-00000037,JPY,1319100.0,2495.454545454545,131910.0,39141,1414614.0,received,鈴木次郎,銀行振込,PAY-00000037,2022-01-30,1414614.0
PO-2022-000038,2022-01-01,2022-01-04,SUP-AUTO-001,デンソー,DIRECT_MATERIAL,STM,PO-NUM-00000038,JPY,701130.0,1535.4545454545453,70113.0,18528,754404.0,received,山田太郎,銀行振込,PAY-00000038,2022-01-31,754404.0
PO-2022-000039,2021-12-29,2022-01-03,SUP-ELEC-002,ボッシュ,DIRECT_MATERIAL,STM,PO-NUM-00000039,JPY,712.4712999999999,1295.4545454545453,71.24713,16,2192.71843,received,田中一郎,手形,PAY-00000039,2022-01-28,2192.71843
PO-2022-000040,2022-01-03,2022-01-03,SUP-EV-001,CATL,MRO,HMM,PO-NUM-00000040,JPY,1305.744,2311.818181818181,130.5744,12,3967.3184,received,佐藤花子,銀行振込,PAY-00000040,2022-02-02,3967.3184
PO-2022-000041,2022-01-01,2022-01-05,SUP-AUTO-003,ジヤトコ,MRO,STM,PO-NUM-00000041,JPY,76421.3879,1381.8181818181818,7642.138790000001,3954,81629.52669,received,小林誠,現金,PAY-00000041,2022-01-31,81629.52669
PO-2022-000042,2022-01-09,2022-01-09,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,HTB,PO-NUM-00000042,JPY,31151.3918,2324.5454545454545,3115.13918,1381,35442.53098,received,山本進,現金,PAY-00000042,2022-02-08,35442.53098
PO-2022-000043,2022-01-01,2022-01-04,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,KMM,PO-NUM-00000043,JPY,59077.7443,2050.0,5907.77443,5428,61812.51873,received,田中一郎,銀行振込,PAY-00000043,2022-01-31,61812.51873
PO-2022-000044,2022-01-09,2022-01-12,SUP-SUSP-003,日立Astemo,DIRECT_MATERIAL,SZK,PO-NUM-00000044,JPY,18501.9968,2032.7272727272723,1850.19968,2232,20356.19648,received,鈴木次郎,現金,PAY-00000044,2022-02-08,20356.19648
PO-2022-000045,2022-01-03,2022-01-08,SUP-AUTO-002,アイシン,DIRECT_MATERIAL,SZK,PO-NUM-00000045,JPY,35150.2328,1168.181818181818,3515.02328,1831,38119.25608,received,佐藤花子,bank_transfer,PAY-00000045,2022-02-02,38119.25608
PO-2022-000046,2022-01-07,2022-01-10,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,SZK,PO-NUM-00000046,JPY,35909.4438,1721.8181818181818,3590.9443800000004,4607,36787.38818,received,山本進,bank_transfer,PAY-00000046,2022-02-06,36787.38818
PO-2022-000047,2022-01-06,2022-01-10,SUP-EXHA-001,フタバ産業,MRO,KMM,PO-NUM-00000047,JPY,154086.6948,2601.818181818181,15408.66948,5766,166591.36428,received,小林誠,bank_transfer,PAY-00000047,2022-02-05,166591.36428
PO-2022-000048,2022-01-10,2022-01-13,SUP-EV-001,CATL,DIRECT_MATERIAL,HMM,PO-NUM-00000048,JPY,17602.5667,2216.363636363636,1760.25667,2184,19616.82337,received,山本進,現金,PAY-00000048,2022-02-09,19616.82337
PO-2022-000049,2022-01-03,2022-01-03,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,HMM,PO-NUM-00000049,JPY,39842.9976,1629.9999999999998,3984.29976,1931,43689.29736,received,佐藤花子,bank_transfer,PAY-00000049,2022-02-02,43689.29736
PO-2022-000050,2022-01-09,2022-01-13,SUP-EV-003,BYD,MRO,KMM,PO-NUM-00000050,JPY,17661.1768,1734.5454545454545,1766.1176800000003,2072,19263.29448,received,鈴木次郎,bank_transfer,PAY-00000050,2022-02-08,19263.29448
PO-2022-000051,2022-01-03,2022-01-04,SUP-EV-001,CATL,MRO,SZK,PO-NUM-00000051,JPY,25058.6617,2678.181818181818,2505.86617,1333,29177.52787,received,田中一郎,bank_transfer,PAY-00000051,2022-02-02,29177.52787
PO-2022-000052,2022-01-05,2022-01-09,SUP-AUTO-001,デンソー,MRO,HTB,PO-NUM-00000052,JPY,27947.8676,1723.6363636363635,2794.78676,2324,30314.65436,received,高橋美咲,現金,PAY-00000052,2022-02-04,30314.65436
PO-2022-000053,2022-01-03,2022-01-04,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,STM,PO-NUM-00000053,JPY,38986.845,2494.5454545454545,3898.6845,2013,43616.5295,received,高橋美咲,bank_transfer,PAY-00000053,2022-02-02,43616.5295
PO-2022-000054,2022-01-12,2022-01-12,SUP-AUTO-002,アイシン,DIRECT_MATERIAL,STM,PO-NUM-00000054,JPY,31457.5492,1624.5454545454545,3145.75492,3939,32451.30412,received,鈴木次郎,銀行振込,PAY-00000054,2022-02-11,32451.30412
PO-2022-000055,2022-01-06,2022-01-07,SUP-AUTO-003,ジヤトコ,MRO,SZK,PO-NUM-00000055,JPY,24649.3802,1112.7272727272727,2464.93802,1423,26915.31822,received,鈴木次郎,bank_transfer,PAY-00000055,2022-02-05,26915.31822
PO-2022-000056,2022-01-22,2022-01-24,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,HTB,PO-NUM-00000056,JPY,59270.0,2740.0,5925.0,806,67404.0,received,小林誠,銀行振込,PAY-00000056,2022-02-21,67404.0
PO-2022-000057,2022-01-13,2022-01-18,SUP-EV-001,CATL,DIRECT_MATERIAL,SZK,PO-NUM-00000057,JPY,36244.0,2940.9090909090905,3624.0,458,42645.0,received,小林誠,銀行振込,PAY-00000057,2022-02-12,42645.0
PO-2022-000058,2022-01-21,2022-01-22,SUP-EV-002,LGエナジーソリューション,MRO,STM,PO-NUM-00000058,JPY,47304.0,2270.9090909090905,4730.0,436,54096.0,received,山田太郎,bank_transfer,PAY-00000058,2022-02-20,54096.0
PO-2022-000059,2022-01-13,2022-01-17,SUP-SUSP-002,KYB,MRO,HMM,PO-NUM-00000059,JPY,8618011.0,3117.272727272727,861799.0,267331,9215908.0,received,田中一郎,銀行振込,PAY-00000059,2022-02-12,9215908.0
PO-2022-000060,2022-01-21,2022-01-22,SUP-ELEC-002,ボッシュ,MRO,HMM,PO-NUM-00000060,JPY,4147070.0,1867.272727272727,414705.0,82471,4481359.0,received,田中一郎,手形,PAY-00000060,2022-02-20,4481359.0
PO-2022-000061,2022-01-19,2022-01-21,SUP-EXHA-002,日本発条,MRO,SZK,PO-NUM-00000061,JPY,784166.0,2367.272727272727,78415.0,24048,841137.0,received,佐藤花子,銀行振込,PAY-00000061,2022-02-18,841137.0
PO-2022-000062,2022-01-19,2022-01-24,SUP-AUTO-002,アイシン,MRO,HMM,PO-NUM-00000062,JPY,682300.0,2683.6363636363635,68229.0,10639,742843.0,received,佐藤花子,手形,PAY-00000062,2022-02-18,742843.0
PO-2022-000063,2022-01-14,2022-01-19,SUP-AUTO-002,アイシン,MRO,KMM,PO-NUM-00000063,JPY,811360.0,2607.272727272727,81134.0,2428,892934.0,received,山本進,手形,PAY-00000063,2022-02-13,892934.0
PO-2022-000064,2022-01-22,2022-01-23,SUP-EXHA-003,日本特殊陶業,MRO,STM,PO-NUM-00000064,JPY,1485691.0,1450.9090909090908,148567.0,20520,1615334.0,received,山本進,bank_transfer,PAY-00000064,2022-02-21,1615334.0
PO-2022-000065,2022-01-18,2022-01-18,SUP-AUTO-002,アイシン,MRO,SZK,PO-NUM-00000065,JPY,1232884.0,1189.090909090909,123288.0,39638,1317842.0,received,田中一郎,現金,PAY-00000065,2022-02-17,1317842.0
PO-2022-000066,2022-01-15,2022-01-17,SUP-SUSP-002,KYB,DIRECT_MATERIAL,STM,PO-NUM-00000066,JPY,7623590.0,1963.6363636363635,762357.0,40238,8347869.0,received,高橋美咲,手形,PAY-00000066,2022-02-14,8347869.0
PO-2022-000067,2022-01-16,2022-01-17,SUP-SUSP-002,KYB,MRO,HTB,PO-NUM-00000067,JPY,494553.0,2085.454545454545,49454.0,9484,536817.0,received,山本進,銀行振込,PAY-00000067,2022-02-15,536817.0
PO-2022-000068,2022-01-19,2022-01-20,SUP-SUSP-001,ヨロズ,DIRECT_MATERIAL,HMM,PO-NUM-00000068,JPY,1910736.0,2194.5454545454545,191073.0,46322,2057901.0,received,田中一郎,銀行振込,PAY-00000068,2022-02-18,2057901.0
PO-2022-000069,2022-01-20,2022-01-20,SUP-SUSP-003,日立Astemo,DIRECT_MATERIAL,KMM,PO-NUM-00000069,JPY,654609.0,1391.8181818181818,65460.0,5620,715980.0,received,鈴木次郎,銀行振込,PAY-00000069,2022-02-19,715980.0
PO-2022-000070,2022-01-20,2022-01-21,SUP-EXHA-002,日本発条,DIRECT_MATERIAL,SZK,PO-NUM-00000070,JPY,1070647.0,1978.181818181818,107064.0,928,1178959.0,received,高橋美咲,銀行振込,PAY-00000070,2022-02-19,1178959.0
PO-2022-000071,2022-01-17,2022-01-20,SUP-AUTO-001,デンソー,DIRECT_MATERIAL,SZK,PO-NUM-00000071,JPY,1232928.0,3112.7272727272725,123292.0,39333,1320312.0,received,山本進,現金,PAY-00000071,2022-02-16,1320312.0
PO-2022-000072,2022-01-23,2022-01-24,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,SZK,PO-NUM-00000072,JPY,1498262.0,2624.5454545454545,149824.0,21393,1629580.0,received,佐藤花子,銀行振込,PAY-00000072,2022-02-22,1629580.0
PO-2022-000073,2022-01-15,2022-01-20,SUP-AUTO-003,ジヤトコ,MRO,HMM,PO-NUM-00000073,JPY,1309910.0,2109.090909090909,130989.0,39660,1403560.0,received,鈴木次郎,手形,PAY-00000073,2022-02-14,1403560.0
PO-2022-000074,2022-01-23,2022-01-24,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,KMM,PO-NUM-00000074,JPY,1453809.0,1959.090909090909,145380.0,27244,1574100.0,received,佐藤花子,現金,PAY-00000074,2022-02-22,1574100.0
PO-2022-000075,2022-01-15,2022-01-18,SUP-EV-003,BYD,MRO,KMM,PO-NUM-00000075,JPY,2500.203,1467.2727272727273,250.0203,306,4058.2233,received,鈴木次郎,現金,PAY-00000075,2022-02-14,4058.2233
PO-2022-000076,2022-01-15,2022-01-17,SUP-EXHA-002,日本発条,MRO,STM,PO-NUM-00000076,JPY,4228.83,1330.0,422.883,77,6037.713,received,鈴木次郎,銀行振込,PAY-00000076,2022-02-14,6037.713
PO-2022-000077,2022-01-13,2022-01-18,SUP-EXHA-003,日本特殊陶業,DIRECT_MATERIAL,HTB,PO-NUM-00000077,JPY,361026.3456,1459.9999999999998,36102.63456,42527,356207.98016,received,田中一郎,bank_transfer,PAY-00000077,2022-02-12,356207.98016
PO-2022-000078,2022-01-23,2022-01-23,SUP-SUSP-001,ヨロズ,DIRECT_MATERIAL,SZK,PO-NUM-00000078,JPY,73899.9171,1534.5454545454545,7389.991710000001,5592,77385.90881000001,received,山本進,銀行振込,PAY-00000078,2022-02-22,77385.90881000001
PO-2022-000079,2022-01-19,2022-01-22,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,SZK,PO-NUM-00000079,JPY,83181.0861,1057.2727272727273,8318.108610000001,2570,90092.19471,received,小林誠,現金,PAY-00000079,2022-02-18,90092.19471
PO-2022-000080,2022-01-10,2022-01-15,SUP-ELEC-002,ボッシュ,MRO,SZK,PO-NUM-00000080,JPY,81981.4338,2170.0,8198.14338,3309,89257.57718,received,小林誠,bank_transfer,PAY-00000080,2022-02-09,89257.57718
PO-2022-000081,2022-01-18,2022-01-23,SUP-SUSP-003,日立Astemo,DIRECT_MATERIAL,HTB,PO-NUM-00000081,JPY,99505.1118,2159.090909090909,9950.51118,9454,102376.62298,received,山本進,手形,PAY-00000081,2022-02-17,102376.62298
PO-2022-000082,2022-01-23,2022-01-24,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,HTB,PO-NUM-00000082,JPY,64942.9584,1650.9090909090908,6494.295840000001,1323,71930.25424000001,received,小林誠,bank_transfer,PAY-00000082,2022-02-22,71930.25424000001
PO-2022-000083,2022-01-12,2022-01-16,SUP-EXHA-002,日本発条,DIRECT_MATERIAL,KMM,PO-NUM-00000083,JPY,257234.5356,1121.8181818181818,25723.45356,1339,282852.98916,received,小林誠,銀行振込,PAY-00000083,2022-02-11,282852.98916
PO-2022-000084,2022-01-15,2022-01-16,SUP-SUSP-003,日立Astemo,DIRECT_MATERIAL,HTB,PO-NUM-00000084,JPY,53864.1657,1036.3636363636365,5386.41657,7158,53232.58227,received,田中一郎,現金,PAY-00000084,2022-02-14,53232.58227
PO-2022-000085,2022-01-21,2022-01-23,SUP-EV-001,CATL,MRO,KMM,PO-NUM-00000085,JPY,56827.3143,2187.272727272727,5682.73143,1211,63705.04573,received,山本進,bank_transfer,PAY-00000085,2022-02-20,63705.04573
PO-2022-000086,2022-01-20,2022-01-24,SUP-AUTO-001,デンソー,DIRECT_MATERIAL,HMM,PO-NUM-00000086,JPY,73871.7249,1301.8181818181818,7387.172490000001,6741,75949.89739,received,佐藤花子,手形,PAY-00000086,2022-02-19,75949.89739
PO-2022-000087,2022-01-10,2022-01-15,SUP-AUTO-001,デンソー,DIRECT_MATERIAL,STM,PO-NUM-00000087,JPY,42356.5548,2534.5454545454545,4235.65548,3410,45970.21028,received,小林誠,手形,PAY-00000087,2022-02-09,45970.21028
PO-2022-000088,2022-01-13,2022-01-17,SUP-SUSP-002,KYB,DIRECT_MATERIAL,STM,PO-NUM-00000088,JPY,139265.0166,2744.5454545454545,13926.501660000002,12364,143846.51826,received,小林誠,銀行振込,PAY-00000088,2022-02-12,143846.51826
PO-2022-000089,2022-01-12,2022-01-17,SUP-AUTO-002,アイシン,DIRECT_MATERIAL,SZK,PO-NUM-00000089,JPY,114730.3836,2860.9090909090905,11473.03836,2412,126938.42196,received,田中一郎,銀行振込,PAY-00000089,2022-02-11,126938.42196
PO-2022-000090,2022-01-12,2022-01-14,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,HTB,PO-NUM-00000090,JPY,69033.795,1260.0,6903.3795,3941,73382.1745,received,山田太郎,bank_transfer,PAY-00000090,2022-02-11,73382.1745
PO-2022-000091,2022-01-20,2022-01-22,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,KMM,PO-NUM-00000091,JPY,151504.8828,2685.454545454545,15150.48828,1751,167858.37107999998,received,山田太郎,bank_transfer,PAY-00000091,2022-02-19,167858.37107999998
PO-2022-000092,2022-01-20,2022-01-24,SUP-EV-003,BYD,DIRECT_MATERIAL,KMM,PO-NUM-00000092,JPY,7219.472,2137.272727272727,721.9472000000001,283,10009.4192,received,小林誠,現金,PAY-00000092,2022-02-19,10009.4192
PO-2022-000093,2022-01-23,2022-01-26,SUP-ELEC-002,ボッシュ,MRO,HTB,PO-NUM-00000093,JPY,5120.999999999999,1337.2727272727273,512.0999999999999,18,7086.099999999999,received,小林誠,現金,PAY-00000093,2022-02-22,7086.099999999999
PO-2022-000094,2022-01-22,2022-01-25,SUP-AUTO-003,ジヤトコ,MRO,STM,PO-NUM-00000094,JPY,474718.976,1779.090909090909,47471.8976,20425,503722.87359999993,received,鈴木次郎,手形,PAY-00000094,2022-02-21,503722.87359999993
PO-2022-000095,2022-01-25,2022-01-26,SUP-EXHA-001,フタバ産業,MRO,SZK,PO-NUM-00000095,JPY,179635.57599999997,1386.3636363636365,17963.557599999996,14507,184617.1336,received,小林誠,現金,PAY-00000095,2022-02-24,184617.1336
PO-2022-000096,2022-01-27,2022-01-29,SUP-SUSP-001,ヨロズ,MRO,HMM,PO-NUM-00000096,JPY,250220.026,3244.5454545454545,25022.0026,13070,265741.0286,received,田中一郎,bank_transfer,PAY-00000096,2022-02-26,265741.0286
PO-2022-000097,2022-01-26,2022-01-30,SUP-SUSP-002,KYB,MRO,HMM,PO-NUM-00000097,JPY,118783.302,1995.4545454545453,11878.3302,3078,129778.6322,received,鈴木次郎,銀行振込,PAY-00000097,2022-02-25,129778.6322
PO-2022-000098,2022-01-17,2022-01-22,SUP-AUTO-002,アイシン,DIRECT_MATERIAL,KMM,PO-NUM-00000098,JPY,135223.98799999998,2012.7272727272723,13522.3988,5329,145631.38679999998,received,山本進,bank_transfer,PAY-00000098,2022-02-16,145631.38679999998
PO-2022-000099,2022-01-15,2022-01-19,SUP-EV-002,LGエナジーソリューション,DIRECT_MATERIAL,HMM,PO-NUM-00000099,JPY,220999.6,1516.3636363636365,22099.96,19089,225678.56,received,佐藤花子,bank_transfer,PAY-00000099,2022-02-14,225678.56
PO-2022-000100,2022-01-20,2022-01-24,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,HMM,PO-NUM-00000100,JPY,956397.96,1617.2727272727273,95639.796,51451,1002365.756,received,高橋美咲,銀行振込,PAY-00000100,2022-02-19,1002365.756
PO-2022-000101,2022-01-16,2022-01-21,SUP-SUSP-001,ヨロズ,MRO,STM,PO-NUM-00000101,JPY,155352.932,2370.9090909090905,15535.2932,6493,167003.2252,received,小林誠,銀行振込,PAY-00000101,2022-02-15,167003.2252
PO-2022-000102,2022-01-28,2022-01-28,SUP-SUSP-002,KYB,MRO,HMM,PO-NUM-00000102,JPY,81005.116,1744.5454545454545,8100.5116,518,90506.6276,received,高橋美咲,銀行振込,PAY-00000102,2022-02-27,90506.6276
PO-2022-000103,2022-01-22,2022-01-26,SUP-EV-002,LGエナジーソリューション,MRO,HTB,PO-NUM-00000103,JPY,138804.136,1823.6363636363635,13880.4136,5802,148888.5496,received,小林誠,手形,PAY-00000103,2022-02-21,148888.5496
PO-2022-000104,2022-01-24,2022-01-27,SUP-EV-002,LGエナジーソリューション,DIRECT_MATERIAL,SZK,PO-NUM-00000104,JPY,134806.34199999998,2311.818181818181,13480.6342,3315,147514.97619999998,received,山田太郎,手形,PAY-00000104,2022-02-23,147514.97619999998
