purchase_order_id,order_date,expected_delivery_date,supplier_id,supplier_name,account_group,location_id,purchase_order_number,currency,order_subtotal_ex_tax,shipping_fee_ex_tax,tax_amount,discount_amount_incl_tax,order_total_incl_tax,order_status,approver,payment_method,payment_confirmation_id,payment_date,payment_amount
PO-2025-002235,2025-03-19,2025-03-21,SUP-OFC-001,オフィスマート株式会社,DIRECT_MATERIAL,STM,PO-NUM-00011409,JPY,329583.0,12309.090909090908,32957.0,5622,370458.0,received,高橋美咲,現金,PAY-00011409,2025-04-18,370458.0
PO-2025-002236,2025-03-22,2025-03-27,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,STM,PO-NUM-00011410,JPY,200539.0,11309.999999999998,20052.0,2236,230796.0,received,佐藤花子,手形,PAY-00011410,2025-04-21,230796.0
PO-2025-002237,2025-03-30,2025-04-03,SUP-TEC-001,テックサプライ株式会社,MRO,KMM,PO-NUM-00011411,JPY,138607.0,11115.454545454544,13859.0,1251,163442.0,received,山田太郎,現金,PAY-00011411,2025-04-29,163442.0
PO-2025-002238,2025-04-04,2025-04-06,SUP-OFC-001,オフィスマート株式会社,MRO,HTB,PO-NUM-00011412,JPY,215329.0,11078.181818181818,21532.0,3953,245094.0,received,田中一郎,bank_transfer,PAY-00011412,2025-05-04,245094.0
PO-2025-002239,2025-04-11,2025-04-16,SUP-OFC-001,オフィスマート株式会社,MRO,HMM,PO-NUM-00011413,JPY,322240.0,5125.454545454545,32223.0,4365,355736.0,received,鈴木次郎,手形,PAY-00011413,2025-05-11,355736.0
PO-2025-002240,2025-04-17,2025-04-21,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,SZK,PO-NUM-00011414,JPY,223464.0,15163.636363636362,22345.0,1864,260625.0,received,佐藤花子,手形,PAY-00011414,2025-05-17,260625.0
PO-2025-002241,2025-04-21,2025-04-25,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,KMM,PO-NUM-00011415,JPY,96651.0,5058.181818181818,9664.0,1003,110876.0,received,山田太郎,手形,PAY-00011415,2025-05-21,110876.0
PO-2025-002242,2025-04-30,2025-04-30,SUP-IND-001,インダストリアル商事,DIRECT_MATERIAL,KMM,PO-NUM-00011416,JPY,195974.0,4778.181818181818,19597.0,972,219855.0,received,佐藤花子,bank_transfer,PAY-00011416,2025-05-30,219855.0
PO-2025-002243,2025-05-07,2025-05-08,SUP-TEC-001,テックサプライ株式会社,MRO,SZK,PO-NUM-00011417,JPY,231219.0,9591.81818181818,23121.0,1231,263660.0,received,鈴木次郎,現金,PAY-00011417,2025-06-06,263660.0
PO-2025-002244,2025-05-11,2025-05-14,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,STM,PO-NUM-00011418,JPY,207852.0,7719.090909090908,20784.0,1855,235272.0,received,田中一郎,銀行振込,PAY-00011418,2025-06-10,235272.0
PO-2025-002245,2025-05-16,2025-05-17,SUP-OFC-001,オフィスマート株式会社,MRO,HTB,PO-NUM-00011419,JPY,283014.0,8322.727272727272,28301.0,2317,318153.0,received,田中一郎,bank_transfer,PAY-00011419,2025-06-15,318153.0
PO-2025-002246,2025-05-22,2025-05-23,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,HTB,PO-NUM-00011420,JPY,292075.0,8770.0,29206.0,3418,327510.0,received,田中一郎,現金,PAY-00011420,2025-06-21,327510.0
PO-2025-002247,2025-05-24,2025-05-27,SUP-IND-001,インダストリアル商事,MRO,SZK,PO-NUM-00011421,JPY,157743.0,7537.272727272727,15773.0,709,181098.0,received,田中一郎,bank_transfer,PAY-00011421,2025-06-23,181098.0
PO-2025-002248,2025-05-30,2025-06-03,SUP-TEC-001,テックサプライ株式会社,MRO,KMM,PO-NUM-00011422,JPY,40144.0,5705.454545454545,4014.0,414,50020.0,received,高橋美咲,手形,PAY-00011422,2025-06-29,50020.0
PO-2025-002249,2025-06-07,2025-06-07,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,HMM,PO-NUM-00011423,JPY,165530.0,8540.0,16553.0,1596,189881.0,received,小林誠,銀行振込,PAY-00011423,2025-07-07,189881.0
PO-2025-002250,2025-06-14,2025-06-15,SUP-IND-001,インダストリアル商事,MRO,HTB,PO-NUM-00011424,JPY,245913.0,8477.272727272726,24590.0,2832,276996.0,received,山本進,bank_transfer,PAY-00011424,2025-07-14,276996.0
PO-2025-002251,2025-06-17,2025-06-21,SUP-OFC-001,オフィスマート株式会社,MRO,HMM,PO-NUM-00011425,JPY,274645.0,9090.90909090909,27463.0,2450,309658.0,received,山田太郎,現金,PAY-00011425,2025-07-17,309658.0
PO-2025-002252,2025-06-25,2025-06-26,SUP-OFC-001,オフィスマート株式会社,MRO,HMM,PO-NUM-00011426,JPY,158499.0,6133.636363636363,15849.0,2392,178703.0,received,山本進,bank_transfer,PAY-00011426,2025-07-25,178703.0
PO-2025-002253,2025-07-02,2025-07-02,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,STM,PO-NUM-00011427,JPY,222248.0,7575.454545454545,22223.0,2754,250050.0,received,高橋美咲,手形,PAY-00011427,2025-08-01,250050.0
PO-2025-002254,2025-07-09,2025-07-10,SUP-IND-001,インダストリアル商事,MRO,KMM,PO-NUM-00011428,JPY,231910.0,10112.727272727272,23191.0,3591,262634.0,received,高橋美咲,bank_transfer,PAY-00011428,2025-08-08,262634.0
PO-2025-002255,2025-07-10,2025-07-11,SUP-TEC-001,テックサプライ株式会社,MRO,SZK,PO-NUM-00011429,JPY,218334.0,10760.90909090909,21833.0,3140,248864.0,received,田中一郎,bank_transfer,PAY-00011429,2025-08-09,248864.0
PO-2025-002256,2025-07-18,2025-07-19,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,KMM,PO-NUM-00011430,JPY,249087.0,9180.0,24907.0,2377,281715.0,received,小林誠,bank_transfer,PAY-00011430,2025-08-17,281715.0
PO-2025-002257,2025-07-26,2025-07-28,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,HMM,PO-NUM-00011431,JPY,290385.0,9775.454545454544,29038.0,3013,327163.0,received,山本進,銀行振込,PAY-00011431,2025-08-25,327163.0
PO-2025-002258,2025-07-26,2025-07-29,SUP-IND-001,インダストリアル商事,MRO,STM,PO-NUM-00011432,JPY,312861.0,11266.363636363636,31284.0,2522,354016.0,received,高橋美咲,銀行振込,PAY-00011432,2025-08-25,354016.0
PO-2025-002259,2025-08-04,2025-08-04,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,HMM,PO-NUM-00011433,JPY,149831.0,7845.454545454545,14982.0,1407,172036.0,received,田中一郎,bank_transfer,PAY-00011433,2025-09-03,172036.0
PO-2025-002260,2025-08-05,2025-08-10,SUP-OFC-001,オフィスマート株式会社,DIRECT_MATERIAL,KMM,PO-NUM-00011434,JPY,423283.0,10610.0,42327.0,5145,472136.0,received,山田太郎,手形,PAY-00011434,2025-09-04,472136.0
PO-2025-002261,2025-08-09,2025-08-14,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,STM,PO-NUM-00011435,JPY,313210.0,12183.636363636362,31319.0,4025,353906.0,received,田中一郎,現金,PAY-00011435,2025-09-08,353906.0
PO-2025-002262,2025-08-15,2025-08-20,SUP-TEC-001,テックサプライ株式会社,MRO,HTB,PO-NUM-00011436,JPY,186750.0,7739.999999999999,18674.0,2238,211700.0,received,田中一郎,銀行振込,PAY-00011436,2025-09-14,211700.0
PO-2025-002263,2025-08-22,2025-08-26,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,HMM,PO-NUM-00011437,JPY,350366.0,7469.090909090908,35035.0,4051,389566.0,received,鈴木次郎,手形,PAY-00011437,2025-09-21,389566.0
PO-2025-002264,2025-08-29,2025-09-01,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,KMM,PO-NUM-00011438,JPY,299122.0,12464.545454545454,29910.0,1361,341382.0,received,山田太郎,銀行振込,PAY-00011438,2025-09-28,341382.0
PO-2025-002265,2025-09-06,2025-09-07,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,HMM,PO-NUM-00011439,JPY,259449.0,7491.818181818181,25943.0,1419,292214.0,received,高橋美咲,bank_transfer,PAY-00011439,2025-10-06,292214.0
PO-2025-002266,2025-09-08,2025-09-12,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,HMM,PO-NUM-00011440,JPY,232582.0,8475.454545454544,23257.0,2931,262231.0,received,田中一郎,bank_transfer,PAY-00011440,2025-10-08,262231.0
PO-2025-002267,2025-09-17,2025-09-19,SUP-TEC-001,テックサプライ株式会社,MRO,KMM,PO-NUM-00011441,JPY,211661.0,7919.090909090908,21164.0,1734,239802.0,received,鈴木次郎,bank_transfer,PAY-00011441,2025-10-17,239802.0
PO-2025-002268,2025-09-24,2025-09-24,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,KMM,PO-NUM-00011442,JPY,166324.0,11484.545454545454,16631.0,1626,193962.0,received,鈴木次郎,現金,PAY-00011442,2025-10-24,193962.0
PO-2025-002269,2025-09-27,2025-09-28,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,HMM,PO-NUM-00011443,JPY,267616.0,10302.727272727272,26760.0,2596,303113.0,received,田中一郎,手形,PAY-00011443,2025-10-27,303113.0
PO-2025-002270,2025-10-02,2025-10-04,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,SZK,PO-NUM-00011444,JPY,227039.0,14223.636363636362,22702.0,1975,263412.0,received,高橋美咲,現金,PAY-00011444,2025-11-01,263412.0
PO-2025-002271,2025-10-07,2025-10-10,SUP-IND-001,インダストリアル商事,DIRECT_MATERIAL,STM,PO-NUM-00011445,JPY,291850.0,8865.454545454544,29184.0,2737,328049.0,received,田中一郎,現金,PAY-00011445,2025-11-06,328049.0
PO-2025-002272,2025-10-14,2025-10-17,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,SZK,PO-NUM-00011446,JPY,265762.0,12048.181818181818,26575.0,1562,304028.0,received,小林誠,銀行振込,PAY-00011446,2025-11-13,304028.0
PO-2025-002273,2025-10-23,2025-10-23,SUP-OFC-001,オフィスマート株式会社,DIRECT_MATERIAL,STM,PO-NUM-00011447,JPY,250895.0,11429.090909090908,25089.0,2018,286538.0,received,田中一郎,現金,PAY-00011447,2025-11-22,286538.0
PO-2025-002274,2025-10-23,2025-10-27,SUP-IND-001,インダストリアル商事,DIRECT_MATERIAL,HTB,PO-NUM-00011448,JPY,105928.0,6161.818181818181,10592.0,794,122504.0,received,山田太郎,現金,PAY-00011448,2025-11-22,122504.0
PO-2025-002275,2025-10-29,2025-11-02,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,HMM,PO-NUM-00011449,JPY,529158.0,13229.090909090908,52915.0,4403,592222.0,received,田中一郎,現金,PAY-00011449,2025-11-28,592222.0
PO-2025-002276,2025-11-08,2025-11-10,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00011450,JPY,300528.0,11141.81818181818,30051.0,3528,339307.0,received,佐藤花子,銀行振込,PAY-00011450,2025-12-08,339307.0
PO-2025-002277,2025-11-09,2025-11-14,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,HTB,PO-NUM-00011451,JPY,275832.0,9647.272727272726,27582.0,4173,309853.0,received,山田太郎,手形,PAY-00011451,2025-12-09,309853.0
PO-2025-002278,2025-11-17,2025-11-19,SUP-OFC-001,オフィスマート株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00011452,JPY,102105.0,7094.545454545454,10210.0,1285,118834.0,received,高橋美咲,bank_transfer,PAY-00011452,2025-12-17,118834.0
PO-2025-002279,2025-11-26,2025-11-27,SUP-TEC-001,テックサプライ株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00011453,JPY,354310.0,10787.272727272726,35430.0,3122,398484.0,received,鈴木次郎,現金,PAY-00011453,2025-12-26,398484.0
PO-2025-002280,2025-11-29,2025-12-01,SUP-OFC-001,オフィスマート株式会社,MRO,HTB,PO-NUM-00011454,JPY,116392.0,5752.727272727272,11638.0,1310,133048.0,received,山本進,bank_transfer,PAY-00011454,2025-12-29,133048.0
PO-2025-002281,2025-12-02,2025-12-06,SUP-IND-001,インダストリアル商事,DIRECT_MATERIAL,SZK,PO-NUM-00011455,JPY,195097.0,8276.363636363636,19509.0,3147,220563.0,received,高橋美咲,手形,PAY-00011455,2026-01-01,220563.0
PO-2025-002282,2025-12-09,2025-12-11,SUP-TEC-001,テックサプライ株式会社,MRO,HTB,PO-NUM-00011456,JPY,255452.0,8911.818181818182,25544.0,2807,287992.0,received,鈴木次郎,手形,PAY-00011456,2026-01-08,287992.0
PO-2025-002283,2025-12-15,2025-12-15,SUP-AMZ-001,アマゾンジャパン合同会社,MRO,SZK,PO-NUM-00011457,JPY,153682.0,7725.454545454545,15367.0,879,176668.0,received,山本進,現金,PAY-00011457,2026-01-14,176668.0
PO-2025-002284,2025-12-19,2025-12-23,SUP-OFC-001,オフィスマート株式会社,DIRECT_MATERIAL,KMM,PO-NUM-00011458,JPY,251447.0,8356.363636363636,25143.0,2705,283077.0,received,高橋美咲,bank_transfer,PAY-00011458,2026-01-18,283077.0
PO-2025-002285,2025-12-23,2025-12-27,SUP-AMZ-001,アマゾンジャパン合同会社,DIRECT_MATERIAL,HMM,PO-NUM-00011459,JPY,106951.0,4714.545454545454,10695.0,1035,121797.0,received,鈴木次郎,bank_transfer,PAY-00011459,2026-01-22,121797.0
PO-2025-008500,2025-01-06,2025-01-07,SUP-EXHA-002,日本発条,DIRECT_MATERIAL,SZK,PO-NUM-00008500,JPY,27432.0,3106.363636363636,2742.0,822,32769.0,received,鈴木次郎,銀行振込,PAY-00008500,2025-02-05,32769.0
PO-2025-008501,2025-01-11,2025-01-13,SUP-EXHA-002,日本発条,MRO,KMM,PO-NUM-00008501,JPY,12096.0,3308.181818181818,1209.0,336,16608.0,received,高橋美咲,bank_transfer,PAY-00008501,2025-02-10,16608.0
PO-2025-008502,2025-01-03,2025-01-06,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,STM,PO-NUM-00008502,JPY,38232.0,3856.363636363636,3822.0,45,46251.0,received,田中一郎,銀行振込,PAY-00008502,2025-02-02,46251.0
PO-2025-008503,2025-01-02,2025-01-04,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,STM,PO-NUM-00008503,JPY,8170650.0,2432.7272727272725,817065.0,138222,8852169.0,received,田中一郎,銀行振込,PAY-00008503,2025-02-01,8852169.0
PO-2025-008504,2025-01-02,2025-01-06,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,SZK,PO-NUM-00008504,JPY,3404466.0,3567.272727272727,340446.0,22080,3726756.0,received,山本進,現金,PAY-00008504,2025-02-01,3726756.0
PO-2025-008505,2025-01-06,2025-01-09,SUP-SUSP-002,KYB,DIRECT_MATERIAL,HTB,PO-NUM-00008505,JPY,869508.0,2329.090909090909,86949.0,25179,933840.0,received,山本進,手形,PAY-00008505,2025-02-05,933840.0
PO-2025-008506,2025-01-09,2025-01-12,SUP-EXHA-002,日本発条,DIRECT_MATERIAL,SZK,PO-NUM-00008506,JPY,422244.0,2230.9090909090905,42222.0,13752,453168.0,received,鈴木次郎,銀行振込,PAY-00008506,2025-02-08,453168.0
PO-2025-008507,2025-01-06,2025-01-09,SUP-SUSP-002,KYB,DIRECT_MATERIAL,HTB,PO-NUM-00008507,JPY,568782.0,3002.7272727272725,56877.0,7503,621459.0,received,小林誠,手形,PAY-00008507,2025-02-05,621459.0
PO-2025-008508,2025-01-07,2025-01-09,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,KMM,PO-NUM-00008508,JPY,1102464.0,3987.272727272727,110244.0,23892,1193202.0,received,田中一郎,銀行振込,PAY-00008508,2025-02-06,1193202.0
PO-2025-008509,2025-01-12,2025-01-13,SUP-SUSP-002,KYB,DIRECT_MATERIAL,HTB,PO-NUM-00008509,JPY,1303812.0,2247.272727272727,130380.0,6426,1430238.0,received,高橋美咲,現金,PAY-00008509,2025-02-11,1430238.0
PO-2025-008510,2025-01-08,2025-01-12,SUP-SUSP-002,KYB,MRO,HTB,PO-NUM-00008510,JPY,9476208.0,2187.272727272727,947619.0,229137,10197096.0,received,山本進,手形,PAY-00008510,2025-02-07,10197096.0
PO-2025-008511,2025-01-08,2025-01-13,SUP-EXHA-001,フタバ産業,MRO,KMM,PO-NUM-00008511,JPY,1464228.0,2550.0,146421.0,24576,1588878.0,received,小林誠,bank_transfer,PAY-00008511,2025-02-07,1588878.0
PO-2025-008512,2025-01-08,2025-01-11,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,HMM,PO-NUM-00008512,JPY,1797066.0,4069.090909090909,179706.0,54360,1926888.0,received,小林誠,bank_transfer,PAY-00008512,2025-02-07,1926888.0
PO-2025-008513,2025-01-01,2025-01-04,SUP-SUSP-003,日立Astemo,MRO,HTB,PO-NUM-00008513,JPY,1247670.0,2517.272727272727,124767.0,36174,1339032.0,received,田中一郎,手形,PAY-00008513,2025-01-31,1339032.0
PO-2025-008514,2025-01-06,2025-01-10,SUP-EV-003,BYD,MRO,HTB,PO-NUM-00008514,JPY,1624194.0,1920.0,162417.0,2001,1786722.0,received,小林誠,手形,PAY-00008514,2025-02-05,1786722.0
PO-2025-008515,2025-01-02,2025-01-04,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,KMM,PO-NUM-00008515,JPY,966456.0,2618.181818181818,96645.0,30675,1035306.0,received,鈴木次郎,手形,PAY-00008515,2025-02-01,1035306.0
PO-2025-008516,2025-01-08,2025-01-12,SUP-SUSP-002,KYB,MRO,KMM,PO-NUM-00008516,JPY,1183032.0,3488.181818181818,118302.0,2466,1302705.0,received,田中一郎,bank_transfer,PAY-00008516,2025-02-07,1302705.0
PO-2025-008517,2025-01-07,2025-01-12,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,STM,PO-NUM-00008517,JPY,727056.0,2986.363636363636,72705.0,15165,787881.0,received,鈴木次郎,手形,PAY-00008517,2025-02-06,787881.0
PO-2025-008518,2025-01-05,2025-01-08,SUP-EV-001,CATL,DIRECT_MATERIAL,SZK,PO-NUM-00008518,JPY,1425096.0,3280.9090909090905,142509.0,42324,1528890.0,received,佐藤花子,bank_transfer,PAY-00008518,2025-02-04,1528890.0
PO-2025-008519,2025-01-06,2025-01-06,SUP-EXHA-001,フタバ産業,DIRECT_MATERIAL,HTB,PO-NUM-00008519,JPY,14385.0,3133.6363636363635,1436.0,91,19178.0,received,高橋美咲,bank_transfer,PAY-00008519,2025-02-05,19178.0
PO-2025-008520,2025-01-02,2025-01-03,SUP-EXHA-002,日本発条,DIRECT_MATERIAL,KMM,PO-NUM-00008520,JPY,5383.0,2255.454545454545,537.0,18,8383.0,received,小林誠,手形,PAY-00008520,2025-02-01,8383.0
PO-2025-008521,2025-01-05,2025-01-10,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,HTB,PO-NUM-00008521,JPY,17301.0,2333.6363636363635,1728.0,118,21478.0,received,佐藤花子,bank_transfer,PAY-00008521,2025-02-04,21478.0
PO-2025-008522,2025-01-04,2025-01-04,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,STM,PO-NUM-00008522,JPY,3121437.0,2510.9090909090905,312141.0,33358,3402982.0,received,山田太郎,銀行振込,PAY-00008522,2025-02-03,3402982.0
PO-2025-008523,2025-01-07,2025-01-07,SUP-ELEC-001,パナソニックオートモーティブシステムズ,MRO,SZK,PO-NUM-00008523,JPY,649436.0,2586.363636363636,64943.0,6733,710491.0,received,田中一郎,手形,PAY-00008523,2025-02-06,710491.0
PO-2025-008524,2025-01-04,2025-01-07,SUP-SUSP-003,日立Astemo,MRO,SZK,PO-NUM-00008524,JPY,368852.0,1310.0,36884.0,5148,402030.0,received,山田太郎,現金,PAY-00008524,2025-02-03,402030.0
PO-2025-008525,2025-01-09,2025-01-11,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,KMM,PO-NUM-00008525,JPY,239425.0,1582.7272727272723,23940.0,2583,262523.0,received,山田太郎,手形,PAY-00008525,2025-02-08,262523.0
PO-2025-008526,2025-01-04,2025-01-07,SUP-EV-002,LGエナジーソリューション,DIRECT_MATERIAL,HTB,PO-NUM-00008526,JPY,160072.0,3430.9090909090905,16005.0,4711,175140.0,received,鈴木次郎,bank_transfer,PAY-00008526,2025-02-03,175140.0
PO-2025-008527,2025-01-08,2025-01-09,SUP-SUSP-002,KYB,MRO,STM,PO-NUM-00008527,JPY,266889.0,1472.7272727272723,26686.0,6139,289056.0,received,山本進,bank_transfer,PAY-00008527,2025-02-07,289056.0
PO-2025-008528,2025-01-05,2025-01-08,SUP-EV-003,BYD,MRO,STM,PO-NUM-00008528,JPY,379522.0,1455.4545454545453,37951.0,6793,412281.0,received,山本進,手形,PAY-00008528,2025-02-04,412281.0
PO-2025-008529,2025-01-11,2025-01-12,SUP-EV-001,CATL,MRO,SZK,PO-NUM-00008529,JPY,2065068.0,1278.181818181818,206506.0,19350,2253630.0,received,佐藤花子,手形,PAY-00008529,2025-02-10,2253630.0
PO-2025-008530,2025-01-08,2025-01-09,SUP-EXHA-002,日本発条,MRO,HMM,PO-NUM-00008530,JPY,231249.0,2831.818181818181,23122.0,3755,253732.0,received,佐藤花子,現金,PAY-00008530,2025-02-07,253732.0
PO-2025-008531,2025-01-08,2025-01-09,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,HMM,PO-NUM-00008531,JPY,367297.0,1572.7272727272723,36728.0,3142,402613.0,received,鈴木次郎,手形,PAY-00008531,2025-02-07,402613.0
PO-2025-008532,2025-01-05,2025-01-07,SUP-SUSP-002,KYB,MRO,KMM,PO-NUM-00008532,JPY,478175.0,2535.454545454545,47817.0,9155,519625.0,received,鈴木次郎,手形,PAY-00008532,2025-02-04,519625.0
PO-2025-008533,2025-01-02,2025-01-05,SUP-SUSP-003,日立Astemo,MRO,KMM,PO-NUM-00008533,JPY,207257.0,1810.9090909090908,20725.0,6050,223924.0,received,鈴木次郎,銀行振込,PAY-00008533,2025-02-01,223924.0
PO-2025-008534,2025-01-12,2025-01-13,SUP-AUTO-001,デンソー,MRO,HTB,PO-NUM-00008534,JPY,497134.0,3590.9090909090905,49712.0,14337,536460.0,received,鈴木次郎,銀行振込,PAY-00008534,2025-02-11,536460.0
PO-2025-008535,2025-01-05,2025-01-07,SUP-SUSP-003,日立Astemo,MRO,HMM,PO-NUM-00008535,JPY,265788.0,1310.0,26578.0,8359,285449.0,received,鈴木次郎,銀行振込,PAY-00008535,2025-02-04,285449.0
PO-2025-008536,2025-01-07,2025-01-08,SUP-EV-001,CATL,DIRECT_MATERIAL,SZK,PO-NUM-00008536,JPY,482511.0,3065.454545454545,48249.0,7538,526594.0,received,佐藤花子,銀行振込,PAY-00008536,2025-02-06,526594.0
PO-2025-008538,2025-01-01,2025-01-05,SUP-EV-002,LGエナジーソリューション,MRO,STM,PO-NUM-00008538,JPY,7176.0,3389.9999999999995,717.0,66,11556.0,received,小林誠,手形,PAY-00008538,2025-01-31,11556.0
PO-2025-008539,2025-01-02,2025-01-02,SUP-ELEC-001,パナソニックオートモーティブシステムズ,DIRECT_MATERIAL,KMM,PO-NUM-00008539,JPY,11586.0,3305.454545454545,1158.0,219,16161.0,received,佐藤花子,手形,PAY-00008539,2025-02-01,16161.0
PO-2025-008540,2025-01-05,2025-01-08,SUP-AUTO-003,ジヤトコ,DIRECT_MATERIAL,SZK,PO-NUM-00008540,JPY,10800.0,2037.272727272727,1080.0,183,13938.0,received,山田太郎,現金,PAY-00008540,2025-02-04,13938.0
