purchase_order_id,order_date,expected_delivery_date,supplier_id,supplier_name,account_group,location_id,purchase_order_number,currency,order_subtotal_ex_tax,shipping_fee_ex_tax,tax_amount,discount_amount_incl_tax,order_total_incl_tax,order_status,approver,payment_method,payment_confirmation_id,payment_date,payment_amount
PO-2022-000012,2022-01-15,2022-01-22,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000013,JPY,3187602,300,318760,0,3506662,received,鈴木次郎,bank_transfer,PAY-00000013,2022-02-23,3506662
PO-2022-000013,2022-01-15,2022-01-22,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000014,JPY,1234899,300,123489,0,1358688,received,鈴木次郎,bank_transfer,PAY-00000014,2022-02-20,1358688
PO-2022-000014,2022-01-15,2022-01-22,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000015,JPY,718056,800,71805,0,790661,received,鈴木次郎,bank_transfer,PAY-00000015,2022-02-22,790661
PO-2022-000015,2022-01-15,2022-01-22,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000016,JPY,190080,0,19008,0,209088,received,山田太郎,bank_transfer,PAY-00000016,2022-02-20,209088
PO-2022-000016,2022-01-15,2022-01-22,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000017,JPY,352089,800,35208,0,388097,received,鈴木次郎,bank_transfer,PAY-00000017,2022-02-19,388097
PO-2022-000017,2022-01-15,2022-01-22,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000018,JPY,201906,800,20190,0,222896,received,佐藤花子,bank_transfer,PAY-00000018,2022-02-20,222896
PO-2022-000018,2022-01-15,2022-01-22,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000019,JPY,232218,300,23221,0,255739,received,田中一郎,bank_transfer,PAY-00000019,2022-02-22,255739
PO-2022-000019,2022-01-15,2022-01-22,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000020,JPY,4437,800,443,0,5680,received,田中一郎,bank_transfer,PAY-00000020,2022-02-21,5680
PO-2022-000020,2022-01-15,2022-01-22,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000021,JPY,26820,0,2682,0,29502,received,鈴木次郎,bank_transfer,PAY-00000021,2022-02-19,29502
PO-2022-000021,2022-01-15,2022-01-22,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000022,JPY,4650,800,465,0,5915,received,佐藤花子,bank_transfer,PAY-00000022,2022-02-23,5915
PO-2022-000022,2022-01-15,2022-01-22,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000023,JPY,106926,800,10692,0,118418,received,田中一郎,bank_transfer,PAY-00000023,2022-02-23,118418
PO-2022-000023,2022-01-15,2022-01-22,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000024,JPY,4749,300,474,0,5523,received,山田太郎,bank_transfer,PAY-00000024,2022-02-22,5523
PO-2022-000024,2022-01-15,2022-01-22,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000025,JPY,173628,0,17362,0,190990,received,鈴木次郎,bank_transfer,PAY-00000025,2022-02-22,190990
PO-2022-000025,2022-01-15,2022-01-22,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000026,JPY,41670,0,4167,0,45837,received,鈴木次郎,bank_transfer,PAY-00000026,2022-02-19,45837
PO-2022-000026,2022-01-15,2022-01-22,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000027,JPY,66204,500,6620,0,73324,received,鈴木次郎,bank_transfer,PAY-00000027,2022-02-21,73324
PO-2022-000027,2022-01-20,2022-01-27,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000028,JPY,11424,500,1142,0,13066,received,山田太郎,bank_transfer,PAY-00000028,2022-02-26,13066
PO-2022-000028,2022-01-20,2022-01-27,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000029,JPY,41100,800,4110,0,46010,received,山田太郎,bank_transfer,PAY-00000029,2022-02-24,46010
PO-2022-000029,2022-01-20,2022-01-27,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000030,JPY,24392,0,2439,0,26831,received,鈴木次郎,bank_transfer,PAY-00000030,2022-02-24,26831
PO-2022-000030,2022-01-20,2022-01-27,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000031,JPY,185480,800,18548,0,204828,received,山田太郎,bank_transfer,PAY-00000031,2022-02-26,204828
PO-2022-000031,2022-01-20,2022-01-27,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000032,JPY,26824,500,2682,0,30006,received,佐藤花子,bank_transfer,PAY-00000032,2022-02-27,30006
PO-2022-000032,2022-01-20,2022-01-27,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000033,JPY,302668,800,30266,0,333734,received,鈴木次郎,bank_transfer,PAY-00000033,2022-02-25,333734
PO-2022-000033,2022-01-20,2022-01-27,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000034,JPY,56808,500,5680,0,62988,received,佐藤花子,bank_transfer,PAY-00000034,2022-02-27,62988
PO-2022-000034,2022-01-20,2022-01-27,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000035,JPY,52904,300,5290,0,58494,received,佐藤花子,bank_transfer,PAY-00000035,2022-02-27,58494
PO-2022-000035,2022-01-27,2022-02-03,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000036,JPY,2592,800,259,0,3651,received,鈴木次郎,bank_transfer,PAY-00000036,2022-03-06,3651
PO-2022-000036,2022-01-27,2022-02-03,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000037,JPY,1572,500,157,0,2229,received,鈴木次郎,bank_transfer,PAY-00000037,2022-03-04,2229
PO-2022-000037,2022-01-27,2022-02-03,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000038,JPY,2736,500,273,0,3509,received,鈴木次郎,bank_transfer,PAY-00000038,2022-03-03,3509
PO-2022-000038,2022-01-27,2022-02-03,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000039,JPY,312417,500,31241,0,344158,received,山田太郎,bank_transfer,PAY-00000039,2022-03-07,344158
PO-2022-000039,2022-01-27,2022-02-03,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000040,JPY,103169,800,10316,0,114285,received,田中一郎,bank_transfer,PAY-00000040,2022-03-03,114285
PO-2022-000040,2022-01-27,2022-02-03,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000041,JPY,74329,500,7432,0,82261,received,佐藤花子,bank_transfer,PAY-00000041,2022-03-07,82261
PO-2022-000041,2022-01-27,2022-02-03,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000042,JPY,12895,0,1289,0,14184,received,佐藤花子,bank_transfer,PAY-00000042,2022-03-07,14184
PO-2022-000042,2022-01-27,2022-02-03,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000043,JPY,28146,300,2814,0,31260,received,山田太郎,bank_transfer,PAY-00000043,2022-03-06,31260
PO-2022-000043,2022-01-27,2022-02-03,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000044,JPY,24810,0,2481,0,27291,received,山田太郎,bank_transfer,PAY-00000044,2022-03-04,27291
PO-2022-000044,2022-01-27,2022-02-03,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000045,JPY,15760,300,1576,0,17636,received,鈴木次郎,bank_transfer,PAY-00000045,2022-03-07,17636
PO-2022-000045,2022-01-27,2022-02-03,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000046,JPY,10170,0,1017,0,11187,received,田中一郎,bank_transfer,PAY-00000046,2022-03-03,11187
PO-2022-000046,2022-01-27,2022-02-03,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000047,JPY,1610,500,161,0,2271,received,鈴木次郎,bank_transfer,PAY-00000047,2022-03-06,2271
PO-2022-000047,2022-01-27,2022-02-03,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000048,JPY,6920,300,692,0,7912,received,鈴木次郎,bank_transfer,PAY-00000048,2022-03-07,7912
PO-2022-000048,2022-01-27,2022-02-03,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000049,JPY,1301618,0,130161,0,1431779,received,鈴木次郎,bank_transfer,PAY-00000049,2022-03-06,1431779
PO-2022-000049,2022-01-27,2022-02-03,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000050,JPY,352766,500,35276,0,388542,received,鈴木次郎,bank_transfer,PAY-00000050,2022-03-05,388542
PO-2022-000050,2022-01-27,2022-02-03,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000051,JPY,79828,0,7982,0,87810,received,佐藤花子,bank_transfer,PAY-00000051,2022-03-07,87810
PO-2022-000051,2022-01-27,2022-02-03,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000052,JPY,45420,0,4542,0,49962,received,佐藤花子,bank_transfer,PAY-00000052,2022-03-06,49962
PO-2022-000052,2022-01-27,2022-02-03,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000053,JPY,30974,300,3097,0,34371,received,山田太郎,bank_transfer,PAY-00000053,2022-03-07,34371
PO-2022-000053,2022-01-27,2022-02-03,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000054,JPY,34444,300,3444,0,38188,received,田中一郎,bank_transfer,PAY-00000054,2022-03-03,38188
PO-2022-000054,2022-01-27,2022-02-03,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000055,JPY,27944,500,2794,0,31238,received,山田太郎,bank_transfer,PAY-00000055,2022-03-07,31238
PO-2022-000055,2022-01-30,2022-02-06,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000056,JPY,10520,300,1052,0,11872,received,山田太郎,bank_transfer,PAY-00000056,2022-03-09,11872
PO-2022-000056,2022-01-30,2022-02-06,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000057,JPY,30125,0,3012,0,33137,received,田中一郎,bank_transfer,PAY-00000057,2022-03-06,33137
PO-2022-000057,2022-01-30,2022-02-06,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000058,JPY,15710,300,1571,0,17581,received,佐藤花子,bank_transfer,PAY-00000058,2022-03-07,17581
PO-2022-000058,2022-01-30,2022-02-06,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000059,JPY,331865,300,33186,0,365351,received,山田太郎,bank_transfer,PAY-00000059,2022-03-10,365351
PO-2022-000059,2022-01-30,2022-02-06,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000060,JPY,46690,500,4669,0,51859,received,田中一郎,bank_transfer,PAY-00000060,2022-03-10,51859
PO-2022-000060,2022-01-30,2022-02-06,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000061,JPY,302070,800,30207,0,333077,received,佐藤花子,bank_transfer,PAY-00000061,2022-03-06,333077
PO-2022-000061,2022-01-30,2022-02-06,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000062,JPY,131200,0,13120,0,144320,received,山田太郎,bank_transfer,PAY-00000062,2022-03-08,144320
PO-2022-000062,2022-01-30,2022-02-06,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000063,JPY,109840,500,10984,0,121324,received,佐藤花子,bank_transfer,PAY-00000063,2022-03-06,121324
PO-2022-000063,2022-02-01,2022-02-08,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000064,JPY,47796,500,4779,0,53075,received,田中一郎,bank_transfer,PAY-00000064,2022-03-08,53075
PO-2022-000064,2022-02-01,2022-02-08,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000065,JPY,60816,300,6081,0,67197,received,佐藤花子,bank_transfer,PAY-00000065,2022-03-09,67197
PO-2022-000065,2022-02-01,2022-02-08,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000066,JPY,221144,0,22114,0,243258,received,山田太郎,bank_transfer,PAY-00000066,2022-03-11,243258
PO-2022-000066,2022-02-01,2022-02-08,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000067,JPY,16983064,500,1698306,0,18681870,received,佐藤花子,bank_transfer,PAY-00000067,2022-03-10,18681870
PO-2022-000067,2022-02-01,2022-02-08,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000068,JPY,3989524,300,398952,0,4388776,received,佐藤花子,bank_transfer,PAY-00000068,2022-03-12,4388776
PO-2022-000068,2022-02-01,2022-02-08,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000069,JPY,1297268,300,129726,0,1427294,received,山田太郎,bank_transfer,PAY-00000069,2022-03-12,1427294
PO-2022-000069,2022-02-01,2022-02-08,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000070,JPY,721392,800,72139,0,794331,received,田中一郎,bank_transfer,PAY-00000070,2022-03-09,794331
PO-2022-000070,2022-02-01,2022-02-08,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000071,JPY,1111712,300,111171,0,1223183,received,鈴木次郎,bank_transfer,PAY-00000071,2022-03-09,1223183
PO-2022-000071,2022-02-01,2022-02-08,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000072,JPY,675192,500,67519,0,743211,received,佐藤花子,bank_transfer,PAY-00000072,2022-03-10,743211
PO-2022-000072,2022-02-01,2022-02-08,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000073,JPY,354704,0,35470,0,390174,received,佐藤花子,bank_transfer,PAY-00000073,2022-03-08,390174
PO-2022-000073,2022-02-01,2022-02-08,SUP-004,アイシン株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000074,JPY,15040,300,1504,0,16844,received,鈴木次郎,bank_transfer,PAY-00000074,2022-03-12,16844
PO-2022-000074,2022-02-01,2022-02-08,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000075,JPY,23430,300,2343,0,26073,received,佐藤花子,bank_transfer,PAY-00000075,2022-03-11,26073
PO-2022-000075,2022-02-01,2022-02-08,SUP-004,アイシン株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000076,JPY,63140,500,6314,0,69954,received,田中一郎,bank_transfer,PAY-00000076,2022-03-12,69954
PO-2022-000076,2022-02-01,2022-02-08,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000077,JPY,2700030,300,270003,0,2970333,received,鈴木次郎,bank_transfer,PAY-00000077,2022-03-10,2970333
PO-2022-000077,2022-02-01,2022-02-08,SUP-003,デンソー株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000078,JPY,560315,500,56031,0,616846,received,山田太郎,bank_transfer,PAY-00000078,2022-03-09,616846
PO-2022-000078,2022-02-01,2022-02-08,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000079,JPY,209465,300,20946,0,230711,received,田中一郎,bank_transfer,PAY-00000079,2022-03-09,230711
PO-2022-000079,2022-02-01,2022-02-08,SUP-003,デンソー株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000080,JPY,139325,0,13932,0,153257,received,田中一郎,bank_transfer,PAY-00000080,2022-03-10,153257
PO-2022-000080,2022-02-01,2022-02-08,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000081,JPY,160715,300,16071,0,177086,received,田中一郎,bank_transfer,PAY-00000081,2022-03-12,177086
PO-2022-000081,2022-02-01,2022-02-08,SUP-004,アイシン株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000082,JPY,137870,500,13787,0,152157,received,鈴木次郎,bank_transfer,PAY-00000082,2022-03-09,152157
PO-2022-000082,2022-02-01,2022-02-08,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,SZK,PO-NUM-00000083,JPY,61490,0,6149,0,67639,received,田中一郎,bank_transfer,PAY-00000083,2022-03-12,67639
PO-2022-000083,2022-02-06,2022-02-13,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000084,JPY,18060,500,1806,0,20366,received,佐藤花子,bank_transfer,PAY-00000084,2022-03-14,20366
PO-2022-000084,2022-02-06,2022-02-13,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000085,JPY,9775,500,977,0,11252,received,鈴木次郎,bank_transfer,PAY-00000085,2022-03-16,11252
PO-2022-000085,2022-02-06,2022-02-13,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000086,JPY,32670,800,3267,0,36737,received,山田太郎,bank_transfer,PAY-00000086,2022-03-16,36737
PO-2022-000086,2022-02-06,2022-02-13,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000087,JPY,2547320,0,254732,0,2802052,received,鈴木次郎,bank_transfer,PAY-00000087,2022-03-15,2802052
PO-2022-000087,2022-02-06,2022-02-13,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000088,JPY,911305,500,91130,0,1002935,received,鈴木次郎,bank_transfer,PAY-00000088,2022-03-16,1002935
PO-2022-000088,2022-02-06,2022-02-13,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000089,JPY,354460,0,35446,0,389906,received,田中一郎,bank_transfer,PAY-00000089,2022-03-17,389906
PO-2022-000089,2022-02-06,2022-02-13,SUP-005,矢崎総業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000090,JPY,123045,800,12304,0,136149,received,佐藤花子,bank_transfer,PAY-00000090,2022-03-14,136149
PO-2022-000090,2022-02-06,2022-02-13,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000091,JPY,173305,300,17330,0,190935,received,佐藤花子,bank_transfer,PAY-00000091,2022-03-16,190935
PO-2022-000091,2022-02-06,2022-02-13,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000092,JPY,105350,300,10535,0,116185,received,佐藤花子,bank_transfer,PAY-00000092,2022-03-17,116185
PO-2022-000092,2022-02-06,2022-02-13,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000093,JPY,110400,500,11040,0,121940,received,佐藤花子,bank_transfer,PAY-00000093,2022-03-16,121940
PO-2022-000093,2022-02-06,2022-02-13,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000094,JPY,5212,0,521,0,5733,received,佐藤花子,bank_transfer,PAY-00000094,2022-03-13,5733
PO-2022-000094,2022-02-06,2022-02-13,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000095,JPY,1762,500,176,0,2438,received,佐藤花子,bank_transfer,PAY-00000095,2022-03-15,2438
PO-2022-000095,2022-02-06,2022-02-13,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000096,JPY,13440,300,1344,0,15084,received,佐藤花子,bank_transfer,PAY-00000096,2022-03-13,15084
PO-2022-000096,2022-02-06,2022-02-13,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000097,JPY,1306296,300,130629,0,1437225,received,佐藤花子,bank_transfer,PAY-00000097,2022-03-17,1437225
PO-2022-000097,2022-02-06,2022-02-13,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000098,JPY,335672,800,33567,0,370039,received,田中一郎,bank_transfer,PAY-00000098,2022-03-16,370039
PO-2022-000098,2022-02-06,2022-02-13,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000099,JPY,141606,800,14160,0,156566,received,鈴木次郎,bank_transfer,PAY-00000099,2022-03-14,156566
PO-2022-000099,2022-02-06,2022-02-13,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000100,JPY,45250,800,4525,0,50575,received,田中一郎,bank_transfer,PAY-00000100,2022-03-14,50575
PO-2022-000100,2022-02-06,2022-02-13,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000101,JPY,67034,800,6703,0,74537,received,鈴木次郎,bank_transfer,PAY-00000101,2022-03-14,74537
PO-2022-000101,2022-02-06,2022-02-13,SUP-004,アイシン株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000102,JPY,31416,300,3141,0,34857,received,鈴木次郎,bank_transfer,PAY-00000102,2022-03-17,34857
PO-2022-000102,2022-02-06,2022-02-13,SUP-003,デンソー株式会社,DIRECT_MATERIAL,STM,PO-NUM-00000103,JPY,29136,800,2913,0,32849,received,田中一郎,bank_transfer,PAY-00000103,2022-03-16,32849
PO-2022-000103,2022-02-09,2022-02-16,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000104,JPY,1042,800,104,0,1946,received,佐藤花子,bank_transfer,PAY-00000104,2022-03-16,1946
PO-2022-000104,2022-02-09,2022-02-16,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000105,JPY,2380,800,238,0,3418,received,田中一郎,bank_transfer,PAY-00000105,2022-03-16,3418
PO-2022-000105,2022-02-09,2022-02-16,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000106,JPY,5500,800,550,0,6850,received,鈴木次郎,bank_transfer,PAY-00000106,2022-03-17,6850
PO-2022-000106,2022-02-09,2022-02-16,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000107,JPY,353475,800,35347,0,389622,received,山田太郎,bank_transfer,PAY-00000107,2022-03-16,389622
PO-2022-000107,2022-02-09,2022-02-16,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000108,JPY,135654,300,13565,0,149519,received,佐藤花子,bank_transfer,PAY-00000108,2022-03-19,149519
PO-2022-000108,2022-02-09,2022-02-16,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000109,JPY,70630,500,7063,0,78193,received,鈴木次郎,bank_transfer,PAY-00000109,2022-03-17,78193
PO-2022-000109,2022-02-09,2022-02-16,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000110,JPY,14596,0,1459,0,16055,received,鈴木次郎,bank_transfer,PAY-00000110,2022-03-18,16055
PO-2022-000110,2022-02-09,2022-02-16,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000111,JPY,36708,0,3670,0,40378,received,鈴木次郎,bank_transfer,PAY-00000111,2022-03-18,40378
PO-2022-000111,2022-02-09,2022-02-16,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000112,JPY,26576,500,2657,0,29733,received,鈴木次郎,bank_transfer,PAY-00000112,2022-03-20,29733
PO-2022-000112,2022-02-09,2022-02-16,SUP-003,デンソー株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000113,JPY,26728,800,2672,0,30200,received,佐藤花子,bank_transfer,PAY-00000113,2022-03-19,30200
PO-2022-000113,2022-02-09,2022-02-16,SUP-004,アイシン株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000114,JPY,1724,800,172,0,2696,received,田中一郎,bank_transfer,PAY-00000114,2022-03-19,2696
PO-2022-000114,2022-02-09,2022-02-16,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000115,JPY,6625,0,662,0,7287,received,田中一郎,bank_transfer,PAY-00000115,2022-03-20,7287
PO-2022-000115,2022-02-09,2022-02-16,SUP-001,日本製鉄株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000116,JPY,4995,500,499,0,5994,received,山田太郎,bank_transfer,PAY-00000116,2022-03-17,5994
PO-2022-000116,2022-02-09,2022-02-16,SUP-002,住友電気工業株式会社,DIRECT_MATERIAL,HTB,PO-NUM-00000117,JPY,60867,800,6086,0,67753,received,山田太郎,bank_transfer,PAY-00000117,2022-03-20,67753
