shipment_id,shipment_timestamp,location_id,customer_id
HNT-sea-20250314-001,2025-03-15 02:38:50,HMM,DEAL-005
HNT-sea-20250318-001,2025-03-18 20:25:50,HMM,DEAL-005
HNT-sea-20250323-001,2025-03-24 05:39:58,STM,DEAL-006
HNT-air-20250320-001,2025-03-21 05:08:08,HTB,DEAL-007
HNT-air-20250319-001,2025-03-20 06:33:08,HTB,DEAL-007
HNL-sea-20250325-001,2025-03-25 23:13:33,SZK,DEAL-008
HNL-air-20250321-001,2025-03-21 21:10:33,SZK,DEAL-008
YML-road-20250320-001,2025-03-21 01:38:35,HMM,DEAL-005
NPL-sea-20250328-001,2025-03-29 00:05:10,STM,DEAL-001
HNT-road-20250330-001,2025-03-30 21:56:20,SZK,DEAL-003
NPL-air-20250323-001,2025-03-24 01:24:20,SZK,DEAL-003
SEI-road-20250328-001,2025-03-28 22:44:20,SZK,DEAL-003
HNT-sea-20250326-001,2025-03-27 03:34:04,KMM,DEAL-004
HNT-road-20250328-001,2025-03-29 00:26:05,HTB,DEAL-002
YML-road-20250328-001,2025-03-28 22:06:58,SZK,DEAL-003
HNT-sea-20250412-001,2025-04-12 23:21:12,KMM,DEAL-004
NPL-air-20250331-001,2025-03-31 22:36:35,STM,DEAL-001
SEI-road-20250402-001,2025-04-03 03:41:24,HMM,DEAL-005
YML-road-20250405-001,2025-04-06 07:57:24,HMM,DEAL-005
HNL-road-20250409-001,2025-04-09 18:34:43,HTB,DEAL-002
HNL-road-20250410-001,2025-04-10 20:35:43,HTB,DEAL-002
NPL-air-20250411-001,2025-04-12 01:42:11,SZK,DEAL-003
SEI-road-20250404-001,2025-04-05 03:09:55,KMM,DEAL-004
NPL-road-20250404-001,2025-04-05 04:49:55,KMM,DEAL-004
SEI-air-20250411-001,2025-04-12 02:51:20,HTB,DEAL-002
HNL-sea-20250407-001,2025-04-08 05:24:20,HTB,DEAL-002
HNT-road-20250412-001,2025-04-12 23:01:20,HTB,DEAL-002
HNT-air-20250411-001,2025-04-12 07:12:36,STM,DEAL-001
HNL-air-20250414-001,2025-04-15 07:10:36,STM,DEAL-001
SEI-air-20250415-001,2025-04-16 04:24:37,SZK,DEAL-003
NPL-air-20250416-001,2025-04-17 01:35:48,KMM,DEAL-004
NPL-sea-20250417-001,2025-04-18 05:25:47,HMM,DEAL-005
SEI-road-20250414-001,2025-04-15 02:30:47,HMM,DEAL-005
YML-road-20250416-001,2025-04-17 00:46:47,HMM,DEAL-005
SEI-sea-20250420-001,2025-04-21 06:26:03,HTB,DEAL-002
NPL-air-20250415-001,2025-04-16 07:56:03,HTB,DEAL-002
SEI-air-20250418-001,2025-04-19 07:50:03,HTB,DEAL-002
HNT-road-20250416-001,2025-04-16 22:54:13,HTB,DEAL-007
NPL-road-20250415-001,2025-04-16 02:38:13,HTB,DEAL-007
HNL-air-20250418-001,2025-04-18 16:42:14,HMM,DEAL-005
YML-air-20250420-001,2025-04-20 20:24:14,HMM,DEAL-005
HNT-sea-20250419-001,2025-04-19 17:32:14,HMM,DEAL-005
HNL-air-20250421-001,2025-04-22 00:47:22,STM,DEAL-001
SEI-sea-20250427-001,2025-04-28 06:51:22,STM,DEAL-001
SEI-air-20250420-001,2025-04-20 22:05:27,KMM,DEAL-004
YML-road-20250501-001,2025-05-01 21:14:45,SZK,DEAL-003
NPL-air-20250430-002,2025-05-01 07:53:00,HTB,DEAL-002
NPL-air-20250427-001,2025-04-27 21:06:18,STM,DEAL-006
HNT-sea-20250427-001,2025-04-28 05:10:15,SZK,DEAL-008
NPL-sea-20250429-001,2025-04-30 01:41:15,SZK,DEAL-008
HNT-sea-20250428-001,2025-04-29 04:43:14,STM,DEAL-001
SEI-road-20250505-001,2025-05-06 00:29:14,STM,DEAL-001
YML-sea-20250503-001,2025-05-03 22:29:14,STM,DEAL-001
YML-road-20250429-001,2025-04-29 23:58:22,HMM,DEAL-005
SEI-road-20250429-001,2025-04-30 00:45:22,HMM,DEAL-005
YML-road-20250501-002,2025-05-01 22:06:22,HMM,DEAL-005
NPL-road-20250514-001,2025-05-15 06:42:16,KMM,DEAL-004
HNL-sea-20250512-001,2025-05-13 05:23:16,KMM,DEAL-004
NPL-road-20250430-001,2025-05-01 00:21:47,SZK,DEAL-003
NPL-air-20250501-001,2025-05-01 23:05:53,STM,DEAL-001
YML-sea-20250503-002,2025-05-03 19:35:53,STM,DEAL-001
YML-sea-20250507-001,2025-05-08 01:41:53,STM,DEAL-001
SEI-road-20250505-002,2025-05-06 02:22:25,HTB,DEAL-002
NPL-air-20250513-001,2025-05-14 05:13:46,STM,DEAL-001
YML-road-20250514-001,2025-05-14 21:36:45,HMM,DEAL-005
HNT-sea-20250516-001,2025-05-17 03:45:44,KMM,DEAL-004
HNL-sea-20250517-001,2025-05-17 23:15:44,KMM,DEAL-004
YML-road-20250518-001,2025-05-19 06:42:07,HTB,DEAL-002
HNT-air-20250518-001,2025-05-18 23:22:10,SZK,DEAL-003
YML-air-20250531-001,2025-06-01 05:21:28,KMM,DEAL-004
NPL-air-20250528-001,2025-05-29 04:29:28,KMM,DEAL-004
HNL-sea-20250527-001,2025-05-28 05:08:28,KMM,DEAL-004
SEI-air-20250525-001,2025-05-26 04:50:40,SZK,DEAL-003
SEI-air-20250518-001,2025-05-19 06:12:40,SZK,DEAL-003
SEI-air-20250530-001,2025-05-31 00:38:40,SZK,DEAL-003
YML-air-20250521-001,2025-05-22 08:31:12,STM,DEAL-001
HNL-road-20250520-001,2025-05-20 22:37:21,HMM,DEAL-005
NPL-road-20250528-001,2025-05-29 05:45:37,KMM,DEAL-004
HNT-road-20250527-001,2025-05-28 04:33:45,HTB,DEAL-002
SEI-air-20250603-001,2025-06-04 00:53:27,STM,DEAL-001
YML-road-20250529-001,2025-05-29 23:25:50,HMM,DEAL-005
SEI-air-20250605-001,2025-06-05 21:53:50,HMM,DEAL-005
SEI-air-20250605-002,2025-06-06 07:42:58,SZK,DEAL-003
SEI-air-20250602-001,2025-06-03 08:49:58,SZK,DEAL-003
HNL-air-20250604-001,2025-06-05 07:52:13,HTB,DEAL-002
HNL-sea-20250603-001,2025-06-04 05:31:13,HTB,DEAL-002
SEI-air-20250606-001,2025-06-07 04:04:13,HTB,DEAL-002
YML-sea-20250601-001,2025-06-02 03:53:30,KMM,DEAL-004
HNT-road-20250607-001,2025-06-07 21:11:27,STM,DEAL-006
HNT-sea-20250606-001,2025-06-07 00:46:04,HTB,DEAL-007
HNT-air-20250601-001,2025-06-01 19:33:04,HTB,DEAL-007
SEI-road-20250616-001,2025-06-17 00:45:17,SZK,DEAL-008
SEI-road-20250605-001,2025-06-05 23:00:17,SZK,DEAL-008
SEI-air-20250601-001,2025-06-01 21:39:17,SZK,DEAL-008
HNL-sea-20250609-001,2025-06-09 22:30:45,STM,DEAL-001
YML-air-20250621-001,2025-06-21 22:28:01,SZK,DEAL-003
HNT-road-20250612-001,2025-06-12 21:47:29,HMM,DEAL-005
HNT-road-20250615-001,2025-06-15 21:57:29,HMM,DEAL-005
NPL-road-20250611-001,2025-06-12 01:33:29,HMM,DEAL-005
HNT-air-20250613-001,2025-06-14 04:23:34,STM,DEAL-001
YML-air-20250612-001,2025-06-12 23:32:34,STM,DEAL-001
HNL-sea-20250620-001,2025-06-21 00:44:26,KMM,DEAL-004
NPL-sea-20250618-001,2025-06-18 21:17:26,KMM,DEAL-004
NPL-air-20250614-001,2025-06-15 01:13:26,KMM,DEAL-004
HNT-sea-20250616-001,2025-06-17 01:52:36,HTB,DEAL-002
SEI-air-20250619-001,2025-06-20 02:38:36,HTB,DEAL-002
NPL-road-20250620-001,2025-06-21 02:43:36,HTB,DEAL-002
YML-road-20250705-001,2025-07-06 05:35:09,SZK,DEAL-003
YML-sea-20250617-001,2025-06-18 04:46:47,STM,DEAL-001
HNL-road-20250624-001,2025-06-25 05:33:39,HMM,DEAL-005
NPL-road-20250620-002,2025-06-21 04:47:39,HMM,DEAL-005
YML-sea-20250623-001,2025-06-24 02:48:17,HTB,DEAL-002
NPL-sea-20250626-001,2025-06-27 06:09:17,HTB,DEAL-002
HNT-road-20250620-001,2025-06-21 05:55:17,HTB,DEAL-002
YML-road-20250623-001,2025-06-24 03:07:38,KMM,DEAL-004
HNT-air-20250703-001,2025-07-04 04:37:22,SZK,DEAL-003
HNT-air-20250621-001,2025-06-22 07:29:22,SZK,DEAL-003
NPL-air-20250622-001,2025-06-23 00:12:56,STM,DEAL-001
YML-sea-20250625-001,2025-06-25 23:59:34,HTB,DEAL-002
HNT-sea-20250703-001,2025-07-04 10:27:00,HMM,DEAL-005
NPL-sea-20250704-001,2025-07-04 22:58:46,KMM,DEAL-004
YML-air-20250630-001,2025-07-01 02:32:46,KMM,DEAL-004
SEI-sea-20250703-001,2025-07-04 04:59:32,HTB,DEAL-002
HNL-sea-20250630-001,2025-07-01 04:45:32,HTB,DEAL-002
HNT-road-20250703-001,2025-07-04 03:25:32,HTB,DEAL-002
HNT-sea-20250710-001,2025-07-11 01:30:49,SZK,DEAL-003
SEI-road-20250703-001,2025-07-04 02:37:49,SZK,DEAL-003
SEI-sea-20250709-001,2025-07-10 01:32:13,HMM,DEAL-005
HNL-sea-20250706-001,2025-07-07 06:04:13,HMM,DEAL-005
NPL-sea-20250710-001,2025-07-10 22:43:58,STM,DEAL-001
NPL-sea-20250720-001,2025-07-20 20:12:29,KMM,DEAL-004
HNL-road-20250711-001,2025-07-12 01:57:23,SZK,DEAL-003
YML-sea-20250712-001,2025-07-13 01:14:23,SZK,DEAL-003
HNL-air-20250715-001,2025-07-15 23:12:37,HTB,DEAL-002
HNL-air-20250720-001,2025-07-21 03:48:33,HMM,DEAL-005
HNT-road-20250716-001,2025-07-17 02:07:33,HMM,DEAL-005
HNT-air-20250712-001,2025-07-13 04:10:33,HMM,DEAL-005
HNT-air-20250727-001,2025-07-27 22:28:06,KMM,DEAL-004
HNL-air-20250727-001,2025-07-28 01:53:55,STM,DEAL-006
HNT-air-20250724-001,2025-07-24 18:03:09,HTB,DEAL-007
HNT-road-20250717-001,2025-07-17 21:34:09,HTB,DEAL-007
HNL-sea-20250715-001,2025-07-15 23:11:09,SZK,DEAL-008
NPL-air-20250728-001,2025-07-29 08:32:51,STM,DEAL-001
HNT-sea-20250724-001,2025-07-25 00:27:26,SZK,DEAL-003
YML-road-20250726-001,2025-07-27 00:11:26,SZK,DEAL-003
SEI-air-20250721-001,2025-07-21 22:27:26,SZK,DEAL-003
YML-road-20250721-001,2025-07-22 02:55:20,HTB,DEAL-002
YML-air-20250721-001,2025-07-22 05:42:20,HTB,DEAL-002
SEI-air-20250729-001,2025-07-30 09:54:20,HTB,DEAL-002
YML-air-20250725-001,2025-07-26 01:43:53,HMM,DEAL-005
SEI-sea-20250731-001,2025-08-01 07:32:53,HMM,DEAL-005
YML-road-20250731-001,2025-08-01 01:51:53,HMM,DEAL-005
NPL-road-20250729-001,2025-07-29 22:44:55,KMM,DEAL-004
SEI-air-20250728-001,2025-07-28 20:58:55,KMM,DEAL-004
NPL-sea-20250725-001,2025-07-26 07:34:20,HTB,DEAL-002
HNT-air-20250725-001,2025-07-26 06:48:20,HTB,DEAL-002
YML-sea-20250726-001,2025-07-27 06:29:20,HTB,DEAL-002
NPL-air-20250730-001,2025-07-30 22:09:21,STM,DEAL-001
SEI-sea-20250802-001,2025-08-03 02:32:21,STM,DEAL-001
YML-road-20250729-001,2025-07-30 01:59:21,STM,DEAL-001
YML-road-20250730-001,2025-07-31 00:24:20,SZK,DEAL-003
SEI-air-20250730-001,2025-07-30 19:50:28,HMM,DEAL-005
SEI-sea-20250804-001,2025-08-04 21:51:07,KMM,DEAL-004
YML-sea-20250816-001,2025-08-16 20:50:07,KMM,DEAL-004
HNT-road-20250815-001,2025-08-15 20:52:07,KMM,DEAL-004
NPL-air-20250806-001,2025-08-07 01:57:42,HTB,DEAL-002
NPL-sea-20250814-001,2025-08-15 02:35:13,KMM,DEAL-004
HNL-road-20250820-001,2025-08-21 02:41:13,KMM,DEAL-004
NPL-sea-20250805-001,2025-08-05 22:27:14,HMM,DEAL-005
HNT-air-20250808-001,2025-08-09 03:00:07,STM,DEAL-001
SEI-sea-20250818-001,2025-08-19 00:29:12,SZK,DEAL-003
NPL-sea-20250818-001,2025-08-19 00:11:37,KMM,DEAL-004
HNL-sea-20250813-001,2025-08-14 01:37:37,HTB,DEAL-002
YML-air-20250820-001,2025-08-21 02:06:37,HTB,DEAL-002
SEI-road-20250817-001,2025-08-18 07:10:37,HTB,DEAL-002
YML-sea-20250817-001,2025-08-17 23:51:11,HMM,DEAL-005
NPL-sea-20250815-001,2025-08-16 02:53:11,HMM,DEAL-005
HNT-sea-20250813-001,2025-08-14 03:13:10,STM,DEAL-001
NPL-road-20250819-001,2025-08-19 18:16:44,SZK,DEAL-003
HNT-road-20250823-001,2025-08-24 03:31:13,STM,DEAL-006
YML-road-20250824-001,2025-08-25 01:32:18,HMM,DEAL-005
SEI-sea-20250824-001,2025-08-25 03:55:18,HMM,DEAL-005
SEI-air-20250823-001,2025-08-24 01:13:18,HMM,DEAL-005
SEI-sea-20250821-001,2025-08-22 00:24:30,KMM,DEAL-004
HNL-air-20250824-001,2025-08-25 02:52:36,STM,DEAL-001
HNL-sea-20250824-001,2025-08-25 01:51:26,SZK,DEAL-003
NPL-sea-20250824-001,2025-08-24 21:52:24,HTB,DEAL-002
YML-road-20250830-001,2025-08-31 04:13:14,STM,DEAL-001
HNL-sea-20250830-001,2025-08-30 20:52:14,STM,DEAL-001
YML-sea-20250906-001,2025-09-06 23:42:21,HTB,DEAL-002
YML-road-20250830-002,2025-08-30 20:13:21,HTB,DEAL-002
NPL-air-20250903-001,2025-09-03 19:02:21,HTB,DEAL-002
SEI-sea-20250910-001,2025-09-11 00:49:27,HMM,DEAL-005
NPL-air-20250909-001,2025-09-09 21:20:13,KMM,DEAL-004
YML-air-20250914-001,2025-09-15 03:56:01,SZK,DEAL-003
YML-air-20250906-001,2025-09-07 01:23:56,HTB,DEAL-007
YML-air-20250905-001,2025-09-06 03:33:56,HTB,DEAL-007
HNT-road-20250909-001,2025-09-10 05:04:43,SZK,DEAL-008
HNL-air-20250906-001,2025-09-07 03:29:43,SZK,DEAL-008
NPL-sea-20250913-001,2025-09-14 01:47:00,STM,DEAL-001
HNT-sea-20250915-001,2025-09-15 22:25:07,HTB,DEAL-002
NPL-road-20250917-001,2025-09-17 22:19:07,HTB,DEAL-002
HNT-sea-20250918-001,2025-09-19 06:09:38,HMM,DEAL-005
HNL-air-20250917-001,2025-09-18 04:42:56,KMM,DEAL-004
HNT-air-20250913-001,2025-09-14 06:13:56,KMM,DEAL-004
NPL-road-20250914-001,2025-09-14 20:37:44,SZK,DEAL-003
NPL-road-20250911-001,2025-09-11 23:38:44,SZK,DEAL-003
HNL-road-20250914-001,2025-09-15 01:42:26,HMM,DEAL-005
NPL-sea-20250914-002,2025-09-14 21:35:28,HTB,DEAL-002
SEI-sea-20250920-001,2025-09-21 00:44:30,STM,DEAL-001
NPL-air-20250917-001,2025-09-18 02:36:02,KMM,DEAL-004
NPL-sea-20250927-001,2025-09-27 23:33:02,KMM,DEAL-004
HNL-road-20250919-001,2025-09-19 20:12:02,KMM,DEAL-004
HNL-sea-20250923-001,2025-09-23 18:26:42,HTB,DEAL-002
YML-air-20250929-001,2025-09-29 20:19:30,SZK,DEAL-003
HNL-road-20250929-001,2025-09-30 01:33:33,KMM,DEAL-004
HNL-sea-20250930-001,2025-09-30 22:32:33,KMM,DEAL-004
NPL-road-20250925-001,2025-09-26 01:44:33,KMM,DEAL-004
SEI-sea-20250924-001,2025-09-25 05:00:25,HMM,DEAL-005
HNL-road-20251001-001,2025-10-02 07:20:37,STM,DEAL-001
SEI-air-20251004-001,2025-10-05 02:36:11,HTB,DEAL-002
NPL-sea-20251006-001,2025-10-06 21:23:11,HTB,DEAL-002
NPL-sea-20251004-001,2025-10-05 07:34:26,KMM,DEAL-004
SEI-air-20251001-001,2025-10-02 08:25:26,KMM,DEAL-004
YML-air-20251005-001,2025-10-06 01:45:16,STM,DEAL-006
HNT-sea-20251007-001,2025-10-07 19:25:16,STM,DEAL-006
HNL-road-20251006-001,2025-10-07 08:18:25,HTB,DEAL-007
HNL-air-20251003-001,2025-10-04 10:04:25,HTB,DEAL-007
YML-sea-20251010-001,2025-10-10 21:28:40,SZK,DEAL-003
HNT-air-20251011-001,2025-10-11 19:02:40,SZK,DEAL-003
HNL-road-20251005-001,2025-10-06 01:20:40,SZK,DEAL-003
SEI-sea-20251012-001,2025-10-12 22:41:23,HMM,DEAL-005
NPL-air-20251011-001,2025-10-12 01:42:23,HMM,DEAL-005
YML-sea-20251012-001,2025-10-13 03:13:34,STM,DEAL-001
YML-air-20251008-001,2025-10-09 02:03:34,STM,DEAL-001
NPL-road-20251010-001,2025-10-11 00:26:34,STM,DEAL-001
HNT-air-20251016-001,2025-10-17 03:51:07,KMM,DEAL-004
HNT-sea-20251017-001,2025-10-18 02:54:07,KMM,DEAL-004
SEI-sea-20251013-001,2025-10-13 23:37:51,HTB,DEAL-002
SEI-road-20251010-001,2025-10-10 21:04:57,SZK,DEAL-003
HNT-sea-20251012-001,2025-10-13 00:15:57,SZK,DEAL-003
HNT-road-20251021-001,2025-10-22 06:58:01,KMM,DEAL-004
HNT-road-20251013-001,2025-10-14 06:50:01,KMM,DEAL-004
HNL-sea-20251026-001,2025-10-27 00:43:01,KMM,DEAL-004
NPL-air-20251019-001,2025-10-20 06:49:25,HTB,DEAL-002
SEI-road-20251020-001,2025-10-21 05:18:47,SZK,DEAL-008
YML-air-20251014-001,2025-10-14 21:20:47,SZK,DEAL-008
YML-sea-20251015-001,2025-10-16 05:59:17,STM,DEAL-001
YML-road-20251025-001,2025-10-26 01:56:50,SZK,DEAL-003
YML-road-20251019-001,2025-10-20 04:59:45,HMM,DEAL-005
YML-air-20251018-001,2025-10-19 00:41:45,HMM,DEAL-005
HNL-sea-20251025-001,2025-10-25 22:13:45,HMM,DEAL-005
YML-air-20251023-001,2025-10-24 01:22:03,KMM,DEAL-004
SEI-road-20251027-001,2025-10-27 23:39:59,HTB,DEAL-002
NPL-air-20251026-001,2025-10-27 00:54:42,STM,DEAL-001
NPL-sea-20251104-001,2025-11-05 05:01:42,STM,DEAL-001
YML-sea-20251027-001,2025-10-28 07:15:42,STM,DEAL-001
HNT-air-20251028-001,2025-10-29 06:24:19,SZK,DEAL-003
SEI-road-20251110-001,2025-11-10 23:09:19,SZK,DEAL-003
HNT-road-20251030-001,2025-10-31 05:47:19,SZK,DEAL-003
SEI-air-20251101-001,2025-11-01 23:01:22,HMM,DEAL-005
SEI-sea-20251029-001,2025-10-30 01:54:22,HMM,DEAL-005
HNT-road-20251102-001,2025-11-03 02:55:22,HMM,DEAL-005
YML-sea-20251106-001,2025-11-07 02:38:35,STM,DEAL-001
SEI-sea-20251104-001,2025-11-05 04:04:05,KMM,DEAL-004
NPL-sea-20251111-001,2025-11-12 01:22:01,HTB,DEAL-002
YML-sea-20251111-001,2025-11-12 03:32:45,HMM,DEAL-005
SEI-air-20251117-001,2025-11-18 00:14:45,HMM,DEAL-005
HNT-road-20251114-001,2025-11-15 01:09:30,SZK,DEAL-003
HNT-road-20251113-001,2025-11-14 03:56:30,SZK,DEAL-003
SEI-road-20251113-001,2025-11-14 01:25:30,SZK,DEAL-003
HNL-road-20251109-001,2025-11-10 00:15:31,STM,DEAL-001
HNT-road-20251109-001,2025-11-10 06:25:31,STM,DEAL-001
HNL-road-20251115-001,2025-11-16 03:45:31,STM,DEAL-001
NPL-air-20251126-001,2025-11-27 06:10:11,KMM,DEAL-004
YML-sea-20251114-001,2025-11-14 23:06:41,STM,DEAL-001
YML-road-20251122-001,2025-11-23 08:28:08,HTB,DEAL-002
SEI-road-20251115-001,2025-11-16 01:17:08,HTB,DEAL-002
SEI-road-20251119-001,2025-11-20 04:43:08,HTB,DEAL-002
YML-road-20251125-001,2025-11-25 18:06:26,HMM,DEAL-005
YML-air-20251122-001,2025-11-23 08:22:35,STM,DEAL-006
YML-air-20251118-001,2025-11-19 04:34:04,HTB,DEAL-007
HNT-air-20251115-001,2025-11-16 02:55:04,HTB,DEAL-007
HNT-sea-20251120-001,2025-11-21 06:55:04,HTB,DEAL-007
SEI-road-20251129-001,2025-11-30 00:06:31,SZK,DEAL-008
HNT-road-20251118-001,2025-11-19 01:32:31,SZK,DEAL-008
HNL-sea-20251121-001,2025-11-22 04:39:31,SZK,DEAL-008
NPL-road-20251121-001,2025-11-22 05:37:09,KMM,DEAL-004
HNL-air-20251129-001,2025-11-30 06:23:09,KMM,DEAL-004
HNL-air-20251120-001,2025-11-21 01:09:09,KMM,DEAL-004
HNL-sea-20251124-001,2025-11-25 04:51:51,SZK,DEAL-003
HNL-road-20251126-001,2025-11-27 00:02:51,SZK,DEAL-003
HNL-air-20251118-001,2025-11-18 23:19:51,SZK,DEAL-003
YML-air-20251129-001,2025-11-30 00:17:30,STM,DEAL-001
SEI-air-20251201-001,2025-12-01 20:23:21,HTB,DEAL-002
HNT-air-20251125-001,2025-11-25 23:37:49,HMM,DEAL-005
NPL-road-20251126-001,2025-11-27 00:32:49,HMM,DEAL-005
SEI-road-20251127-001,2025-11-27 19:44:49,HMM,DEAL-005
