shipment_id,shipment_timestamp,location_id,customer_id
YML-sea-20221114-001,2022-11-14 18:10:40,HMM,DEAL-005
HNT-air-20221123-001,2022-11-23 20:28:40,HMM,DEAL-005
NPL-air-20221116-001,2022-11-17 02:36:14,SZK,DEAL-003
SEI-road-20221118-001,2022-11-19 07:18:14,SZK,DEAL-003
YML-road-20221205-001,2022-12-06 01:32:22,HMM,DEAL-005
HNL-air-20221214-001,2022-12-15 06:19:53,HTB,DEAL-002
SEI-sea-20221212-001,2022-12-13 05:46:53,HTB,DEAL-002
NPL-air-20221216-002,2022-12-17 04:42:44,HMM,DEAL-005
HNT-sea-20221214-001,2022-12-15 00:39:44,HMM,DEAL-005
HNT-road-20221222-001,2022-12-23 07:27:34,SZK,DEAL-003
YML-road-20221224-001,2022-12-25 01:47:34,SZK,DEAL-003
NPL-road-20230104-001,2023-01-05 05:53:29,HMM,DEAL-005
HNL-sea-20230106-001,2023-01-07 08:36:29,HMM,DEAL-005
SEI-road-20230110-001,2023-01-11 02:38:08,HTB,DEAL-002
NPL-sea-20230104-001,2023-01-05 00:06:33,HMM,DEAL-005
SEI-air-20230106-001,2023-01-07 01:40:33,HMM,DEAL-005
HNL-air-20230116-001,2023-01-16 23:37:34,SZK,DEAL-003
SEI-sea-20230124-001,2023-01-24 23:42:10,HTB,DEAL-002
YML-air-20230128-001,2023-01-28 23:35:10,HTB,DEAL-002
YML-road-20230203-001,2023-02-03 20:33:58,SZK,DEAL-003
HNL-air-20230222-001,2023-02-23 00:23:35,HTB,DEAL-002
NPL-sea-20230309-001,2023-03-10 03:04:06,HMM,DEAL-005
HNT-sea-20230318-001,2023-03-19 02:17:42,HTB,DEAL-002
HNT-air-20230309-001,2023-03-10 03:45:42,HTB,DEAL-002
NPL-air-20230325-001,2023-03-26 00:05:41,STM,DEAL-001
NPL-road-20230316-001,2023-03-16 19:47:01,SZK,DEAL-003
SEI-sea-20230323-001,2023-03-23 21:18:01,SZK,DEAL-003
SEI-air-20230322-001,2023-03-23 03:18:31,STM,DEAL-001
YML-air-20230322-001,2023-03-23 02:51:05,HTB,DEAL-002
HNL-air-20230322-001,2023-03-23 01:21:27,HMM,DEAL-005
HNL-sea-20230424-001,2023-04-24 23:50:19,KMM,DEAL-004
SEI-road-20230426-001,2023-04-26 21:37:19,KMM,DEAL-004
SEI-sea-20230505-001,2023-05-06 01:21:31,STM,DEAL-001
HNL-road-20230508-001,2023-05-09 00:41:23,KMM,DEAL-004
HNT-air-20230519-001,2023-05-20 02:54:23,KMM,DEAL-004
YML-sea-20230517-001,2023-05-18 07:55:38,HTB,DEAL-002
HNL-road-20230517-001,2023-05-18 04:48:32,KMM,DEAL-004
NPL-sea-20230524-001,2023-05-25 05:40:32,KMM,DEAL-004
SEI-sea-20230519-001,2023-05-19 23:49:08,HTB,DEAL-002
HNT-sea-20230605-001,2023-06-05 19:57:03,HMM,DEAL-005
HNT-air-20230602-001,2023-06-03 00:40:48,HTB,DEAL-002
SEI-sea-20230531-001,2023-06-01 06:18:48,HTB,DEAL-002
YML-road-20230607-001,2023-06-07 20:50:09,STM,DEAL-001
HNT-sea-20230603-001,2023-06-03 23:45:09,STM,DEAL-001
NPL-sea-20230607-001,2023-06-08 00:30:56,SZK,DEAL-003
SEI-sea-20230612-001,2023-06-12 20:50:56,SZK,DEAL-003
YML-sea-20230616-001,2023-06-17 05:42:11,KMM,DEAL-004
HNL-air-20230618-001,2023-06-18 19:22:23,KMM,DEAL-004
YML-sea-20230624-001,2023-06-24 23:21:23,KMM,DEAL-004
HNT-sea-20230702-001,2023-07-03 07:45:20,KMM,DEAL-004
NPL-road-20230709-001,2023-07-10 01:29:20,KMM,DEAL-004
YML-road-20230704-001,2023-07-05 05:54:05,STM,DEAL-001
HNT-sea-20230713-001,2023-07-13 23:08:42,SZK,DEAL-003
HNL-sea-20230713-001,2023-07-13 21:17:13,HTB,DEAL-002
NPL-sea-20230711-001,2023-07-11 19:21:13,HTB,DEAL-002
SEI-road-20230729-001,2023-07-29 21:38:16,KMM,DEAL-004
HNT-air-20230831-001,2023-09-01 02:47:21,SZK,DEAL-003
NPL-air-20230830-001,2023-08-31 03:16:21,SZK,DEAL-003
HNT-road-20230825-001,2023-08-26 06:45:02,STM,DEAL-001
SEI-road-20230906-001,2023-09-07 05:47:42,SZK,DEAL-003
NPL-road-20230903-001,2023-09-04 08:40:42,SZK,DEAL-003
HNT-road-20230924-001,2023-09-24 19:40:43,STM,DEAL-001
YML-sea-20230924-001,2023-09-24 18:38:08,HTB,DEAL-002
NPL-air-20230926-001,2023-09-26 17:05:08,HTB,DEAL-002
HNL-air-20231001-001,2023-10-02 02:22:14,SZK,DEAL-003
SEI-air-20231004-002,2023-10-05 02:27:11,HTB,DEAL-002
HNT-road-20231009-001,2023-10-10 08:56:01,HMM,DEAL-005
HNT-road-20231010-001,2023-10-11 01:39:01,HMM,DEAL-005
SEI-road-20231019-001,2023-10-19 22:44:31,HMM,DEAL-005
HNL-air-20231020-001,2023-10-20 19:10:31,HMM,DEAL-005
HNL-air-20231110-001,2023-11-11 00:28:11,HTB,DEAL-002
YML-air-20231108-001,2023-11-08 18:13:11,HTB,DEAL-002
HNT-sea-20231126-001,2023-11-26 22:55:00,HMM,DEAL-005
HNT-sea-20231128-001,2023-11-29 06:01:00,HMM,DEAL-005
SEI-air-20231126-001,2023-11-27 01:01:10,HMM,DEAL-005
HNT-air-20231219-001,2023-12-19 23:26:15,KMM,DEAL-004
HNT-sea-20231206-001,2023-12-07 00:43:15,KMM,DEAL-004
HNT-air-20240104-001,2024-01-04 22:04:27,SZK,DEAL-003
HNL-road-20231228-001,2023-12-29 00:11:27,SZK,DEAL-003
YML-air-20231228-001,2023-12-29 05:00:14,STM,DEAL-001
HNL-air-20240115-001,2024-01-16 01:39:13,STM,DEAL-001
HNL-sea-20240208-001,2024-02-08 20:21:27,STM,DEAL-001
HNL-road-20240217-001,2024-02-18 06:58:06,STM,DEAL-001
HNT-sea-20240217-001,2024-02-18 05:20:06,STM,DEAL-001
YML-sea-20240223-001,2024-02-24 00:07:46,HTB,DEAL-002
HNT-road-20240225-001,2024-02-26 00:48:46,HTB,DEAL-002
YML-sea-20240229-001,2024-03-01 05:23:19,HMM,DEAL-005
SEI-air-20240229-001,2024-02-29 23:00:19,HMM,DEAL-005
HNL-road-20240312-001,2024-03-12 20:05:59,KMM,DEAL-004
NPL-sea-20240310-001,2024-03-10 22:27:59,KMM,DEAL-004
YML-sea-20240310-001,2024-03-11 03:42:09,SZK,DEAL-003
YML-road-20240317-001,2024-03-17 20:31:12,SZK,DEAL-003
NPL-air-20240312-001,2024-03-12 21:29:12,SZK,DEAL-003
YML-air-20240320-001,2024-03-21 01:47:48,STM,DEAL-001
NPL-road-20240319-001,2024-03-20 08:07:48,STM,DEAL-001
NPL-road-20240418-001,2024-04-19 02:39:58,SZK,DEAL-003
SEI-air-20240424-001,2024-04-25 05:12:17,KMM,DEAL-004
YML-air-20240505-001,2024-05-06 03:34:09,HTB,DEAL-002
YML-road-20240427-001,2024-04-28 04:35:09,HTB,DEAL-002
HNL-air-20240502-001,2024-05-03 00:29:39,SZK,DEAL-003
NPL-air-20240502-001,2024-05-03 00:04:39,SZK,DEAL-003
SEI-road-20240515-001,2024-05-15 16:48:15,KMM,DEAL-004
YML-road-20240430-001,2024-04-30 23:46:15,KMM,DEAL-004
HNL-sea-20240513-001,2024-05-14 00:58:10,STM,DEAL-001
NPL-sea-20240509-001,2024-05-10 00:47:10,STM,DEAL-001
NPL-road-20240518-001,2024-05-18 21:56:06,HMM,DEAL-005
YML-sea-20240517-001,2024-05-18 05:45:06,HMM,DEAL-005
HNT-air-20240531-001,2024-06-01 07:24:06,KMM,DEAL-004
HNL-road-20240603-001,2024-06-04 08:40:06,KMM,DEAL-004
YML-sea-20240618-001,2024-06-19 00:49:11,SZK,DEAL-003
HNT-sea-20240620-001,2024-06-21 02:23:11,SZK,DEAL-003
HNT-sea-20240619-001,2024-06-19 20:49:32,KMM,DEAL-004
SEI-sea-20240703-001,2024-07-03 20:49:32,KMM,DEAL-004
HNL-air-20240629-001,2024-06-30 06:49:31,HMM,DEAL-005
SEI-sea-20240627-001,2024-06-28 07:56:31,HMM,DEAL-005
YML-air-20240701-001,2024-07-01 17:30:43,STM,DEAL-001
NPL-air-20240817-001,2024-08-18 01:00:38,HMM,DEAL-005
HNT-air-20240817-001,2024-08-18 06:14:38,HMM,DEAL-005
HNL-air-20240815-001,2024-08-16 04:46:59,STM,DEAL-001
HNT-sea-20241003-001,2024-10-03 19:06:19,KMM,DEAL-004
HNT-road-20241002-001,2024-10-03 01:12:19,KMM,DEAL-004
YML-sea-20241028-001,2024-10-28 16:46:18,KMM,DEAL-004
HNT-road-20241030-001,2024-10-30 21:46:18,KMM,DEAL-004
NPL-sea-20241029-002,2024-10-30 05:44:36,HTB,DEAL-002
HNL-sea-20241109-001,2024-11-10 10:21:46,HMM,DEAL-005
YML-sea-20241116-001,2024-11-17 05:30:04,STM,DEAL-001
YML-air-20241112-001,2024-11-13 04:13:04,STM,DEAL-001
NPL-air-20241207-001,2024-12-08 02:43:15,STM,DEAL-001
YML-sea-20241211-001,2024-12-11 22:05:15,STM,DEAL-001
HNT-sea-20241228-001,2024-12-29 05:27:40,STM,DEAL-001
YML-road-20250128-001,2025-01-28 19:11:24,KMM,DEAL-004
HNT-air-20250121-001,2025-01-22 04:49:40,KMM,DEAL-004
NPL-sea-20250203-001,2025-02-04 02:57:40,KMM,DEAL-004
SEI-sea-20250201-001,2025-02-02 00:15:23,HMM,DEAL-005
HNL-air-20250204-001,2025-02-05 01:55:23,HMM,DEAL-005
NPL-road-20250214-001,2025-02-14 23:45:51,HMM,DEAL-005
HNL-road-20250209-001,2025-02-10 03:46:51,HMM,DEAL-005
SEI-sea-20250225-001,2025-02-26 05:31:00,HTB,DEAL-002
HNL-road-20250228-001,2025-02-28 23:13:00,HTB,DEAL-002
SEI-air-20250301-001,2025-03-01 21:18:30,HMM,DEAL-005
SEI-sea-20250303-001,2025-03-04 01:35:30,HMM,DEAL-005
HNT-road-20250302-001,2025-03-03 03:47:55,HTB,DEAL-002
SEI-sea-20250308-001,2025-03-09 01:56:55,HTB,DEAL-002
YML-road-20250308-001,2025-03-08 20:53:40,KMM,DEAL-004
NPL-road-20250301-001,2025-03-01 22:53:40,KMM,DEAL-004
SEI-road-20250310-001,2025-03-11 01:11:26,SZK,DEAL-003
NPL-sea-20250323-001,2025-03-24 03:15:26,SZK,DEAL-003
HNT-air-20250316-001,2025-03-17 05:10:27,STM,DEAL-001
NPL-road-20250316-001,2025-03-16 22:51:27,STM,DEAL-001
HNL-sea-20250405-001,2025-04-06 00:05:05,HTB,DEAL-002
YML-sea-20250404-001,2025-04-05 00:26:05,HTB,DEAL-002
YML-air-20250406-001,2025-04-07 00:53:12,KMM,DEAL-004
HNT-sea-20250426-001,2025-04-27 03:06:37,SZK,DEAL-003
SEI-road-20250421-001,2025-04-22 01:07:37,SZK,DEAL-003
HNL-sea-20250420-001,2025-04-21 00:23:48,KMM,DEAL-004
HNT-air-20250422-001,2025-04-22 19:03:48,KMM,DEAL-004
SEI-road-20250426-001,2025-04-26 23:07:27,KMM,DEAL-004
NPL-air-20250430-001,2025-05-01 04:37:27,KMM,DEAL-004
HNL-air-20250420-001,2025-04-21 04:04:45,SZK,DEAL-003
YML-road-20250511-001,2025-05-11 23:13:45,HMM,DEAL-005
NPL-road-20250509-001,2025-05-09 21:11:45,HMM,DEAL-005
HNL-sea-20250524-001,2025-05-25 00:22:45,HTB,DEAL-002
NPL-air-20250526-001,2025-05-27 05:37:45,HTB,DEAL-002
YML-air-20250618-001,2025-06-18 17:28:01,SZK,DEAL-003
HNL-road-20250616-001,2025-06-17 00:33:01,SZK,DEAL-003
NPL-air-20250615-001,2025-06-16 06:16:09,SZK,DEAL-003
NPL-air-20250626-001,2025-06-27 02:35:09,SZK,DEAL-003
YML-sea-20250717-001,2025-07-18 03:47:29,KMM,DEAL-004
HNT-air-20250807-001,2025-08-08 00:37:20,SZK,DEAL-003
HNT-sea-20250808-001,2025-08-08 18:04:20,SZK,DEAL-003
SEI-air-20250806-001,2025-08-06 19:37:14,HMM,DEAL-005
NPL-air-20250808-001,2025-08-09 00:38:14,HMM,DEAL-005
HNT-air-20250815-001,2025-08-15 22:04:44,SZK,DEAL-003
SEI-sea-20250818-002,2025-08-19 00:21:44,SZK,DEAL-003
NPL-road-20250910-001,2025-09-11 02:21:00,STM,DEAL-001
NPL-sea-20250914-001,2025-09-15 00:22:00,STM,DEAL-001
HNL-air-20250922-001,2025-09-23 00:42:30,STM,DEAL-001
NPL-road-20250915-001,2025-09-15 21:44:30,STM,DEAL-001
YML-road-20251001-001,2025-10-01 20:34:42,HTB,DEAL-002
YML-road-20250930-001,2025-09-30 19:34:42,HTB,DEAL-002
SEI-road-20251007-001,2025-10-08 03:12:30,SZK,DEAL-003
HNT-sea-20251002-001,2025-10-02 23:29:37,STM,DEAL-001
HNT-sea-20251002-002,2025-10-03 07:17:37,STM,DEAL-001
SEI-sea-20251102-001,2025-11-02 23:42:50,SZK,DEAL-003
HNT-sea-20251031-001,2025-11-01 02:18:50,SZK,DEAL-003
HNL-sea-20251117-001,2025-11-18 04:30:05,KMM,DEAL-004
HNT-air-20251103-001,2025-11-03 22:52:05,KMM,DEAL-004
HNT-road-20251119-001,2025-11-20 09:56:11,KMM,DEAL-004
NPL-road-20251206-001,2025-12-07 02:50:36,SZK,DEAL-003
HNT-air-20251201-001,2025-12-02 02:41:34,STM,DEAL-001
HNL-sea-20251207-001,2025-12-08 02:19:34,STM,DEAL-001
YML-air-20251207-001,2025-12-07 18:34:23,HTB,DEAL-002
HNT-sea-20251214-001,2025-12-15 03:12:23,HTB,DEAL-002
