shipment_id,order_id,line_number,product_id,quantity,carrier_name,transportation_mode,planned_ship_date,actual_ship_timestamp,expected_ship_date,actual_arrival_timestamp,delivery_status
HNT-air-20220207-001,ORD-000024,1,ZRV-RZ3,2,ホンダトランスポート,air,2022-02-07,2022-02-08 01:59:07,2022-02-07,2022-02-09 11:19:07,delivered
HNT-air-20220207-001,ORD-000024,2,FIT-GR3,1,ホンダトランスポート,air,2022-02-07,2022-02-08 01:59:07,2022-02-07,2022-02-09 11:19:07,delivered
HNT-road-20220206-001,ORD-000024,1,ZRV-RZ3,3,ホンダトランスポート,road,2022-02-06,2022-02-07 04:49:07,2022-02-06,2022-02-13 18:04:07,delivered
HNT-road-20220206-001,ORD-000024,2,FIT-GR3,1,ホンダトランスポート,road,2022-02-06,2022-02-07 04:49:07,2022-02-06,2022-02-13 18:04:07,delivered
NPL-air-20220208-001,ORD-000025,1,SWN-RP6,1,日本通運,air,2022-02-08,2022-02-09 08:12:03,2022-02-08,2022-02-12 22:09:03,delivered
NPL-air-20220208-001,ORD-000025,2,FIT-GR3,1,日本通運,air,2022-02-08,2022-02-09 08:12:03,2022-02-08,2022-02-12 22:09:03,delivered
NPL-air-20220208-001,ORD-000025,3,NOE-JG4,1,日本通運,air,2022-02-08,2022-02-09 08:12:03,2022-02-08,2022-02-12 22:09:03,delivered
SEI-air-20220219-001,ORD-000026,1,VZL-RV3,1,西濃運輸,air,2022-02-19,2022-02-20 02:56:46,2022-02-19,2022-02-23 15:48:46,delayed
SEI-air-20220219-001,ORD-000026,2,HDE-ZC1,1,西濃運輸,air,2022-02-19,2022-02-20 02:56:46,2022-02-19,2022-02-23 15:48:46,delayed
SEI-air-20220219-001,ORD-000026,3,SWN-RP6,1,西濃運輸,air,2022-02-19,2022-02-20 02:56:46,2022-02-19,2022-02-23 15:48:46,delayed
HNL-air-20220227-001,ORD-000027,1,ZRV-RZ3,1,ホンダロジスティクス,air,2022-02-27,2022-02-27 20:24:07,2022-02-27,2022-03-01 12:18:07,delayed
HNL-air-20220227-001,ORD-000027,2,NOE-JG4,2,ホンダロジスティクス,air,2022-02-27,2022-02-27 20:24:07,2022-02-27,2022-03-01 12:18:07,delayed
HNL-air-20220227-001,ORD-000027,3,HDE-ZC1,2,ホンダロジスティクス,air,2022-02-27,2022-02-27 20:24:07,2022-02-27,2022-03-01 12:18:07,delayed
HNT-road-20220209-001,ORD-000028,1,NOE-JG4,1,ホンダトランスポート,road,2022-02-09,2022-02-10 08:11:36,2022-02-09,2022-02-16 20:45:36,delivered
HNL-road-20220221-001,ORD-000028,1,NOE-JG4,1,ホンダロジスティクス,road,2022-02-21,2022-02-22 06:14:36,2022-02-21,2022-02-23 18:49:36,delivered
HNL-air-20220217-001,ORD-000029,1,FIT-GR3,1,ホンダロジスティクス,air,2022-02-17,2022-02-17 19:44:27,2022-02-17,2022-02-19 09:58:27,delayed
NPL-air-20220222-001,ORD-000030,1,NOE-JG4,2,日本通運,air,2022-02-22,2022-02-23 05:16:53,2022-02-22,2022-02-24 18:40:53,delivered
NPL-air-20220222-001,ORD-000030,2,FIT-GR3,1,日本通運,air,2022-02-22,2022-02-23 05:16:53,2022-02-22,2022-02-24 18:40:53,delivered
NPL-air-20220222-001,ORD-000030,3,ZRV-RZ3,1,日本通運,air,2022-02-22,2022-02-23 05:16:53,2022-02-22,2022-02-24 18:40:53,delivered
YML-air-20220223-001,ORD-000031,1,FRD-GB5,1,ヤマトロジスティクス,air,2022-02-23,2022-02-23 22:41:06,2022-02-23,2022-03-01 15:51:06,delayed
HNL-road-20220226-001,ORD-000032,1,SWN-RP6,1,ホンダロジスティクス,road,2022-02-26,2022-02-27 03:47:36,2022-02-26,2022-03-01 18:41:36,delivered
HNL-road-20220226-001,ORD-000032,2,HDE-ZC1,2,ホンダロジスティクス,road,2022-02-26,2022-02-27 03:47:36,2022-02-26,2022-03-01 18:41:36,delivered
SEI-road-20220220-001,ORD-000032,1,SWN-RP6,1,西濃運輸,road,2022-02-20,2022-02-21 09:20:36,2022-02-20,2022-02-24 02:42:36,delivered
SEI-road-20220220-001,ORD-000032,2,HDE-ZC1,2,西濃運輸,road,2022-02-20,2022-02-21 09:20:36,2022-02-20,2022-02-24 02:42:36,delivered
HNL-road-20220219-001,ORD-000032,1,SWN-RP6,1,ホンダロジスティクス,road,2022-02-19,2022-02-20 05:24:36,2022-02-19,2022-02-23 21:09:36,delivered
HNL-road-20220219-001,ORD-000032,2,HDE-ZC1,3,ホンダロジスティクス,road,2022-02-19,2022-02-20 05:24:36,2022-02-19,2022-02-23 21:09:36,delivered
HNT-air-20220226-001,ORD-000033,1,VZL-RV3,1,ホンダトランスポート,air,2022-02-26,2022-02-27 05:45:28,2022-02-26,2022-03-01 20:46:28,delivered
HNT-air-20220226-001,ORD-000033,2,ZRV-RZ3,1,ホンダトランスポート,air,2022-02-26,2022-02-27 05:45:28,2022-02-26,2022-03-01 20:46:28,delivered
HNT-air-20220226-001,ORD-000033,3,FRD-GB5,2,ホンダトランスポート,air,2022-02-26,2022-02-27 05:45:28,2022-02-26,2022-03-01 20:46:28,delivered
HNT-sea-20220305-001,ORD-000034,2,SWN-RP6,4,ホンダトランスポート,sea,2022-03-05,2022-03-06 02:43:35,2022-03-05,2022-03-10 11:19:35,delayed
YML-air-20220225-001,ORD-000034,1,FIT-GR3,1,ヤマトロジスティクス,air,2022-02-25,2022-02-26 00:17:35,2022-02-25,2022-02-28 12:46:35,delivered
YML-air-20220225-001,ORD-000034,2,SWN-RP6,5,ヤマトロジスティクス,air,2022-02-25,2022-02-26 00:17:35,2022-02-25,2022-02-28 12:46:35,delivered
SEI-air-20220224-001,ORD-000035,1,ZRV-RZ3,1,西濃運輸,air,2022-02-24,2022-02-25 00:58:32,2022-02-24,2022-02-26 10:11:32,delivered
SEI-air-20220224-001,ORD-000035,2,FIT-GR3,1,西濃運輸,air,2022-02-24,2022-02-25 00:58:32,2022-02-24,2022-02-26 10:11:32,delivered
HNT-road-20220303-001,ORD-000036,1,VZL-RV3,1,ホンダトランスポート,road,2022-03-03,2022-03-04 03:59:07,2022-03-03,2022-03-07 15:24:07,delayed
HNT-road-20220303-001,ORD-000036,2,HDE-ZC1,1,ホンダトランスポート,road,2022-03-03,2022-03-04 03:59:07,2022-03-03,2022-03-07 15:24:07,delayed
HNT-road-20220303-001,ORD-000036,3,ZRV-RZ3,1,ホンダトランスポート,road,2022-03-03,2022-03-04 03:59:07,2022-03-03,2022-03-07 15:24:07,delayed
HNT-air-20220226-002,ORD-000037,1,VZL-RV3,1,ホンダトランスポート,air,2022-02-26,2022-02-26 22:04:12,2022-02-26,2022-03-03 13:07:12,delivered
HNT-air-20220226-002,ORD-000037,2,FRD-GB5,1,ホンダトランスポート,air,2022-02-26,2022-02-26 22:04:12,2022-02-26,2022-03-03 13:07:12,delivered
NPL-road-20220311-001,ORD-000038,1,FIT-GR3,3,日本通運,road,2022-03-11,2022-03-11 21:51:10,2022-03-11,2022-03-13 11:25:10,delivered
SEI-air-20220313-001,ORD-000039,1,FRD-GB5,1,西濃運輸,air,2022-03-13,2022-03-14 02:20:36,2022-03-13,2022-03-15 18:18:36,delivered
SEI-air-20220313-001,ORD-000039,2,NOE-JG4,1,西濃運輸,air,2022-03-13,2022-03-14 02:20:36,2022-03-13,2022-03-15 18:18:36,delivered
SEI-air-20220302-001,ORD-000040,1,NOE-JG4,2,西濃運輸,air,2022-03-02,2022-03-03 00:02:52,2022-03-02,2022-03-07 10:36:52,delivered
HNT-air-20220303-001,ORD-000040,1,NOE-JG4,3,ホンダトランスポート,air,2022-03-03,2022-03-03 22:05:52,2022-03-03,2022-03-07 08:49:52,delivered
HNT-air-20220303-001,ORD-000040,2,FRD-GB5,1,ホンダトランスポート,air,2022-03-03,2022-03-03 22:05:52,2022-03-03,2022-03-07 08:49:52,delivered
HNT-air-20220303-001,ORD-000040,3,ZRV-RZ3,1,ホンダトランスポート,air,2022-03-03,2022-03-03 22:05:52,2022-03-03,2022-03-07 08:49:52,delivered
SEI-road-20220311-001,ORD-000041,1,ENP-ENP1,4,西濃運輸,road,2022-03-11,2022-03-12 07:09:06,2022-03-11,2022-03-14 20:53:06,delayed
HNL-air-20220311-001,ORD-000041,1,ENP-ENP1,4,ホンダロジスティクス,air,2022-03-11,2022-03-12 06:33:06,2022-03-11,2022-03-17 17:40:06,delayed
SEI-sea-20220309-001,ORD-000041,1,ENP-ENP1,5,西濃運輸,sea,2022-03-09,2022-03-10 04:05:06,2022-03-09,2022-03-12 21:20:06,delivered
NPL-air-20220314-002,ORD-000042,1,NOE-JG4,1,日本通運,air,2022-03-14,2022-03-15 01:18:13,2022-03-14,2022-03-21 10:26:13,delayed
NPL-air-20220314-002,ORD-000042,2,HDE-ZC1,1,日本通運,air,2022-03-14,2022-03-15 01:18:13,2022-03-14,2022-03-21 10:26:13,delayed
NPL-air-20220309-001,ORD-000043,1,ZRV-RZ3,1,日本通運,air,2022-03-09,2022-03-10 01:42:54,2022-03-09,2022-03-12 13:59:54,delivered
NPL-air-20220309-001,ORD-000043,2,FRD-GB5,1,日本通運,air,2022-03-09,2022-03-10 01:42:54,2022-03-09,2022-03-12 13:59:54,delivered
NPL-air-20220309-001,ORD-000043,3,VZL-RV3,1,日本通運,air,2022-03-09,2022-03-10 01:42:54,2022-03-09,2022-03-12 13:59:54,delivered
YML-air-20220313-001,ORD-000044,1,FIT-GR3,1,ヤマトロジスティクス,air,2022-03-13,2022-03-13 17:26:53,2022-03-13,2022-03-19 08:44:53,delayed
YML-air-20220313-001,ORD-000044,2,HDE-ZC1,1,ヤマトロジスティクス,air,2022-03-13,2022-03-13 17:26:53,2022-03-13,2022-03-19 08:44:53,delayed
SEI-air-20220305-001,ORD-000044,1,FIT-GR3,1,西濃運輸,air,2022-03-05,2022-03-05 19:13:53,2022-03-05,2022-03-07 10:58:53,delivered
SEI-air-20220305-001,ORD-000044,2,HDE-ZC1,1,西濃運輸,air,2022-03-05,2022-03-05 19:13:53,2022-03-05,2022-03-07 10:58:53,delivered
YML-road-20220315-001,ORD-000044,1,FIT-GR3,3,ヤマトロジスティクス,road,2022-03-15,2022-03-16 00:19:53,2022-03-15,2022-03-17 15:34:53,delayed
YML-road-20220315-001,ORD-000044,2,HDE-ZC1,1,ヤマトロジスティクス,road,2022-03-15,2022-03-16 00:19:53,2022-03-15,2022-03-17 15:34:53,delayed
YML-road-20220315-001,ORD-000044,3,ZRV-RZ3,1,ヤマトロジスティクス,road,2022-03-15,2022-03-16 00:19:53,2022-03-15,2022-03-17 15:34:53,delayed
SEI-road-20220311-002,ORD-000045,1,ZRV-RZ3,9,西濃運輸,road,2022-03-11,2022-03-11 20:51:53,2022-03-11,2022-03-15 05:38:53,delivered
SEI-road-20220311-002,ORD-000045,2,NOE-JG4,1,西濃運輸,road,2022-03-11,2022-03-11 20:51:53,2022-03-11,2022-03-15 05:38:53,delivered
SEI-air-20220312-001,ORD-000046,1,PSP-YF7,5,西濃運輸,air,2022-03-12,2022-03-13 09:11:34,2022-03-12,2022-03-19 01:07:34,delayed
SEI-air-20220312-001,ORD-000046,2,PLT-YF3,5,西濃運輸,air,2022-03-12,2022-03-13 09:11:34,2022-03-12,2022-03-19 01:07:34,delayed
SEI-air-20220312-001,ORD-000046,3,ODY-RC1,5,西濃運輸,air,2022-03-12,2022-03-13 09:11:34,2022-03-12,2022-03-19 01:07:34,delayed
SEI-air-20220312-001,ORD-000046,4,RDG-YF6,18,西濃運輸,air,2022-03-12,2022-03-13 09:11:34,2022-03-12,2022-03-19 01:07:34,delayed
HNL-air-20220308-001,ORD-000047,2,ZRV-RZ3,1,ホンダロジスティクス,air,2022-03-08,2022-03-08 19:43:51,2022-03-08,2022-03-13 03:52:51,delivered
SEI-sea-20220309-002,ORD-000047,1,FRD-GB5,1,西濃運輸,sea,2022-03-09,2022-03-10 00:01:51,2022-03-09,2022-03-16 10:26:51,delivered
SEI-sea-20220309-002,ORD-000047,2,ZRV-RZ3,1,西濃運輸,sea,2022-03-09,2022-03-10 00:01:51,2022-03-09,2022-03-16 10:26:51,delivered
HNL-air-20220313-001,ORD-000048,1,FRD-GB5,4,ホンダロジスティクス,air,2022-03-13,2022-03-13 20:01:30,2022-03-13,2022-03-15 06:22:30,delivered
HNT-sea-20220315-001,ORD-000048,1,FRD-GB5,5,ホンダトランスポート,sea,2022-03-15,2022-03-15 21:44:30,2022-03-15,2022-03-20 08:43:30,delayed
YML-air-20220322-001,ORD-000049,1,ZRV-RZ3,10,ヤマトロジスティクス,air,2022-03-22,2022-03-23 03:55:38,2022-03-22,2022-03-27 13:08:38,delayed
HNT-sea-20220315-002,ORD-000050,1,NOE-JG4,1,ホンダトランスポート,sea,2022-03-15,2022-03-15 20:52:01,2022-03-15,2022-03-20 09:57:01,delivered
HNL-air-20220401-001,ORD-000051,1,SWN-RP6,2,ホンダロジスティクス,air,2022-04-01,2022-04-02 02:40:16,2022-04-01,2022-04-07 20:17:16,delayed
HNL-air-20220401-001,ORD-000051,2,ZRV-RZ3,1,ホンダロジスティクス,air,2022-04-01,2022-04-02 02:40:16,2022-04-01,2022-04-07 20:17:16,delayed
HNL-air-20220401-001,ORD-000051,3,FIT-GR3,1,ホンダロジスティクス,air,2022-04-01,2022-04-02 02:40:16,2022-04-01,2022-04-07 20:17:16,delayed
HNL-sea-20220318-001,ORD-000051,1,SWN-RP6,3,ホンダロジスティクス,sea,2022-03-18,2022-03-19 07:57:16,2022-03-18,2022-03-24 17:09:16,delivered
HNL-sea-20220318-001,ORD-000051,2,ZRV-RZ3,1,ホンダロジスティクス,sea,2022-03-18,2022-03-19 07:57:16,2022-03-18,2022-03-24 17:09:16,delivered
HNL-sea-20220318-001,ORD-000051,3,FIT-GR3,2,ホンダロジスティクス,sea,2022-03-18,2022-03-19 07:57:16,2022-03-18,2022-03-24 17:09:16,delivered
HNL-sea-20220320-001,ORD-000052,1,FIT-GR3,2,ホンダロジスティクス,sea,2022-03-20,2022-03-21 06:24:08,2022-03-20,2022-03-23 21:35:08,delayed
NPL-air-20220322-001,ORD-000052,1,FIT-GR3,2,日本通運,air,2022-03-22,2022-03-23 04:17:08,2022-03-22,2022-03-27 12:57:08,delayed
SEI-air-20220320-001,ORD-000052,1,FIT-GR3,4,西濃運輸,air,2022-03-20,2022-03-21 01:44:08,2022-03-20,2022-03-26 15:02:08,delayed
