product_id,product_name,year_month,revenue,cost,gross_profit,gross_margin,created_at
NOE-JG4,N-ONE e:,2022-06,2790229824,200821987.1721,2589407836.8279,92.8,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2022-06,65890184,46123128.8,19767055.200000003,30.0,2025-12-04 14:09:47
PLT-YF3,PILOT,2022-06,190587375,29214741.0,161372634.0,84.67,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2022-06,3993604604,55097464.519999996,3938507139.48,98.62,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-06,704827382,50556816.0,654270566.0,92.83,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-06,827932125,25531005.0,802401120.0,96.92,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-06,7824459,5477121.3,2347337.7,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2022-07,913842072,18196152.636,895645919.364,98.01,2025-12-04 14:09:47
FIT-GR3,FIT,2022-07,2217387560,276311412.0,1941076148.0,87.54,2025-12-04 14:09:47
FRD-GB5,FREED,2022-07,199153095,89002269.0,110150826.0,55.31,2025-12-04 14:09:47
HDE-ZC1,Honda e,2022-07,5170609033,215122663.01599997,4955486369.984,95.84,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2022-07,2484792350,204469307.54389998,2280323042.4561,91.77,2025-12-04 14:09:47
PLT-YF3,PILOT,2022-07,643761800,61773696.0,581988104.0,90.4,2025-12-04 14:09:47
PRO-ZC5,Prologue,2022-07,1270582560,21674853.6246,1248907706.3754,98.29,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2022-07,94479220,66135453.99999999,28343766.000000007,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-07,1793794526,336446208.0,1457348318.0,81.24,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-07,236472550,28699524.0,207773026.0,87.86,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-07,791835260,92202844.0,699632416.0,88.36,2025-12-04 14:09:47
CRV-RT5,CR-V,2022-08,1825707315,59018688.0,1766688627.0,96.77,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2022-08,1232146672,103202918.08500001,1128943753.915,91.62,2025-12-04 14:09:47
FIT-GR3,FIT,2022-08,970507482,80385012.0,890122470.0,91.72,2025-12-04 14:09:47
FRD-GB5,FREED,2022-08,120853590,20283516.0,100570074.0,83.22,2025-12-04 14:09:47
HDE-ZC1,Honda e,2022-08,3340385664,148340920.245,3192044743.755,95.56,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2022-08,3208061296,61227167.088,3146834128.912,98.09,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2022-08,65231280,45661896.0,19569384.0,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2022-08,1224898740,15182483.796,1209716256.204,98.76,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-08,1433276383,116435775.0,1316840608.0,91.88,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-08,54293516,2196504.0,52097012.0,95.95,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-08,5341497728,637410744.0,4704086984.0,88.07,2025-12-04 14:09:47
ACD-CV1,ACCORD,2022-09,601083180,16486234.64,584596945.36,97.26,2025-12-04 14:09:47
CRV-RT5,CR-V,2022-09,64995189,45496632.3,19498556.700000003,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2022-09,10519451760,159062836.263,10360388923.737,98.49,2025-12-04 14:09:47
FIT-GR3,FIT,2022-09,361618138,81860280.0,279757858.0,77.36,2025-12-04 14:09:47
FRD-GB5,FREED,2022-09,403185738,32763312.0,370422426.0,91.87,2025-12-04 14:09:47
HDE-ZC1,Honda e,2022-09,788293740,125299832.53799999,662993907.462,84.1,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2022-09,661127484,120885259.2008,540242224.7992,81.72,2025-12-04 14:09:47
PLT-YF3,PILOT,2022-09,1024317855,65009156.0,959308699.0,93.65,2025-12-04 14:09:47
PRO-ZC5,Prologue,2022-09,1111759740,15653620.212,1096106119.788,98.59,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2022-09,2541384748,13775712.34,2527609035.66,99.46,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-09,65428959,45800271.3,19628687.700000003,30.0,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-09,1689951456,295127136.0,1394824320.0,82.54,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-09,2568289516,164212492.0,2404077024.0,93.61,2025-12-04 14:09:47
ACD-CV1,ACCORD,2022-10,972539136,9989555.9,962549580.1,98.97,2025-12-04 14:09:47
CRV-RT5,CR-V,2022-10,1718321000,417707400.0,1300613600.0,75.69,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2022-10,3959982312,51740308.984500006,3908242003.0155,98.69,2025-12-04 14:09:47
FIT-GR3,FIT,2022-10,619436385,76158170.0,543278215.0,87.71,2025-12-04 14:09:47
FRD-GB5,FREED,2022-10,3201769173,474982608.0,2726786565.0,85.16,2025-12-04 14:09:47
HDE-ZC1,Honda e,2022-10,6057120196,195795928.218,5861324267.782,96.77,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2022-10,2323200088,120591357.9888,2202608730.0112,94.81,2025-12-04 14:09:47
PRO-ZC5,Prologue,2022-10,79411410,1136381.472,78275028.528,98.57,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2022-10,23619805,16533863.499999998,7085941.500000002,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-10,1194720936,229620816.0,965100120.0,80.78,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-10,30280204,21196142.799999997,9084061.200000003,30.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-10,1534417722,123853496.0,1410564226.0,91.93,2025-12-04 14:09:47
ACD-CV1,ACCORD,2022-11,607836960,22385251.7075,585451708.2925,96.32,2025-12-04 14:09:47
CRV-RT5,CR-V,2022-11,1128947784,143088452.0,985859332.0,87.33,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2022-11,104188873,72932211.1,31256661.900000006,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2022-11,288200930,59857488.0,228343442.0,79.23,2025-12-04 14:09:47
FRD-GB5,FREED,2022-11,1172903972,212163228.0,960740744.0,81.91,2025-12-04 14:09:47
HDE-ZC1,Honda e,2022-11,2241584256,293491366.45,1948092889.55,86.91,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2022-11,1771538196,88196225.4921,1683341970.5079,95.02,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2022-11,1357543825,220556696.0,1136987129.0,83.75,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-11,3360597390,485303355.0,2875294035.0,85.56,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-11,719228020,126798093.0,592429927.0,82.37,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-11,1120133136,152592045.0,967541091.0,86.38,2025-12-04 14:09:47
ACD-CV1,ACCORD,2022-12,1307525076,42457147.908,1265067928.092,96.75,2025-12-04 14:09:47
FIT-GR3,FIT,2022-12,246035788,24412800.0,221622988.0,90.08,2025-12-04 14:09:47
FRD-GB5,FREED,2022-12,304006327,17217126.0,286789201.0,94.34,2025-12-04 14:09:47
HDE-ZC1,Honda e,2022-12,13316159951,330350379.608,12985809571.392,97.52,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2022-12,1497493552,37770758.1312,1459722793.8688,97.48,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2022-12,18119800,12683860.0,5435940.0,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2022-12,26173050,18321135.0,7851915.0,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2022-12,1064961324,133786222.08,931175101.92,87.44,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2022-12,3655917180,359464056.0,3296453124.0,90.17,2025-12-04 14:09:47
VZL-RV3,VEZEL,2022-12,3161938221,161948655.0,2999989566.0,94.88,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2022-12,622662240,70873508.0,551788732.0,88.62,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-01,2496184236,32142328.12,2464041907.88,98.71,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-01,584747990,59165712.0,525582278.0,89.88,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-01,22398090,15678662.999999998,6719427.000000002,30.0,2025-12-04 14:09:47
FIT-GR3,FIT,2023-01,412522889,62378316.0,350144573.0,84.88,2025-12-04 14:09:47
FRD-GB5,FREED,2023-01,820726390,106865550.0,713860840.0,86.98,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-01,3494815744,170480104.26,3324335639.74,95.12,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-01,863424978,95835723.86,767589254.14,88.9,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2023-01,18119800,12683860.0,5435940.0,30.0,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-01,254116500,37259188.0,216857312.0,85.34,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-01,17103995,11972796.5,5131198.5,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-01,228767092,160136964.39999998,68630127.60000002,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-01,1046072664,147623865.0,898448799.0,85.89,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-01,88556416,13713282.0,74843134.0,84.51,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-01,1091992625,77952135.0,1014040490.0,92.86,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-02,1945078272,10057852.5875,1935020419.4125,99.48,2025-12-04 14:09:47
FIT-GR3,FIT,2023-02,412088188,37132085.0,374956103.0,90.99,2025-12-04 14:09:47
FRD-GB5,FREED,2023-02,1733483088,317980530.0,1415502558.0,81.66,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-02,6070957230,115002375.522,5955954854.478,98.11,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-02,1908824004,95501089.3704,1813322914.6296,95.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-02,26767890,18737523.0,8030367.0,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-02,151591364,106113954.8,45477409.2,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-02,794174465,78060066.0,716114399.0,90.17,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-02,1290861920,87675456.0,1203186464.0,93.21,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-02,1321757106,120828150.0,1200928956.0,90.86,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-03,16509155,11556408.5,4952746.5,30.0,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-03,34045099,23831569.299999997,10213529.700000003,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-03,3046140240,11171157.3,3034969082.7,99.63,2025-12-04 14:09:47
FIT-GR3,FIT,2023-03,4801404095,690470240.0,4110933855.0,85.62,2025-12-04 14:09:47
FRD-GB5,FREED,2023-03,1024702245,71329755.0,953372490.0,93.04,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-03,1173669000,106177032.7455,1067491967.2545,90.95,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-03,1397926167,46761475.2596,1351164691.7404,96.65,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-03,800181485,86325880.0,713855605.0,89.21,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-03,1419948432,13841659.12,1406106772.88,99.03,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-03,532063280,39415671.0,492647609.0,92.59,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-03,1793677500,65142882.0,1728534618.0,96.37,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-03,1400495868,262012880.0,1138482988.0,81.29,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-04,639588697,64713521.0,574875176.0,89.88,2025-12-04 14:09:47
FIT-GR3,FIT,2023-04,1631605556,64826678.0,1566778878.0,96.03,2025-12-04 14:09:47
FRD-GB5,FREED,2023-04,2695092,1886564.4,808527.6000000001,30.0,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-04,3570424575,172598974.91,3397825600.09,95.17,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-04,981236634,53001181.6848,928235452.3152,94.6,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-04,3940233408,96549273.2412,3843684134.7588,97.55,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-04,321324485,36353291.0,284971194.0,88.69,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-04,907637410,13999566.36,893637843.64,98.46,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-04,1586800542,95901228.0,1490899314.0,93.96,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-04,110109840,438582.0,109671258.0,99.6,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-04,229517464,21988674.0,207528790.0,90.42,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-05,1803249540,10242898.48,1793006641.52,99.43,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-05,15648920,10954244.0,4694676.0,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-05,1683933742,22524601.935000002,1661409140.065,98.66,2025-12-04 14:09:47
FIT-GR3,FIT,2023-05,1088560746,93008288.0,995552458.0,91.46,2025-12-04 14:09:47
FRD-GB5,FREED,2023-05,512067480,62299236.0,449768244.0,87.83,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-05,4283068335,215397890.59199998,4067670444.408,94.97,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-05,1124613801,230942768.8344,893671032.1656001,79.46,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-05,6643195584,49761018.756,6593434565.244,99.25,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-05,2071082384,342120240.0,1728962144.0,83.48,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-05,887467770,46711321.94,840756448.06,94.74,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-05,702949517,31159476.0,671790041.0,95.57,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-05,1108360782,66510276.0,1041850506.0,94.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-05,2339760419,78551040.0,2261209379.0,96.64,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-06,601083180,62934435.015,538148744.985,89.53,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-06,770091670,11344953.3225,758746716.6775,98.53,2025-12-04 14:09:47
FIT-GR3,FIT,2023-06,442219215,47709840.0,394509375.0,89.21,2025-12-04 14:09:47
FRD-GB5,FREED,2023-06,2259905550,234812325.0,2025093225.0,89.61,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-06,4249175816,244227766.37199998,4004948049.6280003,94.25,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-06,4510402940,187990437.9165,4322412502.0835,95.83,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-06,402351125,32320639.0,370030486.0,91.97,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-06,2555441280,168999811.0164,2386441468.9836,93.39,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-06,68415980,110448819.0,-42032839.0,-61.44,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-06,81209663,56846764.099999994,24362898.900000006,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-06,30836610,21585627.0,9250983.0,30.0,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-06,166482540,10139652.0,156342888.0,93.91,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-06,1797978330,230353920.0,1567624410.0,87.19,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-07,103519881,72463916.69999999,31055964.300000012,30.0,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-07,647343690,62476524.0,584867166.0,90.35,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-07,905990200,96581263.986,809408936.0139999,89.34,2025-12-04 14:09:47
FIT-GR3,FIT,2023-07,4778273988,446466294.0,4331807694.0,90.66,2025-12-04 14:09:47
FRD-GB5,FREED,2023-07,354503864,49572126.0,304931738.0,86.02,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-07,3059116844,40023865.128,3019092978.872,98.69,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-07,3574469368,209379498.2566,3365089869.7434,94.14,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-07,20938440,14656908.0,6281532.0,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-07,2645857248,22075414.404,2623781833.596,99.17,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-07,2238124980,337901028.0,1900223952.0,84.9,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-07,2217863835,220724133.0,1997139702.0,90.05,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-07,369453594,28772064.0,340681530.0,92.21,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-07,1201507482,118406464.0,1083101018.0,90.15,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-08,1843690057,3441091.9725,1840248965.0275,99.81,2025-12-04 14:09:47
FIT-GR3,FIT,2023-08,1348003392,211349120.0,1136654272.0,84.32,2025-12-04 14:09:47
FRD-GB5,FREED,2023-08,510989420,18823908.0,492165512.0,96.32,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-08,701236332,65686184.481,635550147.519,90.63,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-08,1498489412,65395290.3786,1433094121.6213999,95.64,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2023-08,44475876,31133113.2,13342762.8,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-08,172822671,120975869.69999999,51846801.30000001,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-08,2966639928,418597380.0,2548042548.0,85.89,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-08,13822298,9675608.6,4146689.4000000004,30.0,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-08,418649749,33689772.0,384959977.0,91.95,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-09,1403186475,60984720.0,1342201755.0,95.65,2025-12-04 14:09:47
FIT-GR3,FIT,2023-09,2028411060,316124334.0,1712286726.0,84.42,2025-12-04 14:09:47
FRD-GB5,FREED,2023-09,2251961922,326834592.0,1925127330.0,85.49,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-09,2371181964,42277913.3925,2328904050.6075,98.22,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-09,705376399,14452967.0069,690923431.9931,97.95,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2023-09,18119800,12683860.0,5435940.0,30.0,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-09,62815320,43970724.0,18844596.0,30.0,2025-12-04 14:09:47
PRO-ZC5,Prologue,2023-09,2209659672,44809064.0316,2164850607.9684,97.97,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-09,34207990,23945593.0,10262397.0,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-09,622003400,66237360.0,555766040.0,89.35,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-09,951454260,120848544.0,830605716.0,87.3,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-09,937370225,140019184.0,797351041.0,85.06,2025-12-04 14:09:47
CRV-RT5,CR-V,2023-10,581444270,67220136.0,514224134.0,88.44,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2023-10,7615350600,22372268.46,7592978331.54,99.71,2025-12-04 14:09:47
FIT-GR3,FIT,2023-10,165434703,5576115.0,159858588.0,96.63,2025-12-04 14:09:47
FRD-GB5,FREED,2023-10,2744142450,489336432.0,2254806018.0,82.17,2025-12-04 14:09:47
HDE-ZC1,Honda e,2023-10,532063280,93652085.53999999,438411194.46000004,82.4,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2023-10,1194808800,106715682.414,1088093117.586,91.07,2025-12-04 14:09:47
PLT-YF3,PILOT,2023-10,29980034,20986023.799999997,8994010.200000003,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2023-10,17296175,12107322.5,5188852.5,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2023-10,1419948432,13957690.68,1405990741.32,99.02,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2023-10,4708249412,363697416.0,4344551996.0,92.28,2025-12-04 14:09:47
VZL-RV3,VEZEL,2023-10,946446696,109435410.0,837011286.0,88.44,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2023-10,605860254,86230670.0,519629584.0,85.77,2025-12-04 14:09:47
ACD-CV1,ACCORD,2023-11,1580376096,10216272.925,1570159823.075,99.35,2025-12-04 14:09:47
